"method","H_true","G_config","n","p","factor_score_rmse","probability_rmse","lambda_rmse","alpha_rmse","marginal_mu_rmse","marginal_var_rmse","marginal_weight_rmse","component_profile_hamming_accuracy","component_profile_exact_accuracy","mean_component_ari","min_component_ari","mean_true_component_probability","component_brier_score","component_log_loss","mean_component_entropy","seconds"
"Product MAP",5,"3-3-3-3-3",400,500,0.137552060906615,0.0537331257386531,0.0967451583036467,0.12952724618216,0.0621888130873624,0.0337840810734594,0.0323166848407353,0.91098,0.626,0.746305870735003,0.692084459923486,0.884291163822218,0.138439778569298,0.257403282167306,0.147310540019394,17.00132
"Gibbs",5,"3-3-3-3-3",400,500,0.138947077372186,0.0549976453742108,0.103117376023174,0.132388860196869,0.170423393666324,0.178813757419788,0.0641361414018933,0.84428,0.4296,0.636741436877173,0.481486128672762,0.71461242,0.23179451924,0.398391911893765,0.506039719103141,155.39252
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",400,500,0.159684467484223,0.0729736127397468,0.090160420376866,0.138859877988698,0.0668851769944805,0.0331469206915696,0.0333867441703614,0.90475,0.3644,0.730495042758802,0.670900746114192,0.875801396443261,0.146325773360961,0.26069119948895,0.160863162439123,17.30736
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",400,500,0.162317190657051,0.0756713738225526,0.0994650934213011,0.14114815633802,0.209215260474279,0.22538447203562,0.078256927757842,0.78393,0.0891,0.535748745754342,0.37506171881832,0.6521193,0.29355083742,0.494206952134459,0.596688216846881,196.48572
"Product MAP",5,"2-2-2-2-2",100,1000,0.122262603146923,0.0854651130098635,0.2189850831015,0.350239738187577,0.0981006818800384,0.020348728198406,0.0492414996031882,0.99968,0.9984,0.998719929783704,0.993599648918519,0.999696478683065,0.000563804590769509,0.00144443049517244,0.000128654519238475,10.75832
"Gibbs",5,"2-2-2-2-2",100,1000,0.101669490127396,0.0794832714291019,0.199363327542388,0.293308039626092,0.0968238043141019,0.0716786515724071,0.0480121404527186,0.99992,0.9996,0.999679992477325,0.998399962386627,0.99844608,0.00039156544,0.00168519670672575,0.00920783599792774,159.09852
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",100,1000,0.146067209706399,0.116242090036447,0.222636999907758,0.378467841400066,0.0941669205297735,0.0272050268655283,0.046667508456935,0.99932,0.9932,0.997285002032343,0.980850923251594,0.999319233677462,0.00135911586532613,0.00988312928479169,1.1748242991052e-05,12.07444
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",100,1000,0.123987431822599,0.105911415821431,0.199503009804074,0.303159186814224,0.0938930687732849,0.0797594290100061,0.0456502383867414,0.99952,0.9952,0.99807953552607,0.983995443027991,0.99759284,0.000722048560000001,0.00269809339561848,0.0139985876655696,229.06896
"Product MAP",5,"3-3-3-3-3",100,1000,0.147871796159149,0.0895774144998985,0.204255466982609,0.309290728697229,0.122056896062066,0.0476345471130016,0.0589589590798552,0.91216,0.632,0.751418148514608,0.650972198770443,0.901867189863153,0.148164523054086,0.33822915791193,0.0779948494659603,8.03532
"Gibbs",5,"3-3-3-3-3",100,1000,0.12010122566677,0.0840119753352593,0.218638781736705,0.266245539676928,0.240746998940792,0.284392531314606,0.0782569637099876,0.71392,0.182,0.440660585650318,0.365240161861328,0.56670176,0.37702778512,0.627436993879009,0.725103209638777,159.1968
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",100,1000,0.180043625827141,0.119781728179465,0.204354979651057,0.348830455186076,0.12237008329149,0.0574484191887606,0.0635162439064892,0.90032,0.3508,0.722764380570423,0.577960523380315,0.894801978893337,0.177674990499078,0.464097222118524,0.0546043739225359,10.90004
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",100,1000,0.141371277044238,0.111145419492495,0.221581598046301,0.305403354625185,0.249480767955312,0.314004902466814,0.0688664963557999,0.70496,0.0336,0.401545030540796,0.29390571837391,0.5499768,0.38714578248,0.648208591840713,0.761710400954462,231.88832
"Product MAP",5,"2-2-2-2-2",200,1000,0.105905596362129,0.061240523401682,0.1416820114631,0.222401199562205,0.0672233910082652,0.0174119975629901,0.0339261853517112,0.99932,0.9966,0.997284744124052,0.988823832741202,0.999313255714113,0.00133154798739372,0.00479952631487885,0.000144282401448082,19.07072
"Gibbs",5,"2-2-2-2-2",200,1000,0.098796180327254,0.0579460990299872,0.144795954381943,0.194537930061704,0.0657850009845003,0.0347145061759842,0.0334426599223117,0.9994,0.997,0.997604749425018,0.990423859246032,0.99909112,0.000783457599999999,0.00137526569768335,0.00293710076887973,188.18656
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",200,1000,0.126578654635371,0.0830595465729398,0.137093629715343,0.231355352311761,0.0704620172104993,0.0231374583766047,0.0352012830108721,0.99948,0.9948,0.99792072721799,0.984807282022113,0.999479303089885,0.00103863087653679,0.00583745150905856,1.34984533867459e-05,21.17184
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",200,1000,0.116968629210232,0.0769056343177979,0.138088461592939,0.206049014797457,0.0686781587508127,0.041080302545364,0.0346704748710216,0.99964,0.9964,0.998560740167432,0.988007401787452,0.99894338,0.00062156228,0.00140582877138466,0.00458115981261789,261.17544
"Product MAP",5,"3-3-3-3-3",200,1000,0.128473068063794,0.0644827183258839,0.137250811204528,0.195771059714393,0.0901033429234769,0.0451929416975223,0.0445052342732696,0.91184,0.627,0.747680543686518,0.671516164683288,0.897219902710295,0.142418896732702,0.289059030144302,0.101383011499155,14.91004
"Gibbs",5,"3-3-3-3-3",200,1000,0.116330812961425,0.0614558784854324,0.137264242244317,0.187654828758799,0.224819284215304,0.237878613355783,0.0912025447871711,0.73032,0.2072,0.459330994990067,0.373697776987587,0.6132702,0.34478555896,0.56510227503369,0.634605125876271,188.78872
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",200,1000,0.15138226159343,0.0861891726567567,0.130217889749642,0.212296592358924,0.0979191594558724,0.0516798163750383,0.0496110721387938,0.9074,0.3718,0.737862391192629,0.633018068075273,0.897396664084073,0.157658573223041,0.358588064222734,0.0780390694644471,17.71548
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",200,1000,0.131026850517756,0.0810539165684814,0.130671960901595,0.202293064437953,0.23295632814112,0.255609178950147,0.0895397128010876,0.71742,0.0344,0.436011860769693,0.340362553975325,0.60231362,0.35158747464,0.578601929667239,0.657154288435364,260.6954
"Product MAP",5,"2-2-2-2-2",400,1000,0.0939683165163173,0.0455333173591963,0.0988057054783921,0.146314225721229,0.0476188327378635,0.0104216544562016,0.0244531887365478,0.99974,0.9987,0.998959989388248,0.995999951481935,0.999708520857694,0.00048965058707611,0.00140270997745002,0.000286851058780324,30.68972
"Gibbs",5,"2-2-2-2-2",400,1000,0.0946009447194942,0.0459614685404127,0.104295806234062,0.144706177871963,0.0476762211497119,0.0198648864158309,0.0244144812066924,0.99976,0.9988,0.999039989602921,0.996799954138212,0.99950334,0.000379818520000002,0.000786383248163612,0.00177905058152748,231.09088
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",400,1000,0.112830265928247,0.0622987226664508,0.0942612696898757,0.155210396828782,0.0485284438386887,0.0131247316175231,0.0247147475528653,0.99971,0.9971,0.998840383595022,0.991603843943167,0.999704295563678,0.000570609042754008,0.00176284693298461,8.02091756680738e-05,33.84932
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",400,1000,0.113014129684513,0.0625466590297193,0.1001443504421,0.150805119419076,0.0485080819958621,0.023071545690776,0.0247277955348737,0.99977,0.9977,0.999080185043353,0.99240185404256,0.9994087,0.000382742560000001,0.00080861376571937,0.00237360576243293,310.40176
"Product MAP",5,"3-3-3-3-3",400,1000,0.103401990028397,0.0486699467046378,0.0963677454258657,0.133968224372367,0.0655995472207091,0.0279278279471268,0.0324391865497296,0.91692,0.6454,0.761894961898028,0.713974798007663,0.889992572904325,0.127942068019194,0.227155440100498,0.145069064656073,32.36188
"Gibbs",5,"3-3-3-3-3",400,1000,0.10678601671386,0.0487567173056929,0.101187850842106,0.136658928143393,0.13636202480115,0.141131669986537,0.0510217369260344,0.8852,0.5387,0.706602658293349,0.556339557662617,0.76370478,0.18579105532,0.328045665335555,0.43177764299603,232.45468
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",400,1000,0.123902251558543,0.0663625724594152,0.0916935211426696,0.142296805095022,0.066862743480816,0.0327859839821424,0.0358827585934227,0.91092,0.3894,0.746262116011648,0.680147252022204,0.890514925018266,0.139791257194248,0.262238398912223,0.125877225330643,35.64888
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",400,1000,0.124497104834551,0.0661235391388399,0.0956853470333382,0.142373267527121,0.163487678081079,0.179514073429935,0.0575703606921757,0.85823,0.221,0.650657543374004,0.441590879974681,0.72078531,0.21947945218,0.383955630804482,0.505851556310329,310.43164
