"method","H_true","G_config","n","p","factor_score_rmse","probability_rmse","lambda_rmse","alpha_rmse","marginal_mu_rmse","marginal_var_rmse","marginal_weight_rmse","seconds"
"Gibbs",5,"3-3-3-3-3",200,500,0.148800546539625,0.0669859289494925,0.1402246600878,0.180925102032811,0.237003443710669,0.247175723970724,0.0967769032268796,126.3374
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",200,500,0.184738173375556,0.0938726783242957,0.131104327743277,0.201824928326521,0.0924281684519628,0.0657344785572264,0.0514532082672765,14.26636
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",200,500,0.169072122423518,0.0889145582798118,0.136531195489384,0.187530516720273,0.24195686414131,0.268643658998193,0.0919201437782929,164.462
"Product MAP",5,"2-2-2-2-2",400,500,0.123312198129785,0.0488724852223624,0.0967957346511793,0.151477223517016,0.0525203488186201,0.0126785733774465,0.0269489902304813,14.67708
"Gibbs",5,"2-2-2-2-2",400,500,0.120763337554235,0.0511890626595469,0.103634356085849,0.144904834127539,0.0449359918108432,0.0229841980308585,0.0227975181325912,156.3192
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",400,500,0.142083828447151,0.0665090071814579,0.0921074613620328,0.149133595438653,0.0460687165734196,0.0130749197129947,0.0234595723081008,15.40744
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",400,500,0.141386958008682,0.069845922747932,0.102605367248829,0.153729905817983,0.0487684011265169,0.0273051734658184,0.0246265820571668,196.5242
"Product MAP",5,"3-3-3-3-3",400,500,0.138601845577268,0.0535283513358791,0.0967803523510651,0.134387446210124,0.0630049131460822,0.0311329582168232,0.031470527663646,16.78008
"Gibbs",5,"3-3-3-3-3",400,500,0.139281634785805,0.0548167038734121,0.101129708225951,0.127872766798218,0.174220078659883,0.178026776263012,0.0691003635096107,156.8382
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",400,500,0.161754929133688,0.0732056685701764,0.0882221370077745,0.140899975694176,0.0626491069125254,0.031024866842901,0.0325958980496585,18.2472
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",400,500,0.162313537231419,0.0753695616816203,0.100477708475754,0.138363489113522,0.215528216630291,0.232313947509202,0.0842333128031583,197.871
"Product MAP",5,"2-2-2-2-2",100,1000,0.120363358901851,0.0844647859306893,0.219748848537542,0.355582494262164,0.0952071879019574,0.0213145775667607,0.0475601486212147,11.11908
"Gibbs",5,"2-2-2-2-2",100,1000,0.102938389995699,0.0784858924969769,0.199498701742668,0.292506412856008,0.094120806604804,0.0693252702334259,0.0462728541979846,161.52132
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",100,1000,0.147320736034154,0.116299480521308,0.222188561147146,0.386678182320586,0.106250576497907,0.0279571292332996,0.0527765903557891,12.43408
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",100,1000,0.125758220152104,0.106091394463764,0.199456365225525,0.319622949636668,0.104329008127255,0.0813342687460964,0.0517333459858009,231.01848
"Product MAP",5,"3-3-3-3-3",100,1000,0.151787969566194,0.0896321214881889,0.203800724382352,0.299001409201417,0.127058706151179,0.0464040755107462,0.0627033870258347,8.38656
"Gibbs",5,"3-3-3-3-3",100,1000,0.124499838096443,0.0841304263137207,0.217568476561814,0.269567420034055,0.238940294107561,0.286934705418548,0.0761767945568142,161.64244
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",100,1000,0.180424069816944,0.119996930102777,0.203065592462004,0.346258578302554,0.117367980516023,0.055593535717986,0.0580251744542432,11.29332
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",100,1000,0.143624347395156,0.111406482576147,0.219901177702305,0.295678705116205,0.249726454047627,0.316024803410552,0.0677343826704471,230.12888
"Product MAP",5,"2-2-2-2-2",200,1000,0.107270736079597,0.0610423061991864,0.14139172816977,0.216836503292916,0.0680860327708888,0.0171306114078532,0.0344291178688127,19.05996
"Gibbs",5,"2-2-2-2-2",200,1000,0.0976129950508693,0.0582508506023864,0.144459664047689,0.192590391330273,0.0674483284759217,0.0346620674526878,0.0343190991918346,189.4506
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",200,1000,0.127439230301148,0.0826330582135816,0.137077558663243,0.23139182496899,0.0674226245278475,0.0240093880084297,0.0335002114057666,21.616
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",200,1000,0.117313094785835,0.0770770258192414,0.137473111016618,0.206252454490314,0.0657824281976899,0.0425381615116251,0.0330272901152363,257.3182
"Product MAP",5,"3-3-3-3-3",200,1000,0.131081077941667,0.0645381518052067,0.137597784781276,0.201292456204786,0.0936071391210674,0.0477334597607118,0.0459334825432651,15.26636
"Gibbs",5,"3-3-3-3-3",200,1000,0.115280088463768,0.0614307772122969,0.13759512078214,0.193838939953455,0.228340292520325,0.242127311444657,0.0951430789847832,189.2306
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",200,1000,0.152304893610638,0.0863828287556756,0.129714840789149,0.206928208435024,0.100347286503958,0.0536953897691254,0.0513522957631656,18.1188
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",200,1000,0.128684969951568,0.0805802371301868,0.129183418386613,0.208463507402367,0.229763064364587,0.250935456389589,0.0878596165623066,260.3364
"Product MAP",5,"2-2-2-2-2",400,1000,0.0959143134709239,0.0453341873265904,0.0983768653624289,0.15247825018003,0.0521484548057044,0.0107917620109853,0.0267588273373292,31.84088
"Gibbs",5,"2-2-2-2-2",400,1000,0.0946552831976486,0.0457690502928504,0.105049386786607,0.146887603551842,0.0507541363852404,0.0185528647910987,0.0260784994543251,234.0338
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",400,1000,0.114278381805467,0.0621791971019004,0.09359428325988,0.153872238586092,0.046635164339846,0.0140613951325926,0.0236992168062824,34.68384
"Gibbs",10,"2-2-2-2-2-2-2-2-2-2",400,1000,0.112529918738362,0.0624244914536923,0.0996821875270006,0.150997861169413,0.0484845279351561,0.0235192832889903,0.0246378549918675,306.3372
"Product MAP",5,"3-3-3-3-3",400,1000,0.105782740496476,0.0485985644566832,0.0974368356666768,0.135459941182896,0.0652397439049213,0.0274209301481412,0.0308606153507981,33.55564
"Gibbs",5,"3-3-3-3-3",400,1000,0.106896875469195,0.0487798100171452,0.101383185534432,0.149448264670072,0.118526649883772,0.125534806668439,0.0403351404591199,233.4274
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",400,1000,0.125479627891686,0.0665112752713191,0.0913803434472304,0.139823394498054,0.0626662120401485,0.0328435485902419,0.0330257087922744,35.98208
"Gibbs",10,"3-3-3-3-3-3-3-3-3-3",400,1000,0.122821963484037,0.065672324717042,0.0946714251270463,0.143473704812112,0.161044602365663,0.181734191301949,0.0551456221309876,308.985
"Product MAP",5,"2-2-2-2-2",100,1500,0.115327296021033,0.0841262418534359,0.218026504954203,0.34931420353321,0.0967143705684654,0.0194853425918741,0.0486167213856251,14.8472
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",100,1500,0.140272532838889,0.115388670838925,0.220699112041978,0.377358360921927,0.101509331773277,0.0265566374092772,0.0505006446453864,16.18948
"Product MAP",5,"3-3-3-3-3",100,1500,0.145480245637095,0.0878558466195364,0.202968703743648,0.310138590249643,0.114414406678228,0.0444858294961173,0.0557698408135864,11.16076
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",100,1500,0.172602379474052,0.11822216242135,0.202900934800478,0.348596182397489,0.120161038483512,0.0531606987100839,0.0587520386397675,14.79924
"Product MAP",5,"2-2-2-2-2",200,1500,0.0976211131430683,0.0597334587329341,0.141185952154453,0.218227974734536,0.0655883600170544,0.016384286871546,0.0331394237859601,25.92096
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",200,1500,0.118118394271547,0.0818156894292037,0.136702464886522,0.23886118836231,0.0765962811697716,0.0214413900771952,0.0384352647183799,27.20588
"Product MAP",5,"3-3-3-3-3",200,1500,0.122345769044812,0.0628037697087591,0.137146005755633,0.201275332278739,0.0905187450197698,0.045831374523827,0.0444290834643542,19.7558
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",200,1500,0.139962659317465,0.0842548960651391,0.130324808637652,0.21332098679977,0.0967060927627293,0.0498290379013796,0.0452222375907289,21.70776
"Product MAP",5,"2-2-2-2-2",400,1500,0.0809833686880079,0.0438780388107987,0.099596857155959,0.148833024320807,0.0483293486077778,0.00929850498671924,0.0248622621836536,47.91296
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",400,1500,0.0983457965177732,0.0610906723709159,0.0958267906622111,0.150123099833541,0.0436588892531689,0.0113206936718425,0.0222798137428866,54.48528
"Product MAP",5,"3-3-3-3-3",400,1500,0.0900110570880135,0.0467839699865066,0.0975365787821502,0.138919932135329,0.0689205462398167,0.0257323416520777,0.0346861574058739,45.5398
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",400,1500,0.1083272745917,0.063958344712679,0.0924064296999246,0.137087714999342,0.0650415034699781,0.0310065640317105,0.0341194115745289,49.36544
"Product MAP",5,"2-2-2-2-2",100,2000,0.111982392346995,0.0839941128078244,0.21694713017523,0.345560154195826,0.103372074781297,0.0204149873380596,0.0519137361385358,18.83728
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",100,2000,0.135180924246247,0.114667148408117,0.219697650057773,0.388820798689547,0.0938680460393675,0.0251791979059416,0.0470647429065288,19.65712
"Product MAP",5,"3-3-3-3-3",100,2000,0.141610845676054,0.0879619188157552,0.202367848768133,0.31945231102974,0.102534808462717,0.0455842560266511,0.0512143969841688,13.40484
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",100,2000,0.165604416183673,0.117605481952711,0.201356689090417,0.344382207752986,0.113242633778298,0.0505587459679271,0.0554026655756082,16.90496
"Product MAP",5,"2-2-2-2-2",200,2000,0.0936887876986746,0.0594904814908378,0.140343643432878,0.220362263362745,0.0653544980838189,0.0161655927081564,0.0330531704816316,31.12164
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",200,2000,0.112954124875354,0.080958460633411,0.13596507163799,0.226674565625166,0.0676912397880645,0.0203970656658601,0.0339895260168403,32.51184
"Product MAP",5,"3-3-3-3-3",200,2000,0.116812789234991,0.0622121856844957,0.137343983003047,0.197538838371376,0.0893984026323928,0.0473006128705106,0.0440006034492044,24.22088
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",200,2000,0.137079595100747,0.0833151015326611,0.131084910507564,0.20677332342452,0.0934688319898021,0.0522197531163745,0.0461871628320982,26.99972
"Product MAP",5,"2-2-2-2-2",400,2000,0.0717570627036133,0.0433004648267375,0.100187135067892,0.1491110401554,0.0464374634520551,0.00792048540236198,0.0239222318630851,62.56572
"Product MAP",10,"2-2-2-2-2-2-2-2-2-2",400,2000,0.0982235775222479,0.0604807180465392,0.100450937777305,0.15306077100835,0.0518179624532499,0.0153775821321366,0.0267601941970796,70.5366
"Product MAP",5,"3-3-3-3-3",400,2000,0.0807161147121032,0.0458432516502236,0.0976826822274265,0.13331928929414,0.0640857407314143,0.0257578119425152,0.031735821491066,57.0568
"Product MAP",10,"3-3-3-3-3-3-3-3-3-3",400,2000,0.0999029591239886,0.0626640861845387,0.0937504486825783,0.144005025541965,0.0734481663031053,0.0320952561852697,0.0380053122160282,61.29372
