"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
33,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.45690168999135,0,0,0,0,0,0,1.25634467054624,0,-1.72230814548675,0,0,1.38859816361219,0,0,0,0,0,0,0
34,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.47509067703504,1.60978152556345,0,0,0,0,-1.69577874545939,0,0,0,0,0,1.5879160129698,0,0,0,0,0,1.38209719839506,0
35,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.37294056813698,0,0,0,0,0,0,0,0,0,0,0,-1.6041716071777,1.56698339316063,0,0,-1.71058820665348,0,0,0
36,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.25083389889915,-1.69883183250204,0,-1.45555559010245,0,1.54954019689467,0,0,0,0,0,0,0,0,-1.27582811121829,0,0,-1.67647267540451,0,1.48720220068935
37,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.719888545922,0,0,0,0,0,0,0,1.43533117754851,0,0,0,0,0,0,0,0,0,1.67216235597152,1.52013175864704
38,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.36316660360899,0,0,0,-1.28408537048381,1.46584243327379,1.6176024354063,0,0,1.33932312624529,0,0,0,1.6002935533179,0,0,0,0,0,0
39,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.52642954827752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41731820302084,0
40,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.61926236492582,0,0,0,0,0,0,-1.29887251649052,0,0,0,0,0,0,-1.39362190978136,0,0,0,0,0
41,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.51730584900361,0,0,0,1.64847697899677,0,1.35822026815731,-1.732380923233,0,0,0,0,0,0,0,0,0,0,0,0
42,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.35942525544669,0,0,0,1.73926500801463,0,1.42958843859378,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.27751149062533,0,0,0,0,0,0,0,0,0,-1.25932029308751,0,0,0,0,0,-1.56647335388698,0,1.3205633078469,0
44,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.4530913940398,0,0,0,0,0,0,-1.45940229459666,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.73428496473935,0,-1.44408863375429,0,1.42671164940111,0,0,0,0,0,0,0,0,0,0,-1.52491798915435,0,0,1.26846445770934,0
46,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.40202152321581,0,0,-1.74670971324667,0,0,0,0,-1.46109978691675,0,0,0,0,0,0,0,-1.48913394473493,0,1.64020497689489,0
47,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.67981898249127,0,0,0,0,0,0,0,0,0,0,0,0,-1.63528647960629,0,0,1.37446721806191,0,-1.28984217892867,0
48,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.38047838560306,-1.52018007752486,0,0,0,0,0,0,-1.73673901869915,0,-1.72908825101331,1.54203788400628,0,0,-1.43525088450406,0,0,0,0,0
49,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.31205904611852,0,0,1.3860568794189,0,1.62866655236576,-1.58818267099559,0,0,1.31751475285273,0,1.45337549375836,0,0,0,-1.66916623979341,0,-1.52120400220156,0,0
50,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.36898367537651,1.4595112275565,0,0,0,1.64675432199147,1.44516655232292,1.67628873814829,0,0,-1.38825407123659,0,-1.59775060706306,0,0,1.3687836737372,0,1.59646799648181,0,0
51,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.51295376382768,1.30238358606584,0,0,0,-1.50708967749961,0,0,0,0,0,0,0,1.63078322843648,0,0,0,-1.28469502367079,0,0
52,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.63525544933509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36344472016208,-1.25546583265532,0,0
53,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.73531842674129,0,0,0,0,-1.71682979632169,0,0,1.4344517897116,0,0,0,0,0,0,0,0,1.71835122362245,-1.67198779189494,0
54,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.52688512799796,0,0,0,0,0,0,0,0,-1.46588995412458,0,0,-1.52009943360463,0,0,0,0,0,0,0
55,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.60549515194725,0,1.25637114176061,0,0,0,-1.42089249729179,1.74678928323556,0,0,0,1.41350022109691,0,-1.33972907566931,0,0,1.38863831735216,0,0,0
56,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.4349388127448,0,0,0,0,0,-1.2945262218127,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.55147837905679,0,0,0,0,0,0,1.73727138503455,1.47310061473399,0,1.49714358849451,0,0,0,0,0,0,0,0,0
58,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.40592797787394,0,1.32662210380659,0,0,0,0,0,0,0,0,0,0,0,0,-1.43847740697674,0,0,-1.56936338508967,0
59,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.65804148686584,0,0,0,0,-1.43292546726298,0,1.25828344502952,1.64195201371331,0,0,0,0,0,0,0,0,0,0,0
60,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.29802631260827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36965832440183,-1.53314729966223
61,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.28648157860152,-1.3755979698617,0,0,0,0,0,0,0,0,-1.35377112356946,1.68955502449535,0,0,0,0,0,0,0,0
62,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.25188281165902,0,0,-1.35769708792213,0,0,0,0,0,0,0,0,-1.70515109447297,0,0,0,0,0,0,0
63,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.41265602898784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.25730176409706,0,0,-1.4452709479956,0,0,0,0,-1.583556075464,1.30926370574161,0,0,0,0,0,0,0,0,0,0
65,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.26642053877003,-1.54171975131612,0,0,0,0,0,0,1.56578231439926,0,-1.53336787584703,0,0,0,0,0,0,0,0,-1.58450081211049
66,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.56078662653454,0,0,0,0,1.66673546412494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.73706910409965,0,0,0,0,0,0,0,0,1.60220252641011,0,-1.64160676742904,0,0,0,0,0,0,1.57217009761371,0
68,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.74377865041606,0,1.33320184226613,-1.54677858506329,0,0,1.74618158163503,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.49479808995966,0,0,0,0,0,0,0,1.64152426470537,0,0,1.54238570749294,0,0,1.25541696534492,-1.39389593875967,-1.3540898449719,0,0,0
70,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.60390058462508,0,1.68531729339156,0,0,1.38682432915084,0,0,0,0,0,0,0,0,0,0,0,0,1.49866147094872,0
71,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.47259816224687,0,1.57563787454274,0,-1.60466590302531,0,0,1.59034495602828,0,0,-1.46376867219806,0,-1.69242358952761,0,0,0,0,0,1.64506118011195,0
72,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.52426152164117,1.60967649531085,-1.74593341629952,0,0,0,0,0,0,0,0,1.35919972637203,0,0,0,0,0,0,0,0
73,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.71458801301196,0,0,0,1.6860894713318,0,0,0,1.6226838780567,-1.40595440659672,0,1.59783288033213,0,0,-1.71757713868283,0,0,0,0,0
74,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.49930692405906,0,0,0,0,0,0,0,0,0,1.30601563584059,0,0,0,-1.6046720725717,-1.26916625769809,0,1.5761416280875,0,0
75,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.65783010714222,0,1.59179008519277,-1.53975517360959,0,0,-1.46668437251355,0,-1.69620095088612,0,0,0,0,0,1.41578772536013,0,0,0,0,0
76,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.51282628893387,0,1.53424240474124,0,-1.67674749507569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73495009553153
77,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.63965987320989,0,0,0,0,-1.48938419180922,0,-1.70409845537506,0,0,0,1.56538838730194,0,0,0,0,0,0,0,0
78,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.28688509203494,0,1.46533763315529,0,-1.69862417236436,0,1.54287890729029,0,0,0,0,0,-1.46796874201391,0,-1.2883595910389,0,1.48854270589072,0,0,-1.62706017144956
79,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.66086774179712,0,0,1.70776245044544,0,0,0,0,0,1.49252518371213,0,1.53976437728852,0,-1.67793564486783,0,0,0,1.44668970420025,0,0
80,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.62251110374928,0,0,0,0,0,0,0,0,0,0,-1.39187349029817,0,-1.28755443065893,0,0,0,0,0,0
81,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.54360866476782,0,0,0,1.4279939889675,0,0,1.60296501778066,-1.40150884457398,0,0,0,0,-1.55047422042117,1.47889508109074,0,0,0,-1.29182723734993,0
82,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.37303032167256,0,1.37563597445842,0,0,-1.26832350098994,0,1.6445683905622,0,0,0,0,0,0,1.29167390009388,0,0,1.71782180003356,0,0
83,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.35602407483384,0,0,0,0,0,0,1.50397731293924,1.51599236240145,1.58400260214694,0,0,0,0,0,0,0,0,0,1.64018349442631
84,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.5704509500647,0,0,0,0,1.48758174409159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.51102195389103,0,0,0,0,0,0,1.60998400300741,0,0,0,0,0,0,0,0,0,-1.6413486659294,0,0
86,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.38051350193564,0,0,-1.42942349961959,1.47358450654428,0,0,0,-1.25907583092339,0,0,0,0,0,0,0,0,0,0,-1.33397837087978
87,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.50678662257269,0,0,1.26855432556476,1.67154192377347,0,-1.61468987783883,1.41393443592824,0,0,0,0,0,1.39185826224275,0,0,0,0,0,0
88,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.59340631391387,0,1.60679879062809,0,0,0,0,0,0,0,0,0,0,0,0,1.70235782768577,0,0,0,1.65161223674659
89,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.27139043062925,-1.43937809800263,1.51675150601659,0,0,1.43881764577236,0,1.47690538805909,0,0,0,0,0,0,0,0,0,-1.34080884326249,0,0
90,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.42482894577552,0,0,0,0,0,1.64763161039446,0,0,0,0,0,0,1.31340119137894,0,0,0,0,0,0
91,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.37717549363151,0,1.33420345827471,1.51035373820923,-1.29103098681662,-1.26194909145124,0,0,0,0,1.37335049104877,0,0,-1.33658978482708,-1.5667371613672,0,0,0,0,0
92,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.5161825887626,0,0,0,0,0,0,0,0,0,0,-1.6542899813503,1.51529110141564,0,0,0,-1.28540434397291,-1.65684392256662,0,0
93,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.43911508121528,0,0,0,0,0,0,-1.65909693203866,0,0,0,0,1.3763198753586,0,0,-1.60211669688579,0,0,0,-1.52180647547357
94,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.71004915924277,1.66813120339066,0,0,0,-1.59946987766307,0,0,-1.47887848038226,1.3110565142706,0,0,-1.62057845375966,0,0,0,0,0,0,0
95,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.72788588295225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52098039491102,-1.64041873766109,0,0
96,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.52987603994552,-1.63826282613445,0,1.25512134819292,0,0,0,0,0,0,-1.72648991574533,-1.36070636566728,0,-1.45202543784399,0,0,0,0,0,0
97,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.5949159739539,0,0,0,0,0,0,0,1.45186387922149,0,0,0,0,1.50013926287647,0,0,0,0,0,0
98,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.29629486054182,0,0,1.34140535502229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.73064846568741,0,0,0,0,0,0,0,1.42519532132428,1.55269453849178,0,0,0,-1.34028286789544,0,0,0,0,-1.46943783888128,0
100,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.25799877068494,-1.39780163764954,0,0,0,0,0,0,0,0,0,0,0,-1.53654847142752,0,0,1.71689848823007,0,1.40445329924114,1.38993953273166
101,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.49543847306632,0,0,0,0,0,0,0,0,-1.63659002259374,0,0,1.441043905681,0,-1.6627473582048,-1.70160596445203,0,0,0,0
102,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.61418222507928,0,0,0,0,0,0,0,1.38888083281927,0,0,0,0,0,-1.26240879157558,0,1.62631679070182,0,0,0
103,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.62001643620897,1.4131520682713,0,0,0,0,0,0,0,-1.30664404085837,0,0,0,0,0,0,0,-1.52852193790022,0,0
104,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.3121018219972,1.46053267014213,0,0,0,1.29166087205522,0,1.3819476471981,0,0,0,0,0,0,1.28994398785289,0,0,-1.29634556977544,0,0
105,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.67806196457241,0,0,0,1.39681771735195,1.35846676735673,0,0,0,0,-1.27968508505728,0,1.54360109427944,0,0,1.25252265995368,0,1.5247081045527,0,0
106,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.6791783462977,1.65722673700657,0,0,0,0,0,0,0,0,0,0,0,1.30919472128153,0,0,0,0,0,0
107,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.34108584886417,0,0,0,0,0,1.41228785086423,0,0,0,0,0,0,0,1.53440856933594,0,0,0,0,0
108,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.45698875037488,0,0,0,0,1.66327646211721,0,0,0,-1.59196519944817,0,0,-1.57247012958396,0,-1.54262178018689,0,-1.59632135939319,1.58989974705037,0,0
109,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.73929084755946,0,0,0,0,0,0,0,0,0,0,1.6541780969128,0,0,-1.60822550149169,0,-1.33122430322692,0,0,0
110,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.55747703439556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55888696678448,0
111,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.41615239274688,0,0,0,0,0,0,-1.43428433826193,0,0,0,1.42938284086995,0,0,0,0,0,0,0,0
112,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.44438439235091,-1.67204152385239,0,0,0,1.72027431568131,0,0,0,0,0,0,1.70870017306879,0,-1.62113111722283,0,0,0,-1.34679517592303,0
113,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.48837855877355,0,0,0,0,0,-1.57077148731332,0,0,0,0,0,0,0,0,0,0,0,-1.39912690024357,0
114,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.70957385853399,0,1.66863209335133,0,0,1.44645727006719,0,0,-1.5373349696165,0,0,0,-1.3928352703806,0,0,1.66245526028797,0,0,-1.31300364912022,-1.71396812901367
115,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.34210410295054,0,0,0,0,0,0,0,0,0,0,0,0,-1.46149334229995,0,0,0,0,0,-1.41354436974507
116,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.30252490285784,1.61228192457929,0,0,0,1.62398606457282,0,0,0,0,0,0,0,-1.29657736956142,0,0,0,0,0,0
117,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.64439643488731,0,0,0,0,0,-1.70647895673756,1.64203770610038,0,0,0,0,-1.43342604441568,0,0,0,0,0,0,0
118,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.56015608052257,-1.67602599284146,0,0,0,0,0,1.57721106836107,0,0,0,0,0,0,0,0,0,0,-1.53300386818592,0
119,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.31737620953936,0,1.56900034623686,0,0,0,0,0,0,0,0,-1.55401647824328,0,0,0,0,1.70225300139282,0,0,0
120,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.60138910170645,0,0,0,-1.25617283943575,0,0,0,0,1.4262967100367,0,-1.45956599793863,0,-1.56167505565099,0,0,0,0,0,0
121,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.30706394754816,0,0,0,-1.65573650272563,0,0,0,0,0,-1.51664020994212,-1.4186694069067,0,0,0,0,0,0,1.39858727436513,1.55244136578403
122,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.2,"random",20,500,1.48110973474104,0,0,0,0,1.2888135589892,-1.45661925408058,0,0,0,0,-1.26754851848818,0,1.35430892382283,1.3252925806446,1.42858922516461,0,-1.69633351103403,-1.65421227330808,0
