"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5"
20,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.8551425881451,0,0,0,0
21,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.68007758515887,0,2.7870524545433,0,0
22,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.56125291471835,0,0,0,0
23,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.95731093676295,0,0,0,0
24,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.62445569504052,0,0,2.69759548769798,0
25,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.5614494838519,0,0,0,0
26,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.50687618600205,0,0,0,0
27,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.73865775275044,0,0,0,0
28,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.59433611854911,0,0,0,0
29,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.65458378975745,0,0,0,0
30,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.54133266059216,0,0,0,0
31,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.66540851269383,0,0,0,0
32,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.75374697276857,0,0,0,0
33,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.71201219107024,0,0,0,0
34,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.74422264867462,-2.87812827888411,0,0,0
35,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.87355399481021,0,0,0,0
36,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.81729117908981,0,0,0,-2.54207427951042
37,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.6521623727167,0,0,0,2.84991165960673
38,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.88911680702586,0,0,2.69948523398489,0
39,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.71641947585158,0,-2.99719426885713,0,0
40,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.77162803115789,0,0,0,0
41,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.90909093478695,0,0,0,0
42,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.98649132146966,0,0,0,0
43,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.63857865112368,0,0,0,0
44,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.79597914079204,0,0,0,0
45,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.50407155044377,0,0,0,0
46,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.87918165209703,0,0,0,0
47,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.64021563262213,0,0,0,0
48,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.80299129721243,2.67484673066065,0,0,0
49,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.96697909326758,0,0,-2.9798096769955,0
50,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.9127622632077,0,0,0,0
51,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.62315290025435,0,0,0,0
52,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.69372690224554,0,0,-2.54987169231754,-2.59052549733315
53,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.99225463334005,0,0,0,0
54,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.67539907398168,0,0,0,0
55,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97579636040609,0,0,0,0
56,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.54977245477494,0,0,2.52887245966122,0
57,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.66758470912464,0,0,0,0
58,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.56679643725511,0,0,0,0
59,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.8650763775222,0,0,0,0
60,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.94205069367308,0,0,0,0
61,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.82181575021241,0,0,0,0
62,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.8072615142446,0,0,0,2.96338629268575
63,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.76559991075192,0,0,0,0
64,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.55860753287561,0,0,0,2.53423748409841
65,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.65976563410368,0,0,0,2.62402300513349
66,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.96418229374103,0,0,0,0
67,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.86840259667952,0,-2.82472576689906,0,0
68,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.72569498314988,0,0,0,0
69,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.79198912286665,0,0,0,0
70,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.79405180481263,-2.76888432202395,2.97838521166705,-2.81746321357787,0
71,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.51727614039555,0,0,0,0
72,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.63222466118168,0,0,0,0
73,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.80231120111421,0,0,0,0
74,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.72025098360609,0,0,0,0
75,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.84921711729839,0,0,0,0
76,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.76941181288566,0,0,0,0
77,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.90275953605305,0,0,0,0
78,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.74538600246888,0,0,0,0
79,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.75279029936064,0,0,0,0
80,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.63169369183015,-2.61597183684353,0,0,0
81,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.59499703499023,-2.77592479216401,0,0,0
82,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.73981317190919,0,0,0,0
83,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.60276662115939,0,0,0,0
84,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.62752041441854,0,0,0,0
85,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.96714497811627,0,0,0,0
86,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.85971157788299,0,0,0,0
87,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.51396049838513,0,0,0,0
88,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.80622583057266,0,0,0,0
89,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.59641977713909,0,0,0,0
90,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.89812335406896,0,0,0,0
91,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.60960139974486,0,0,0,0
92,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.50082639500033,0,0,0,-2.51011021679733
93,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.52724249847233,0,0,0,0
94,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.96983436669689,0,-2.77422797272447,0,0
95,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.51652986137196,2.86708356242161,0,0,0
96,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.75415496749338,0,0,0,0
97,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.89080653281417,0,0,0,0
98,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.66754905402195,0,0,0,0
99,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.85678134323098,0,0,0,0
100,1,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.74531655944884,0,-2.98484343895689,0,0
101,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.74415778846014,0,0,0
102,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.9183457554318,0,0,0
103,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.74092340096831,0,0,0
104,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.70868017023895,0,0,0
105,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.85360395838507,0,0,0
106,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.54851581982803,0,0,0
107,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.52454879763536,0,0,0
108,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.99301677104086,0,0,0
109,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.75109786412213,0,0,0
110,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.95595473493449,0,0,0
111,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.51795929297805,0,0,0
112,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.89347440260462,-2.60448414145503,0,0
113,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,-2.50654564716388,2.53163107030559,0,0,0
114,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.97560144483577,0,0,0
115,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.7811027194839,0,0,0
116,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.60681980010122,0,0,0
117,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,-2.73500114993658,2.67852985695936,0,0,0
118,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.84731159056537,0,0,0
119,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.88028755411506,2.79429506277665,0,0
120,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.91235390480142,0,0,0
121,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.97605655773077,2.74909401359037,0,0
122,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.79905123519711,0,0,0
123,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.86631866230164,0,0,0
124,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.56786585506052,0,0,0
125,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.68170624691993,0,0,0
126,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.75814221764449,0,0,0
127,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.75343029049691,0,-2.58885979186743,0
128,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.99612237326801,2.86876404273789,0,0
129,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.98733860324137,0,0,0
130,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.56507154356223,0,0,0
131,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.84266273817047,0,0,0
132,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.63312166125979,0,0,0
133,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,-2.88018151710276,2.82818411372136,0,0,0
134,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.57037226541433,0,0,0
135,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.79744668805506,-2.92869166110177,-2.70890341023915,0
136,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.80521481763572,0,0,0
137,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.60729318170343,0,0,0
138,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.5963778878795,0,0,0
139,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.61471376218833,0,0,0
140,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.73380125674885,0,0,0
141,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.89540720277,0,2.52935235516634,0
142,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.51167717762291,0,0,0
143,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.85817485582083,0,0,0
144,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.71494603797328,0,0,0
145,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.92865723976865,0,0,0
146,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.67413922166452,0,0,0
147,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.88095291703939,0,0,0
148,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.5373962437734,2.90688692685217,0,2.67635564424563
149,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,-2.62264819769189,2.60940999584273,0,0,0
150,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.93608389201108,0,0,0
151,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.88889989710879,0,0,0
152,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.5204729574034,0,0,0
153,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.84362697880715,0,0,0
154,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.77680136950221,0,0,0
155,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.9613075387897,0,0,0
156,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.8838964352617,0,0,0
157,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,-2.70839611825068,2.81949112191796,0,2.92523673805408,2.79672608419787
158,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.64179485780187,0,0,0
159,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.55841283407062,0,0,0
160,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.95307814935222,0,0,0
161,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.62786967447028,0,0,0
162,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.71775622258428,0,0,0
163,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.86974004958756,0,0,0
164,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.84444426349364,0,0,-2.82085576187819
165,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.76652899628971,-2.80352562188637,0,0
166,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.88948896736838,2.71453890088014,0,0,0
167,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.52116508968174,0,0,0
168,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.82799163274467,0,0,0
169,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.66539288323838,0,0,0
170,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.84753578179516,0,0,2.78002444386948
171,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.80962860397995,0,0,2.87428129673935
172,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.976234074682,0,0,0
173,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.9643451255979,0,0,0
174,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.96609891601838,0,0,0
175,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.56119382905308,-2.71381062455475,0,0
176,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.76893870707136,0,-2.96658053412102,0
177,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.83776751975529,-2.91546930838376,0,0
178,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.91648409760091,0,0,0
179,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.87688065122347,0,0,0
180,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.7483938660007,0,0,0
181,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.76558175205719,0,0,0
182,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.98004669975489,0,0,0
183,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.72146588307805,0,0,0
184,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.86837922059931,0,0,0
185,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97243837441783,2.55389367509633,0,0,0
186,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.93983559065964,0,0,-2.89634554961231
187,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.96610999281984,0,0,0
188,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.86074070085306,0,0,0
189,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.85982514219359,0,0,0
190,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.64123256749008,0,0,0
191,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.65176093124319,0,0,0
192,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.50051035592332,0,0,2.78801715979353
193,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.60328269400634,0,0,0
194,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.63403231359553,-2.52733276283834,0,0
195,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.78219145128969,0,2.51187423989177,0
196,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.81849634170067,0,0,0
197,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.97636450547725,0,0,0
198,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.67142488388345,0,0,0
199,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.57192366814706,0,0,0
200,2,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.78439851966687,0,0,0
201,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.74946237460244,0,0
202,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.65804922138341,0,0
203,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.93897789437324,0,0
204,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.90347760368604,0,0
205,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.7642027764814,0,0
206,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.90409587009344,0,0
207,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.50228353508282,0,0
208,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.98725943709724,0,0
209,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.8973956060363,0,0
210,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.64266376500018,0,0
211,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.99997333728243,0,0
212,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.61054580297787,0,0
213,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.7456788062118,0,0
214,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.86701464490034,2.57886780577246,0,0
215,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,-2.9386222618632,0,2.90852078434546,0,0
216,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.66986568737775,0,0
217,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,-2.98574235872366,0,2.59128105267882,0,0
218,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.92611480026972,0,0
219,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.90977937891148,0,0
220,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.90877450664993,0,0
221,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.57537206739653,0,0
222,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.61749319382943,0,0
223,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.60469970619306,0,0
224,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.73453533998691,-2.5415733337868,0
225,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.7351321199676,0,0
226,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.92125615209807,0,0
227,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.52294111787342,0,0
228,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.67365547292866,0,2.66736314410809
229,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.93072685180232,0,0
230,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.99542112019844,0,0
231,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.98661846574396,2.72946515039075,0,0
232,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.80696430150419,0,0
233,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.85653001850005,0,0
234,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.59075979469344,0,0
235,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.89000638783909,0,0
236,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.73689078586176,0,0
237,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.86929509299807,0,0
238,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.976077934145,0,0
239,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.79470785160083,0,0
240,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,-2.99184225511272,0,2.70591793651693,0,0
241,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.81563218892552,0,0
242,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.56964127684478,0,0
243,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.96675626386423,0,2.98082166642416
244,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.7184443367878,0,0
245,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.88115555117838,0,0
246,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.87392796354834,0,0
247,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.55548897420522,0,0
248,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.73948267765809,0,0
249,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.85790761956014,0,0
250,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.69048349559307,0,2.78830625582486
251,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.66328212653752,0,0
252,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.72919118043501,0,0
253,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.97758427285589,0,0
254,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.85713868390303,0,0
255,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.52862570644356,0,0
256,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,-2.67580507940147,0,2.73222124925815,0,0
257,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.81310080189724,0,0
258,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.64602570200805,0,0
259,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,2.5172165693948,2.67096593277529,0,0
260,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.63623437681235,0,0
261,3,"balanced","strong",2.5,3,2.5,3,0.075,"random",5,500,0,0,2.96604332246352,2.68590946355835,-2.83135712170042
