"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
14,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.58696134481579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63007656706031
15,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.70596349600237,0,0,0,0,0,0,0,0,0,0,-2.61784775822889,0,2.7308902911609,0,0,0,0,0,-2.67523614619859
16,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.96993224823382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7570819844259
17,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.55367723933887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.80488423572388,0,0,0,0,0,0,-2.63921185815707,0,0,0,0,0,0,0,0,0,0,0,0
19,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.89408645301592,0,2.86322615644895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.99592561845202
20,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.60586260049604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.79999988747295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.51615040341858,0,0,2.76816408336163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51059421955142
23,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.54556969262194,0,0,0,0,0,0,0,0,0,0,0,0,2.72153805370908,0,0,0,0,0,0
24,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.81319674651604,0,2.92923869588412,0,0,0,2.94518707203679,0,0,0,0,0,0,0,0,-2.92214722791687,0,0,0,0
25,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.83862193836831,0,0,2.88067772274371,0,0,0,0,0,2.90684524970129,0,0,0,0,0,0,0,0,0,0
26,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.74020619643852,0,0,0,0,0,0,0,2.89037800487131,0,0,0,0,0,0,0,0,0,0,0
27,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.77490742795635,-2.50870740006212,0,0,0,0,0,0,0,0,0,0,0,2.86808429716621,-2.63292849157006,0,0,0,0,0
28,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.6854865840869,0,0,0,0,0,0,0,0,0,0,0,0,2.96788836095948,0,0,0,0,0,0
29,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.63895074126776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.68608012341429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.54262532480061,0,0,0,0,0,0,0,0,0,0,0,-2.84480667277239,0,0,0,0,0,0,0
32,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.61985860753339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.95159360975958,0,0,0,0
33,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.54561858589295,0,0,2.53369913541246,0,0,0,0,2.78397810831666,0,2.62434611131903,0,0,0,0,0,0,0,0,0
34,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.86786712391768,0,2.69816474511754,0,0,-2.90493894426618,0,0,0,0,0,2.59837803407572,0,0,0,0,0,0,0,0
35,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.60184141155332,0,0,0,0,0,0,2.99245788052212,-2.93350091658067,0,0,0,0,0,0,0,0,0,0,0
36,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.88187649508473,-2.97848605783656,0,0,0,0,2.88675592816435,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.70944214565679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.79054530931171,0,0,0,0,0,2.66489973850548,0,0,0,0,0,0,0,0,0,-2.66818074299954,0,0,0
39,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.87193698331248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.86266935360618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62087213119958,0,0,0,0
41,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.53812308958732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70889750507195,0,0,0,0
42,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.71222743380349,0,0,0,0,0,-2.74943519383669,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.62460345530417,0,0,0,0,0,0,-2.83184130466543,0,0,0,0,2.93074418359902,0,0,0,0,0,0,0
44,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.94854483322706,0,0,2.7245714799501,0,0,0,0,0,-2.5158707795199,0,0,0,0,0,2.67350759287365,0,0,0,-2.79169221234042
45,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.92804668843746,0,-2.53161509125493,2.80750236636959,0,0,0,2.60165847640019,0,0,0,2.69059654755984,0,0,-2.91891270433553,0,2.70790400693659,0,0,0
46,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.99095648701768,0,0,0,0,0,0,0,0,0,0,2.87384166277479,0,0,0,0,0,0,0,0
47,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.83938990335446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.91713291662745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54119811486453,0,0
49,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.50054218329024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82102271786425,-2.89972720295191
50,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.60264009609818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.92019097413868,0,0,0,0,0,0,0,2.9205693253316,0,0,0,0,0,0,0,0,-2.51087976596318,0,0
52,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.96392726060003,0,0,0,0,0,-2.56547824374866,0,2.60493381787091,0,0,0,0,0,0,0,0,0,0,0
53,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.96839897101745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.89436564827338,0,0,0,0,0,0,-2.97156919317786,0,0,0,-2.88830952323042,0,0,0,0,0,0,0,0
55,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.97046864102595,0,0,0,-2.50944377481937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.85082141531166,0,0,-2.53691112645902,0,0,0,-2.65992917655967,0,0,0,0,0,0,0,0,2.50569758785423,0,0,0
57,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.555831189733,0,0,0,0,0,0,0,0,0,0,0,-2.78486962604802,0,0,0,0,-2.8483537081629,0,0
58,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.65671888471115,0,0,0,0,0,0,0,0,0,0,-2.93210001813713,2.65853387268726,0,0,0,0,0,0,0
59,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.69343930063769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.66340247844346,0,0,0,0,0,0,0,2.64163237414323,0,0,0,0,0,2.96856811549515,-2.97142228332814,0,0,0,0
61,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.74902505276259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.69614119024482,0,0,-2.85434483899735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.85423154511955,0,0,-2.69122903724201,0,0,0,0,0,0,0,0,0,0,0,-2.84388874459546,0,0,0,0
64,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.9250995911425,0,0,0,0,0,0,0,0,2.94057970668655,0,2.73949391033966,0,0,0,0,0,0,0,0
65,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.87932141590863,-2.72049971029628,-2.63814397505485,0,0,0,-2.67018662905321,0,2.51800778205507,0,0,0,0,0,-2.99504228914157,0,0,0,0,0
66,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.81863143888768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.94787589716725,0,-2.63544900843408
67,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.75038773426786,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82550401368644,-2.50200755312108,0,0,0,0
68,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.6655501560308,2.74904911592603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.57687861972954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.8597405165201,2.90618875622749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.86574473173823,-2.95294785255101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.84548902779352,0,0,0,0,2.73242034914438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.52664080797695,0,0,0,0,-2.97669772303198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.77229332807474,0,-2.71959993173368,0,0,0,-2.52077426295727,0,0,0,0,0,0,0,0,-2.84271846187767,0,0,2.96591469564009,0
75,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.94996571203228,-2.77394486358389,0,0,0,-2.85358069778886,0,0,0,0,0,0,2.50351464690175,0,0,0,0,0,0,0
76,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.91323122230824,0,0,0,-2.70520494668745,0,0,0,0,0,0,0,0,0,0,0,2.70847627182957,0,0,0
77,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.75664994202089,2.92836734990124,-2.59397247876041,0,0,0,0,2.81794872914907,0,0,0,0,0,0,0,0,0,0,0,0
78,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.55259670189116,0,0,0,0,0,0,2.8189073005924,0,2.50124332145788,0,0,0,0,0,0,2.92222333117388,0,0,0
79,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.72410918818787,0,0,0,0,0,0,2.93117686407641,0,0,0,-2.56125543394592,0,0,0,0,0,0,0,0
80,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.8659419901669,0,0,0,0,0,0,-2.77975592960138,0,2.97311854944564,0,0,0,0,0,-2.94203987205401,-2.8257504691137,0,0,0
81,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.56386455718894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.8048608637182,0,0,0,2.97370674298145,-2.65297426935285,0,2.79278334905393,0,0,0,0,0,0,0,0,0,0,0,0
83,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.9998079794459,-2.7387201882666,0,0,0,0,2.66191548272036,-2.69194694049656,0,0,0,-2.82989406702109,0,2.68659305502661,0,0,0,0,0,0
84,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.77421726239845,0,0,0,0,0,-2.6718307788251,0,0,-2.85740899073426,0,2.76282734714914,0,0,0,0,0,0,0,0
85,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.90793750912417,0,-2.95215813547838,0,-2.8148786292877,0,-2.91417993465438,0,-2.92634487955365,0,0,0,0,0,0,0,0,0,0,0
86,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.59560407989193,0,0,0,0,0,0,2.83864340034779,0,0,0,0,0,0,0,0,0,0,0,0
87,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.81154043355491,0,0,0,0,0,0,0,0,0,2.98431492457166,0,0,0,0,0,0,0,0,-2.71766590606421
88,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.98750270309392,0,0,0,0,0,0,0,0,0,0,0,0,2.96582210343331,0,0,0,0,0,0
89,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.99537850543857,0,0,0,0,0,0,0,0,0,-2.76434325519949,2.87966815347318,0,0,0,0,0,0,0,0
90,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.66219663259108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.56405772920698,0,0,0,0,0,0,0,0,0,0,0,2.83946905040648,0,0,0,2.54912486486137,0,0,0
92,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.90371946373489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61169051018078
93,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.53827666025609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60896691353992
94,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.8889645813033,0,0,0,0,0,0,0,2.82534561562352,0,0,0,0,0,0,0,0,0,0,0
95,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.93973912950605,0,0,0,0,0,0,0,0,0,-2.54884651012253,0,-2.51342981669586,0,-2.92754164955113,0,0,0,0,0
96,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.5070248094853,0,0,0,0,0,0,-2.9965958771063,0,0,0,0,0,-2.58601012639701,0,0,0,0,0,0
97,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.79383122699801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.9589636081364,0,0,0,2.6995056286687,0,0,0,0,0,0,0,2.79053521133028,0,0,0,2.96950573020149,0,0,0
99,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.64492267963942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.99911758000962,0,0,0,0,2.74821509269532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.89202612708323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.83840665291063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.93168676621281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.79149358125869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.7240149670979,0,0,0,0,-2.79485612653662,-2.78983245929703,0,0,0,0,0,0,0,0,-2.99529502063524,0,0,0,0
106,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.73278375691734,0,0,0,0,0,0,-2.84164319676347,0,0,-2.93671957205515,0,0,0,0,0,0,0,0,0
107,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.75129886169452,-2.56425199878868,-2.68478552508168,0,2.53985048795585,-2.64514861255884,0,0,0,0,-2.87147763348185,0,0,0,0,0,0,0,0,0
108,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.90727257472463,0,0,0,0,0,0,0,-2.52861642942298,0,0,0,0,0,0,0,0,0,0,0
109,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.57423381251283,0,0,0,0,0,0,0,0,0,2.72631220659241,0,0,0,0,0,-2.91501760750543,0,0,0
110,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.68770879041404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52524170756806,0,0
111,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.67827818484511,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89512022072449,0,0,0,0,0
112,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.88245419657324,0,2.86033964192029,0,-2.79665820731316,0,0,0,0,0,0,0,0,0,0,-2.55368193041068,0,0,0,-2.54996199067682
113,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.66199420078192,0,0,-2.98517067183275,0,-2.82534175424371,-2.95967229828238,-2.6257120751543,0,0,0,0,0,0,0,0,0,0,0,0
114,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.96393394330516,-2.94063511712011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.5099834863795,2.59559132636059,2.56880954944063,0,0,-2.53647932934109,0,0,2.65327577304561,0,0,0,0,0,2.62160163116641,0,0,0,0,0
116,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.81747808272485,0,0,0,2.50573170476127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.50440011825413,0,0,0,0,0,0,0,0,0,2.55392643832602,0,0,0,0,-2.58305320737418,0,0,0,0
118,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.84958781953901,2.57840025762562,0,0,0,2.88648134819232,2.91149577347096,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.82000084221363,0,0,0,0,0,0,0,0,-2.84323140175547,0,0,0,0,0,0,0,0,0,0
120,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.82850582525134,0,0,0,0,0,0,2.89302267378662,0,-2.81086881447118,0,0,0,0,0,0,0,0,0,0
121,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.82005845953245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.68950353900436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81061672314536,0
123,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.72333776566666,0,0,0,0,0,0,0,0,0,-2.87163547833916,0,0,0,0,2.79472249478567,0,0,0,0
124,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.86440663831308,0,0,0,0,0,0,0,-2.58624607953243,0,0,0,0,0,0,0,0,0,0,0
125,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.73417839244939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54674539458938,0,0,0
126,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.7483713311376,0,0,0,0,0,0,0,0,-2.5658075028332,0,0,2.77616948564537,0,0,0,0,0,0,0
127,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.98025417258032,0,0,0,0,0,0,0,0,0,0,0,0,2.9925973956706,0,0,0,0,0,0
128,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.62155794445425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67654368514195
129,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.84385836403817,0,0,0,0,0,0,0,0,0,0,-2.77596985083073,0,0,0,0,0,0,0,0
130,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.93317638686858,0,0,0,0,0,2.51711828692351,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.73161474894732,0,0,0,0,0,0,0,2.50486723834183,0,0,0,0,0,0,0,0,0,0,0
132,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.90119333239272,0,0,0,0,0,0,0,0,2.98456789064221,0,0,0,0,-2.87996897427365,0,0,0,0,0
133,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.60438798030373,0,0,2.67470182897523,0,0,0,0,0,0,0,0,0,-2.95930513320491,0,0,0,0,0,2.89421820396092
134,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.69939571782015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.68109449138865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.94814081862569,0
136,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.59537336975336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83122504840139,0
137,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.56620808760636,0,0,0,0,0,0,0,0,2.7649000310339,0,0,0,0,0,0,0,0,0,0
138,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.9204701918643,0,-2.98201752780005,0,0,0,0,0,0,0,0,0,0,2.88902557396796,0,0,0,0,2.62149982864503,0
139,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.86098705651239,0,0,0,0,0,0,0,2.61147421901114,0,0,0,0,0,0,0,0,0,0,2.5250643530162
140,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.66054412454832,0,0,0,0,0,2.89368330640718,0,0,0,2.96443563478533,0,0,0,0,-2.80996471387334,0,0,0,0
141,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.72370581992436,0,0,0,0,0,0,0,0,0,-2.54894887458067,0,0,0,0,0,0,0,0,0
142,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.69757093221415,0,0,0,0,0,2.98252228042111,-2.74834967916831,0,0,0,0,0,0,0,0,0,0,0,0
143,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.88503102760296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.54716801561881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",20,500,2.97693150211126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
