"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10"
37,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.98976330622099,0,0,0,0,0,0,0,0,0
38,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.67711360345129,0,0,0,0,0,0,-2.51668415276799,0,0
39,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.57119992608204,0,0,0,0,0,0,0,0,0
40,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.85125503549352,0,0,0,2.56558262498584,0,0,0,0,0
41,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.93093336268794,0,0,0,2.60955360427033,0,-2.611365859746,2.79964126192499,0,0
42,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.6634647406172,0,2.53161616041325,0,0,0,0,0,0,0
43,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.92982563457917,0,0,0,0,0,0,0,0,0
44,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.94570823479444,0,0,0,0,0,0,0,0,0
45,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.91503265907522,0,0,2.78642785653938,0,0,0,0,2.96166009746958,-2.82565991813317
46,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.55183416546788,0,0,0,-2.84916171699297,0,0,0,0,0
47,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.88490104861557,2.75786724989302,0,0,0,0,0,0,0,0
48,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.58562011353206,0,-2.73267554072663,0,0,0,-2.97918373800348,0,0,0
49,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.79975161177572,0,0,0,0,0,0,0,0,-2.82147129031364
50,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.80582527932711,0,0,0,0,2.70580899727065,0,2.655341549078,0,0
51,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.86275762727018,0,0,0,0,0,0,0,0,0
52,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.58145092846826,0,0,0,0,0,0,0,0,2.85687066067476
53,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.74937592365313,0,0,0,0,-2.6731940198224,0,0,0,0
54,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.59504330647178,0,0,0,0,0,0,0,0,0
55,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.82785522483755,0,0,0,0,0,2.61048375163227,0,0,0
56,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.54320821072906,0,0,0,2.79660380573478,0,0,0,0,0
57,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.59958147478756,0,0,0,0,0,0,0,-2.60984807333443,0
58,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.57899480173364,0,0,0,0,0,0,0,0,0
59,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.94846728548873,0,0,0,0,0,0,0,0,0
60,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.92403681494761,0,0,0,0,0,0,0,0,0
61,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.61367681063712,-2.59371409018058,-2.62954249104951,0,0,0,0,0,0,0
62,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.52713170647621,0,0,-2.6696105718147,0,0,0,0,0,0
63,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.60909725225065,0,0,0,0,0,0,0,0,0
64,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.864347587456,0,0,0,0,0,0,0,0,-2.58466966205742
65,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.55517407110892,0,0,0,0,0,0,0,0,0
66,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.77962128166109,0,0,0,0,0,0,0,0,0
67,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.9366231164895,0,0,0,0,2.92336274101399,0,0,0,0
68,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.87972708104644,0,0,0,0,2.56374916806817,-2.98492479568813,0,0,0
69,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.81511024723295,0,0,0,0,0,0,2.99334923701826,0,0
70,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.81178408802953,0,0,0,0,0,0,0,0,0
71,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.86638082447462,0,0,0,0,0,0,0,0,0
72,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.89032843499444,0,0,0,0,0,0,0,0,0
73,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.70982688525692,0,0,0,0,0,0,0,0,0
74,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.87546112923883,0,-2.85971150896512,0,0,0,-2.87980471062474,0,0,0
75,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.61426959873643,0,0,0,-2.973247297341,0,0,0,0,0
76,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.9709927191725,0,0,0,0,0,-2.98907362308819,0,0,0
77,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.82829116948415,0,0,0,-2.88498073571827,0,0,0,0,0
78,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.94835814018734,0,0,0,0,0,0,0,0,0
79,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.99385231710039,0,0,0,0,0,-2.8395709595643,0,0,0
80,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.88533760712016,0,0,0,0,0,0,0,0,0
81,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.59584154945333,0,0,0,0,0,0,0,0,0
82,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.60913726419676,-2.61589364800602,0,0,0,0,0,0,0,0
83,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.69135979085695,0,0,0,0,0,0,0,0,0
84,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.57932858401909,0,0,0,0,0,0,0,2.75196215079632,0
85,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.91708598355763,0,0,0,0,0,0,0,0,0
86,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.94760670792311,0,0,0,0,0,0,0,0,2.76605473109521
87,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.58939392038155,0,0,0,0,0,0,0,0,0
88,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.78638402011711,0,0,0,0,0,0,0,0,0
89,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.58404952590354,0,0,0,2.53881822549738,0,0,0,0,0
90,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.90013388497755,0,0,0,0,0,0,0,0,0
91,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.53788177564275,0,0,0,0,0,0,0,0,0
92,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.6800974305952,0,0,0,0,0,0,0,0,0
93,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.53093233145773,0,0,0,0,0,0,0,0,0
94,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.99268976016901,0,0,0,0,0,0,0,0,-2.5921766984975
95,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.52047936758026,0,0,0,0,0,0,0,-2.86673050571699,0
96,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.51176323916297,0,0,0,0,0,0,0,0,0
97,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.87687065848149,0,0,0,0,0,0,0,0,0
98,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.67966910800897,0,0,0,0,0,0,0,0,0
99,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.75989676255267,0,0,0,0,0,0,0,0,0
100,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.91315510752611,0,0,0,0,0,0,0,0,0
101,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.5713768262649,0,0,0,0,0,0,0,0,0
102,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.89870193705428,0,0,0,0,0,0,0,0,0
103,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.88323701254558,0,0,0,0,0,0,0,0,0
104,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.93317530211061,0,0,0,0,0,0,0,0,0
105,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.81237398041412,0,0,0,0,0,2.8112317341147,0,0,0
106,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.71143968147226,0,2.88001751434058,0,0,0,0,2.66180781903677,0,0
107,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.68029841629323,0,0,0,0,0,0,0,0,0
108,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.97109057591297,0,0,0,0,0,0,0,0,0
109,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.89322930155322,0,0,0,0,0,0,0,0,0
110,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.76932400208898,0,0,0,0,0,0,0,0,0
111,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.88190214743372,0,0,0,0,0,-2.52994930336718,0,0,0
112,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.81469023390673,0,0,0,0,0,0,0,0,0
113,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.94773795385845,0,0,0,0,0,0,0,0,0
114,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.82598796312232,0,0,0,0,0,0,0,0,0
115,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.73012726439629,0,0,2.97721432405524,0,0,0,0,0,2.89482648437843
116,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.82358977221884,0,0,0,-2.51585956709459,0,0,0,0,0
117,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.62022022681776,-2.91933403152507,0,0,0,0,0,0,0,0
118,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.88580298866145,0,0,0,0,0,0,-2.83249308273662,0,0
119,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.74301329243463,0,0,0,0,0,0,0,0,0
120,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.51094210217707,0,0,0,2.58330575074069,0,0,0,0,0
121,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.84495677868836,0,0,0,0,0,0,0,0,0
122,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.57437443477102,0,0,0,0,0,0,0,0,0
123,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.67037916101981,0,0,0,0,0,0,0,0,0
124,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.87797283916734,0,0,0,0,0,0,-2.7135931472294,0,-2.721950930194
125,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.90701955684926,2.84490626421757,0,0,0,0,0,0,0,0
126,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.87890912406147,0,2.69938246079255,0,0,0,0,0,0,0
127,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.58820010139607,0,0,0,0,0,0,0,0,0
128,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.96843557222746,0,0,0,0,2.55651601299178,0,0,0,0
129,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.50374932365958,0,0,0,0,0,0,0,0,0
130,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.72248123213649,0,0,0,0,0,0,0,-2.71942119521555,0
131,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.87248682661448,0,0,0,0,0,0,0,0,0
132,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.50635214615613,0,0,0,0,0,0,0,0,0
133,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.57457838568371,0,-2.66891408909578,0,0,0,0,0,0,0
134,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.6610973601928,0,0,0,0,2.82514415879268,0,0,0,2.83023752167355
135,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.67605567979626,0,0,0,0,0,0,0,0,0
136,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.86945590353571,0,2.66289258538745,0,0,0,0,0,0,0
137,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.50663336389698,0,0,0,0,0,0,0,-2.7897411196027,0
138,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.88041040382814,0,0,0,0,0,0,0,0,0
139,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.89003012282774,0,0,0,0,0,0,0,0,0
140,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.61013671988621,0,0,0,0,-2.64627952722367,0,0,0,0
141,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.58601069729775,0,0,0,0,0,0,0,0,0
142,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.78882268711459,0,0,0,0,0,0,0,0,0
143,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.98276564921252,0,0,0,0,0,0,0,-2.57555668975692,-2.66003817669116
144,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.88807134178933,0,0,0,0,0,0,0,0,0
145,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.7534200719092,0,0,0,0,0,0,0,0,0
146,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.53340387577191,0,0,0,0,2.67280796996783,0,0,0,0
147,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.56629978853744,0,0,0,0,0,0,0,0,0
148,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.9676639973186,0,-2.67311492981389,0,0,0,-2.64044113457203,0,0,0
149,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.81537877791561,0,0,0,0,0,-2.93083839816973,0,0,0
150,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.83462435461115,0,0,0,0,0,0,0,0,0
151,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.74014118686318,0,0,0,0,0,0,0,0,0
152,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.60174454539083,0,0,0,0,0,0,-2.68774532142561,0,0
153,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.78421052428894,0,0,0,0,0,0,0,0,0
154,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.61173812730704,2.55823173117824,0,0,0,0,0,-2.69046395795885,0,0
155,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.79195949144196,0,0,2.58642000798136,0,0,0,0,0,0
156,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.83044662547763,0,0,0,0,0,0,0,0,0
157,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.81422393640969,0,0,0,0,0,0,0,0,0
158,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.92278984142467,0,0,0,0,0,0,0,0,0
159,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.85955170891248,-2.64746403321624,0,0,0,0,0,-2.71640035347082,2.90982707438525,0
160,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.70293596130796,0,0,0,2.51852387504186,0,0,0,-2.68376608018298,0
161,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.63659309886862,0,0,0,0,0,0,0,0,0
162,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.97915752173867,0,0,0,0,0,0,0,0,0
163,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.51201122615021,0,0,-2.63122554658912,0,0,0,2.65565168252215,0,0
164,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.71274008427281,0,0,0,0,0,2.59658730099909,0,-2.77237811742816,0
165,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.73014547827188,0,0,0,0,0,0,0,0,0
166,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.53775762428995,0,0,0,0,2.836598888156,0,-2.60903550917283,0,0
167,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.95590245514177,0,0,0,0,0,0,0,0,2.53827512159478
168,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.79549148294609,0,0,0,0,0,0,0,0,0
169,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.62013576657046,0,0,0,0,0,0,0,0,0
170,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.8717194555793,0,0,0,0,0,0,0,0,0
171,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.98908728046808,0,0,0,-2.93641441536602,0,0,0,2.87468044867273,0
172,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.9394928670954,0,0,0,0,-2.8864746701438,0,0,0,0
173,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.71779398003127,0,0,0,0,0,0,0,0,0
174,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.90424207050819,0,0,0,2.96857542032376,-2.65073187416419,0,0,0,0
175,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.81097744137514,0,0,0,0,0,0,0,0,0
176,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.68468815810047,0,0,0,0,0,0,0,0,0
177,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.94338893226814,0,-2.75225967972074,0,2.54818736750167,0,0,0,-2.97379018075299,-2.7593914878089
178,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.57833387923893,0,-2.71583141176961,-2.8637449630769,0,0,0,0,0,0
179,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.53773071104661,0,2.64496102137491,0,0,0,0,0,0,0
180,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.8974079512991,0,0,0,0,0,0,0,-2.75408302771393,0
181,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.81060542841442,0,0,0,0,0,0,0,0,0
182,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.8978087460855,0,0,0,0,0,0,0,0,-2.82387527322862
183,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.85695522208698,0,2.64769164705649,0,0,0,0,0,0,0
184,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.72171092766803,0,0,0,0,0,0,0,0,0
185,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.68276221503038,0,0,0,0,0,0,2.85163869895041,0,0
186,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.64307869260665,0,0,0,0,0,0,0,0,0
187,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.8181971362792,0,0,0,0,0,0,0,0,0
188,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.97184939496219,0,0,0,0,2.65332518192008,0,0,0,0
189,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.92448011867236,0,-2.95377000200097,0,-2.50527370977215,0,0,0,0,0
190,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.62859431328252,0,0,0,0,0,0,0,0,0
191,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.78767029766459,0,0,0,0,0,0,0,0,0
192,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.6856781084789,0,0,0,0,0,0,0,0,-2.61238058144227
193,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.73747689835727,0,0,0,0,0,0,0,0,0
194,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.84023664926644,0,0,0,0,0,0,0,0,0
195,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.55428744177334,0,0,0,0,0,0,0,0,0
196,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.92844109912403,0,0,0,0,0,0,0,0,0
197,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.67089575051796,0,0,0,0,0,0,2.52846538717858,0,0
198,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.92276416707318,0,0,0,0,0,0,0,0,0
199,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.84098603588063,0,0,0,0,0,0,0,0,0
200,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.51048736379016,0,0,0,0,0,0,0,0,0
201,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.74468466080725,0,0,0,0,0,0,0,0,0
202,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",10,500,2.96010156092234,0,0,0,0,0,2.71711754775606,0,0,0
