"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5"
32,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.42882820405066,0,0,0,0
33,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.28416827262845,0,0,0,0
34,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.60845655912999,0,0,0,0
35,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.52718034759164,0,0,0,0
36,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.33131548261736,0,0,-1.36751802684739,0
37,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.27474008395802,0,0,0,0
38,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.44048006029334,0,0,0,0
39,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.28631908167154,-1.46448056877125,0,0,0
40,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.57621101278346,0,0,0,0
41,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.50211135973223,0,0,0,0
42,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.60020627989434,0,0,0,-1.38696729927324
43,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.73946830106433,0,0,0,0
44,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.28592427028343,0,0,0,0
45,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.30797633726615,0,0,-1.27817574958317,0
46,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.61485717527103,0,0,0,0
47,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.56992532697041,0,0,0,0
48,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.39948118699249,0,0,0,1.4532895925222
49,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.68831938505173,0,0,0,0
50,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.69937936635688,-1.71011395216919,0,0,0
51,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.35881070769392,0,0,0,0
52,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.4911358107347,0,1.42250157718081,0,0
53,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.53431474405807,1.27978203562088,-1.63542526762467,0,0
54,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.44417664327193,0,0,0,0
55,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.6639440759318,0,0,0,0
56,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.51077273872215,0,0,0,0
57,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.70900856191292,0,0,0,0
58,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.66533528547734,0,0,0,0
59,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.60973855189513,0,0,0,0
60,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.5705833977554,0,0,0,0
61,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.42399342579301,0,0,0,0
62,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.55199293605983,0,0,0,0
63,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.29414063680451,0,0,0,0
64,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.31693216785789,0,0,0,0
65,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.38169489579741,0,0,0,1.50130143214483
66,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.53551622619852,0,0,0,0
67,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.67078911978751,0,0,0,0
68,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.73317334777676,-1.39980558142997,0,0,0
69,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.25575024494901,0,0,0,0
70,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.48825918685179,0,0,0,0
71,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.48709685716312,0,0,0,0
72,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.36730872071348,0,0,0,0
73,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.66692448942922,0,0,0,0
74,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.5346225774847,0,0,0,0
75,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.32863158732653,0,0,0,0
76,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.31945836520754,0,0,0,0
77,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.31581841688603,0,0,0,0
78,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.67884005687665,0,0,0,0
79,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.26646517950576,0,0,0,0
80,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.64389472978655,0,0,0,0
81,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.56904644099995,0,0,0,0
82,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.49337868345901,0,0,0,0
83,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.36005450924858,0,0,0,0
84,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.43384557345416,0,0,1.38948803558014,0
85,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.72391700791195,0,0,0,0
86,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.55794659699313,-1.33705058589112,0,0,0
87,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.74113398150075,0,0,0,0
88,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.36275579512585,0,1.68670264142565,0,0
89,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.46713799447753,0,0,0,0
90,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.62623610487208,1.57608117070049,0,0,0
91,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.32564731768798,0,0,0,0
92,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.30166417069267,0,0,0,0
93,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.50111111241858,0,0,0,0
94,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.5083476806758,0,0,0,0
95,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.5821403915761,0,0,0,0
96,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.43102439120412,0,0,0,0
97,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.57246691954788,0,0,0,0
98,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.35231473646127,0,0,0,0
99,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.68362067011185,0,0,0,0
100,1,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.42213770130184,0,1.26070394949056,0,0
101,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.5320165422745,1.44778451765887,0,0,0
102,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.43975477269851,0,0,0
103,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.33599820034578,0,0,0
104,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.42212003387976,0,0,0
105,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.49845839559566,0,0,0
106,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.70628465246409,-1.50959266663995,0,0
107,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.37251275591552,1.38453790126368,0,0
108,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.62505962362047,0,0,0
109,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.51388872927055,0,0,0
110,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.4937088014558,0,1.5932072220603,0
111,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.4400468764361,0,0,0
112,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,-1.55832589464262,1.58756289118901,0,0,0
113,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.49096777767409,0,0,0
114,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.5894148836378,0,0,0
115,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.56782701308839,-1.36751784326043,0,0
116,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.42992683069315,0,0,0
117,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.48042729997542,0,0,0
118,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.46283653273713,1.26046828075778,0,0
119,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.54988436109852,0,0,0
120,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.45395610714331,0,0,0
121,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.43073376419488,0,1.47534245147835,0
122,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.2767288852483,0,0,0
123,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.38866965880152,0,0,-1.71005056868307
124,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.46599788160529,0,0,0
125,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.6257327379426,0,0,0
126,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.39492282120045,0,0,0
127,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.49489788815845,1.54511759756133,0,0
128,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.5412948844023,0,0,0
129,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.38224358670413,0,0,0
130,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.6800139490515,0,0,0
131,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.64957620052155,0,0,0
132,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.52708544977941,0,0,0
133,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.59225784300361,0,0,1.30636315071024
134,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.6775699845748,0,0,0
135,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.71573978639208,0,0,0
136,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.69241075066384,0,0,-1.69095493934583
137,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.35854654898867,0,-1.29390689078718,0
138,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.46303472935688,0,1.59244268597104,1.339158534538
139,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.54832567297854,0,0,0
140,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.71042521484196,0,0,0
141,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.25050692411605,0,-1.53977719286922,0
142,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.40332803479396,1.6589032803895,0,0,0
143,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.66852867382113,0,0,0
144,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.73370088473894,0,0,0
145,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.58086780947633,0,0,0
146,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.67732399690431,0,0,0
147,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.7183914561756,1.45795762364287,0,0
148,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.47854008607101,0,0,0
149,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.33329038019292,0,1.72268268209882,0
150,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.33715764933731,0,-1.63576128613204,0
151,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.69165519881062,0,0,0
152,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.37190275813919,1.65142439864576,0,0,0
153,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.74676672369242,0,0,0
154,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.42243144288659,0,0,1.26497118046973
155,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.58146583253983,0,0,0
156,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.6811351996148,-1.71225014480297,0,0
157,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.66051929490641,0,1.59988119220361,0
158,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.73662463959772,0,0,0
159,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.71079705725424,0,0,1.25553778267931
160,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.411414774484,0,0,0
161,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.41949579748325,0,0,0
162,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.60172052960843,0,1.31407463259529,0
163,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.4310322641395,0,0,0
164,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,-1.7094070793828,1.31758881499991,0,0,0
165,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.46146844292525,0,0,0
166,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.74069282272831,1.4645593164023,0,0,0
167,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.59015557868406,0,0,0
168,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.37034794548526,0,0,0
169,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.65839370409958,0,0,0
170,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.35181597771589,0,1.39593490562402,0
171,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.72165998897981,0,0,0
172,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.60428981436417,0,0,0
173,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.27837570453994,0,-1.39328350510914,0
174,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.27735917374957,0,0,0
175,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.3127937191166,0,0,0
176,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.32024765654933,0,0,0
177,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.27881161810365,0,0,0
178,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.52007603272796,0,0,0
179,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.39602029602975,0,0,0
180,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.36813809850719,0,0,0
181,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.3128041686723,0,0,0
182,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.6166779944906,0,0,0
183,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,-1.48566025565378,1.27443745697383,0,0,0
184,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.42915698897559,0,0,0
185,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,-1.5409650024958,1.59926736389752,0,0,0
186,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.64570639794692,0,0,0
187,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.55518500378821,0,0,0
188,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.31518128118478,0,0,0
189,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.60857785725966,0,0,0
190,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.56994112336542,0,0,0
191,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.73176938784309,0,0,0
192,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.60931396658998,0,0,0
193,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.34224286186509,0,0,0
194,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.55276917642914,0,0,0
195,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.6255124125164,0,0,0
196,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.29245973587967,0,0,0
197,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.35223967849743,0,0,0
198,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.63086845609359,0,0,0
199,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.49202453077305,0,0,0
200,2,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.51699482183903,0,0,-1.37150518305134
201,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.5039223828353,0,0
202,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.27453553816304,0,-1.32570948766079
203,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.71255845518317,0,0
204,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.52627400914207,0,0
205,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.43569042754825,0,0
206,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.43108823755756,0,0
207,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.44428767217323,1.59616688091774,0,0
208,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.45385910500772,0,0
209,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.2704545223387,0,0
210,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.3528029769659,0,0
211,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.42283830570523,0,-1.72887512948364
212,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,-1.43053170212079,0,1.42054797837045,0,0
213,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.25633349746931,1.64675212907605,0,0
214,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.30062082933728,0,0
215,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.51689246227033,0,0
216,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.72294296720065,0,0
217,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.39971213846002,0,0
218,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.71104012895375,0,0
219,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.72256794269197,0,0
220,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.59223130904138,0,0
221,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.48027774912771,1.4968064816203,0
222,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.29427847720217,0,1.6865233668359
223,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.50740922172554,0,1.50937766872812
224,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.45340703730471,-1.39369883178733,0
225,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.67186125344597,0,0
226,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.32067286537495,0,1.60292126436252,0,0
227,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.32753972266801,0,0
228,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.63498450198676,1.5759625073988,0,0
229,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.27345963870175,0,0
230,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,1.73304907826241,0,1.5855317680398,0,0
231,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.46040227659978,0,1.69916697917506
232,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.56874380412046,0,0
233,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,-1.70997515087947,0,1.66878696740605,0,0
234,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.60236727644224,0,0
235,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.5327383375261,0,0
236,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.64858354139142,0,0
237,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.63409179798327,0,0
238,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.50238355004694,-1.52798877621535,0
239,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.59583860286511,0,0
240,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.45406227197964,1.63147736771498,0,0
241,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,0,1.40889289160259,0,0
242,3,"balanced","weak",1.25,1.75,1.25,1.75,0.075,"random",5,500,0,1.54677318502218,1.54257740837056,0,0
