"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15"
17,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.79918482108042,0,0,-2.97763989854138,0,0,0,0,2.5396417073207,0,0,0,0,0,0
18,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.88538269174751,2.52621956798248,0,0,2.56944139301777,0,-2.62083079188596,0,0,0,0,0,0,0,2.67075860954355
19,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.99766267160885,0,0,0,0,0,-2.98493876832072,0,0,0,-2.86228200711776,0,0,0,-2.84661103412509
20,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.62447799695656,0,0,0,-2.96782529656775,0,0,0,0,-2.70325624104589,0,0,0,0,0
21,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.98880319762975,0,-2.77213051437866,0,0,0,0,-2.75487128365785,0,2.75551286840346,2.96613977150992,0,2.74417036853265,0,0
22,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.5572201499017,0,0,0,0,0,0,0,0,-2.60422961658332,0,-2.89947897731327,0,0,0
23,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.79340731957927,0,2.79462745820638,0,0,0,0,0,0,0,0,0,0,0,0
24,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.59957088402007,0,0,0,0,0,0,0,0,0,0,0,2.92055242927745,0,0
25,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.75533506227657,0,2.90106497332454,0,0,2.89157332805917,-2.86979184264783,0,-2.94696051580831,0,0,0,0,0,0
26,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.50751562917139,0,0,0,-2.74831176572479,2.9208756115986,0,0,0,0,0,0,0,0,0
27,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.83850176655687,2.83199900772888,0,2.97721803351305,0,0,0,0,0,0,0,0,2.70496150688268,0,-2.55356119247153
28,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.8150004966883,-2.77078347094357,0,0,0,0,0,-2.69336197164375,0,0,0,0,0,0,0
29,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.51527294039261,0,0,2.52662560227327,0,0,0,0,0,0,0,0,0,0,0
30,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.86199671332724,0,0,0,0,0,-2.58044502534904,2.80475198675413,2.92267607478425,0,-2.8920450268779,2.74330136692151,0,0,2.83076120901387
31,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.68686975352466,0,0,2.68094184016809,0,0,0,0,-2.83047607087065,0,0,2.54975672089495,0,0,0
32,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.62686559394933,0,-2.9634063950507,-2.69155708642211,0,0,0,2.55937716329936,0,0,-2.85091692430433,0,0,0,0
33,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.86203283723444,0,0,2.66057287692092,0,0,0,2.79025277658366,0,0,0,0,0,0,0
34,1,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.70953133073635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.98699493904132,0,0,0,0,0,0,0,2.9380025366554,0,-2.65194992453326,2.71423962188419,0,0
36,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.94823587569408,0,0,0,0,0,0,0,0,0,0,0,2.70327115990222,0
37,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.83607878442854,0,-2.8995503440965,0,0,0,0,-2.63771662476938,0,0,0,0,-2.59461169829592,0
38,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.71708299871534,2.58222567359917,0,-2.71381939644925,0,0,0,0,0,0,0,0,0,-2.8207251719432,-2.8844474843936
39,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.54858721001074,2.73680031253025,0,0,0,-2.57766210637055,0,0,2.54617620189674,0,0,0,-2.93538602744229,0,0
40,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.87784157122951,0,0,0,0,0,0,2.57324235746637,0,0,0,0,0,0
41,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.91763541428372,2.57683456374798,0,0,-2.74217281339224,0,0,0,0,0,0,0,2.86579488532152,0
42,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.98024116386659,0,0,0,0,0,0,0,0,0,-2.79883709934074,2.86484855029266,0,0
43,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.96464344928972,-2.67589492211118,0,0,0,0,-2.55921980075072,0,-2.96849546290468,0,0,0,0,0
44,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.89443681226112,2.81528686697129,0,-2.63335871614981,0,-2.58531729353126,0,2.61711243435275,0,2.50121153565124,0,0,0,2.629443137208,0
45,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.74400813353714,-2.66860883834306,0,0,0,0,0,2.58268065750599,0,0,0,-2.90379988087807,0,0
46,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.67156937636901,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.89990665297955,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.8317792378366,0,0,0,0,0,0,0,0,0,2.50303678715136,0,0,0
49,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.75340899883304,0,2.54670332476962,0,0,0,0,0,0,-2.9203405121807,0,2.62650212843437,0,2.95296261040494
50,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.92649718455505,0,0,-2.65398818580434,2.73600882047322,0,0,0,0,0,0,0,-2.5558824200416,0
51,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.81956586102024,-2.7116275660228,0,0,-2.60564520501066,0,0,0,0,0,0,-2.89503731497098,0,0
52,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.8931803421583,-2.58895994559862,0,0,-2.60927589470521,2.72511880798265,-2.93927660479676,0,0,0,0,2.50401357340161,0,2.73508242238313
53,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.66637183551211,-2.62630677502602,0,0,0,-2.77016096340958,2.72043185331859,0,-2.89412198332138,0,-2.57750630995724,0,2.76333729038015,0
54,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.50772273854818,0,-2.90747664682567,-2.62377467413899,0,0,0,0,0,-2.94232701091096,0,-2.90977541194297,0,0
55,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.50918969360646,0,0,0,0,0,2.69674402661622,-2.71465476811863,-2.82353948242962,0,-2.70832910062745,-2.92103304795455,2.56415619747713,0
56,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.82856109202839,0,0,0,0,0,0,0,2.65860601374879,0,0,0,0,0
57,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.71488107182086,0,0,0,0,0,0,0,0,-2.64529026963282,0,0,0,0
58,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.57528623240069,0,0,0,0,0,-2.53620828408748,0,0,0,0,0,0,0
59,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.67495202133432,2.54338802641723,0,0,0,-2.70704624685459,0,0,-2.71846413228195,-2.87652639928274,-2.52970273955725,0,-2.75326493650209,0,0
60,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.52848073840141,2.78587244881783,0,0,2.69161841843743,0,0,0,-2.96678661915939,0,0,0,0,0,0
61,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.7766256708419,0,-2.58030828728806,0,0,0,2.89068653655704,0,0,0,0,0,0,0
62,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.55019066762179,0,0,-2.78597710211761,0,0,0,0,2.74078901845496,0,2.5702500755433,0,0,0
63,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.5326725038467,0,0,0,2.78943331469782,0,0,0,2.76461167563684,0,2.67329852131661,0,0,0
64,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.99846783594694,0,0,0,-2.89494987914804,0,2.87596301839221,0,0,0,2.50688926456496,0,0,0
65,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.89069664722774,0,0,0,2.51309775433037,0,2.56960417167284,0,0,0,0,0,0,0
66,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.5374191715382,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.7620523921214,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.92693199252244,0,0,0,0,0,0,0,0,0,2.7365586545784,0,-2.76099661539774,0
69,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.85724049247801,0,0,0,0,0,0,-2.94490506208967,0,0,0,0,-2.59425476717297
70,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.80401365237776,0,0,0,0,0,0,0,0,0,-2.64619487943128,0,0
71,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.68314434681088,0,2.63233514840249,2.61314749252051,0,0,0,0,0,0,0,2.58890381129459,-2.5870694052428,0,0
72,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.65789079829119,0,-2.87299722037278,2.53333804477006,0,0,0,0,0,-2.71970977913588,0,0,0
73,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.9927163355751,2.67382577655371,0,0,0,0,0,-2.58763066062238,0,0,0,0,0,0
74,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.75368603365496,0,0,0,0,0,0,2.66431465465575,2.85917244118173,0,0,0,0
75,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.89580927463248,2.54708749323618,2.63700308336411,2.53386656672228,0,0,0,0,0,0,0,0,-2.9130685190903
76,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.78244549257215,0,0,0,-2.5083134113811,0,2.58702387590893,0,0,0,0,0,0
77,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.51683571375906,0,2.73073331429623,0,-2.99254780507181,0,0,-2.5038662655279,-2.9095031049801,-2.89293250802439,0,0,2.99281038925983,0,-2.76480172493029
78,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.93059155554511,0,0,0,2.77854604658205,0,0,0,2.53079161455389,0,-2.5004165469436,0,-2.80664754856844
79,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.76496119482908,0,0,0,0,2.54030222608708,0,0,0,0,0,0,0
80,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.93444422853645,0,2.9590308975894,0,0,0,0,0,0,0,0,0,0,-2.65433922561351,0
81,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.65231474034954,2.51291468029376,0,0,0,2.88400407496374,0,0,2.65924308262765,2.88610965723637,0,0,2.92923117347527,0
82,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.9837820394896,0,2.88336604624055,0,0,2.58215761941392,0,0,0,2.84127724578138,2.97235726483632,0,0,0,0
83,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.82737373828422,0,0,-2.6266193385236,0,0,0,0,0,0,0,0,0
84,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.60861059371382,0,0,0,0,0,0,0,0,0,2.6890955377603,0,0
85,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,-2.95142320950981,2.68368579878006,0,2.59559360099956,0,0,0,0,0,0,-2.56048013246618,0,0,0
86,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.56042824313045,0,0,0,0,0,0,0,0,-2.87907545361668,0,0,0
87,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.53286131191999,0,0,0,-2.63127200782765,0,0,2.72238350764383,0,0,0,-2.67116515815724,-2.57890977628995
88,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.90374185005203,0,0,0,-2.67068503855262,0,0,0,2.9345151220914,0,0,0,0
89,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.50240463227965,0,-2.6047966099577,0,0,-2.73388190369587,0,0,0,0,0,0,0
90,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.59564798488282,2.87485955667216,0,0,0,0,0,0,0,2.91426028904971,0,0,0,-2.73882687743753
91,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.93625511508435,-2.6108507423196,-2.76411035656929,0,0,0,0,0,0,0,2.97519673360512,0,0
92,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.55771003686823,-2.50502944574691,0,0,0,0,0,-2.82223084801808,0,0,0,-2.81920577946585,0
93,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.9725494668819,0,2.81318251974881,2.89881375373807,-2.60004993353505,0,0,0,0,0,0,0,2.87580059142783,0,-2.74186387949158
94,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.51300127396826,0,0,0,2.54212568758521,0,0,-2.99154616938904,0,0,0,0,0
95,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.899627191131,0,0,-2.69153737742454,-2.64548685145564,0,2.52858622546773,0,-2.60178047453519,-2.5139665271854,0,0,0
96,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.77033093071077,0,0,0,0,2.67716868047137,0,0,0,0,-2.71194192883559,0,0
97,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.92242453643121,0,0,0,0,0,0,0,0,2.56361902807839,0,0,0
98,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,-2.54900581203401,2.97014644439332,0,-2.65813214844093,2.63228191377129,0,0,0,0,0,0,0,0,0
99,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.68133262114134,2.70735602662899,0,0,2.85182952194009,0,0,-2.58510546002071,2.9775156409014,0,0,2.8123400581535,0,0
100,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.52764527616091,2.87947160878684,0,0,0,0,0,0,0,0,2.65353318070993,0,0
101,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.61864947958384,0,0,0,0,0,0,-2.63691921567079,0,0,-2.62757794267964,0,-2.50090638571419
102,3,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.7300614368869,2.87343660579063,2.80286938580684,2.78813183645252,-2.54864051903132,0,0,0,0,0,0,0,-2.88985993829556,0,0
103,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.70446416607592,-2.97970420133788,0,2.74662018113304,0,2.9702047399478,0,0,2.81956861936487,0,0,0
104,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,-2.61809857957996,2.50361546361819,0,0,0,0,0,0,0,0,0,0,0
105,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,-2.76216603722423,2.96409104822669,0,-2.80190166609827,0,0,0,0,0,0,0,0,0
106,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.69350247876719,0,0,0,0,0,0,0,0,0,0,0
107,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.75872121215798,0,0,-2.96794474858325,0,0,0,0,0,0,2.60140357702039,0
108,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.72819648496807,0,-2.52358932991046,2.90529391588643,0,0,0,0,0,0,0,0,0,0,0
109,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.58614210248925,0,0,0,2.58899253129493,0,0,-2.69815849757288,0,0,0,0
110,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.91152539500035,0,0,0,0,0,0,0,0,0,2.96650580666028,0
111,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.71694904810283,0,0,0,0,0,0,0,-2.66232202167157,0,-2.77280480333138,0
112,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,-2.76266333530657,2.62851964973379,0,0,0,2.95231916185003,0,0,0,2.77200162003282,0,-2.53085413505323,-2.62921207176987
113,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.74284332036041,0,2.81715374847408,0,0,0,0,0,0,0,0,-2.71296372241341,0,0
114,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.99139313958585,0,0,2.59558971424121,0,0,0,0,0,-2.79148689564317,0,0,0,0,0
115,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.90671416651458,0,0,0,0,0,0,2.72112671972718,2.60275725915562,0,0,0
116,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.69302427279763,0,0,0,0,0,-2.63591990503483,-2.95305206812918,0,0,0,-2.95362303755246
117,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.74174388300162,-2.80026517307851,0,0,0,0,0,0,0,0,0,0
118,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.77385884826072,0,0,0,0,0,0,0,0,0,0,0
119,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.9874227901455,0,0,0,0,2.82608875678852,0,-2.67304538039025,0,0,0,0
120,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.85372474906035,-2.54755609331187,0,0,0,0,0,-2.54316000477411,0,0,0,0
121,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.85761333070695,-2.72081778314896,0,2.57542580168229,0,0,-2.52191452519037,2.75299061660189,0,0,0,2.55890361382626,0,0,-2.60608896112535
122,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.67159290390555,0,0,2.84701479494106,0,0,0,2.94897884503007,2.81074162037112,-2.79630191263277,0,0,0,0,-2.87353914929554
123,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.86138884513639,0,0,0,-2.99480558629148,0,0,0,0,0,0,2.77389456925448
124,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,2.71182236284949,-2.52785130194388,2.81788745720405,0,0,2.65450163325295,0,-2.84194285329431,0,2.63867977424525,0,0,-2.63542943564244,2.96426556259394
125,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.89469780400395,0,0,0,0,0,0,0,0,0,0,0
126,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.94659196794964,0,0,0,-2.58005444228183,0,0,0,0,0,0,0
127,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.91557440115139,0,0,2.58687058300711,0,0,0,0,2.81135629757773,0,0,0,-2.94143519108184,-2.67348009464331,0
128,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.68274825578555,-2.86268345860299,0,0,2.51894357800484,0,-2.54687115305569,0,2.93202653771732,0,0,0
129,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.9399464778835,2.7502001922112,-2.71019533742219,0,0,0,0,0,0,0,0,0,0
130,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.62599276402034,-2.94233841029927,0,0,0,0,0,0,2.78632580779959,0,0,-2.53648494149093
131,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.58797208731994,0,0,2.66282906976994,0,0,2.93451758148149,0,-2.75460717256647,0,0,-2.69359144603368,0,2.9028007783927,0
132,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.72908389067743,0,0,2.77524159126915,0,0,0,0,0,0,0,-2.55787957366556,0,0,0
133,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,-2.70920541626401,0,2.87445390003268,-2.77236910886131,0,0,0,0,0,0,0,0,0,0
134,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,-2.83412734768353,0,2.96863075904548,0,0,0,0,0,0,0,0,0,0,2.530952910427
135,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.82934632129036,0,0,2.80972938996274,0,2.79983614874072,0,0,-2.86639927129727,0,0,0,0,2.79994867672212,0
136,4,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,2.86927363160066,0,0,2.85152967460454,2.91914337011985,0,-2.6560991005972,-2.91760612966027,-2.82307516527362,0,0,0,-2.7421254288638,0,0
137,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,0,2.94620281097014,0,0,0,0,0,0,0,0,-2.98966345761437,0
138,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,-2.89822248369455,2.66661127249245,0,0,0,0,-2.88647447619587,0,0,2.92653980338946,0,0
139,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,0,2.96389930020086,0,2.97683028748725,0,0,2.59128506993875,0,0,0,0,0
140,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.90289639064576,-2.90909423225094,0,2.95266677706968,2.98386458761524,0,0,0,0,0,0,-2.89666310150642,0,0,0
141,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,0,2.72765116125811,0,0,0,0,0,0,-2.51159694534726,0,0,-2.50244044524152
142,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,-2.58777934568934,0,0,2.76695032825228,0,0,0,0,0,0,0,-2.52611804381013,0,0
143,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,0,2.59429902280681,0,0,0,0,0,0,0,-2.60133127134759,0,0
144,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,-2.9033003100194,2.99891790887341,2.92168243392371,0,0,0,0,0,0,0,0,-2.85751727386378,0
145,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,0,2.94835005782079,0,0,0,2.85068777424749,0,0,0,0,0,-2.92836810415611
146,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.87347012478858,2.56951977533754,0,-2.64670864096843,2.7169043632457,2.90726317616645,0,0,0,0,0,2.72715993737802,0,0,0
147,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.97669501043856,0,0,0,2.50102124037221,-2.74961508903652,0,2.52602014224976,-2.87882860633545,0,0,0,2.56219688488636,0,0
148,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,2.63084188429639,2.85107997443993,0,0,0,0,0,0,0,0,0,0
149,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.54213196912315,0,2.7213231587084,0,0,0,0,-2.76276679593138,0,0,0,0,0
150,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,2.72046486416366,0,2.93580158473924,0,0,0,0,0,0,0,0,0,0
151,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,-2.58055463002529,0,0,0,2.7218673058087,0,-2.94071626150981,-2.65310792147648,0,0,0,2.56530542427208,0,0,0
152,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,0,2.54175516800024,2.51786797307432,2.71167049789801,-2.50253514724318,0,0,0,0,0,0,-2.84521055791993
153,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,0,2.77098003786523,2.74663493409753,0,-2.72681749809999,0,0,0,0,0,0,2.8008562210016
154,5,"balanced","strong",2.5,3,2.5,3,0.2,"random",15,500,0,0,0,0,2.816747263656,0,2.86807705834508,0,0,0,-2.83757143269759,0,2.81890430056956,0,0
