"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5"
33,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.58478491264395,0,0,0,0
34,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.98982035077643,2.59377356327605,0,0,0
35,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.78637212654576,0,0,0,0
36,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.72509285213891,0,0,0,0
37,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.56823481142055,0,0,0,2.56750796013512
38,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.68515599251259,0,0,0,2.6614089673385
39,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.94857590470929,0,0,0,0
40,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.67809052765369,0,0,0,0
41,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.92114100197796,2.7553235309897,0,0,0
42,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.96383869682904,0,0,0,0
43,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.7251682090573,0,0,0,0
44,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.70456113992259,0,0,0,0
45,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.68774999200832,0,0,0,0
46,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.84298596123699,0,0,0,2.99866756552365
47,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.63723608199507,0,0,0,0
48,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.78021706896834,0,-2.76900470547844,0,0
49,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.5896449991269,0,0,0,0
50,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.72929205535911,0,0,0,0
51,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.85171507659834,0,0,0,0
52,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.90064692136366,0,0,0,0
53,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.67473064502701,0,0,0,0
54,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.77822945441585,0,0,0,0
55,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.74415039434098,0,0,0,0
56,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.76208959170617,0,0,0,0
57,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.85339589149226,0,2.5211540897144,0,0
58,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.80624685971998,0,0,0,0
59,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.58307792490814,0,2.6930326850852,0,0
60,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.72980682295747,0,0,0,0
61,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.65481922670733,0,0,0,0
62,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.53612795541994,0,0,0,0
63,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.81474382791203,0,-2.93657983769663,0,0
64,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.65544952487107,0,0,0,0
65,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.90104648389388,0,0,0,0
66,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.55556572182104,0,0,0,0
67,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.70071985584218,0,0,0,0
68,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.56789044593461,0,0,0,2.90251559391618
69,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.82178214518353,2.81230852438603,0,0,0
70,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.63927453826182,0,0,0,0
71,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.93139379459899,0,0,0,0
72,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97437404084485,0,0,0,0
73,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.83289422804955,0,0,0,0
74,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.57655820949003,0,0,0,0
75,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.58059910987504,0,0,0,0
76,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.8450722907437,0,0,0,0
77,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.65683943871409,0,0,0,0
78,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.9979416433489,-2.78897405776661,0,0,0
79,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.64500450901687,0,0,0,0
80,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.73670815420337,0,0,0,0
81,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.74191340769175,0,0,0,0
82,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.85746838490013,2.53433978627436,0,0,0
83,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.76903256855439,0,0,0,0
84,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.90276709862519,0,0,0,0
85,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.71179520909209,0,0,0,0
86,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.76590874430258,0,0,0,0
87,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.60639066516887,0,0,0,0
88,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.52653644722886,0,2.56770040735137,0,0
89,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97747259179596,0,0,0,0
90,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.71088702895213,0,0,0,0
91,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.93405522149988,-2.80697296606377,0,-2.96461562265176,0
92,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.51244067610241,0,0,0,0
93,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.98525988985784,0,0,0,2.62263277103193
94,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.78969947376754,2.95536709215958,0,0,2.76119243726134
95,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.88619235274382,0,0,0,0
96,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.59301424433943,0,0,0,0
97,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97418718901463,0,0,-2.80881423212122,0
98,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.57270200713538,0,0,0,0
99,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.68645747750998,0,0,0,2.6592917869566
100,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.89373992267065,2.72332688083407,0,0,0
101,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.59215657762252,0,0,0,0
102,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.57429463136941,0,0,0,0
103,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.72949843015522,0,0,0,0
104,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.98869998590089,0,0,0,0
105,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.84971108101308,0,0,0,0
106,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.9018167933682,0,0,0,0
107,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.78664113429841,0,0,0,0
108,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.92234747111797,0,0,0,0
109,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.86496215430088,0,0,0,0
110,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.70347531070001,0,0,0,0
111,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.96488036005758,0,0,0,0
112,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.62004077946767,0,0,0,0
113,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.94278640358243,0,0,0,0
114,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.9906920887297,0,-2.88622731319629,0,0
115,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.61364517873153,0,0,0,0
116,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.87322258658241,0,0,0,0
117,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.69081310380716,0,0,0,0
118,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.80701443413273,0,0,0,-2.5120699350955
119,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.75084820890334,0,0,0,0
120,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.81837781600188,0,0,0,0
121,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.99522481532767,0,0,0,0
122,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.64054767647758,0,2.54133656434715,0,0
123,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.77989106415771,0,0,0,0
124,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97852958226576,0,0,0,0
125,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.56649380933959,0,0,0,0
126,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.7286205003038,0,0,0,0
127,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.66133806365542,0,0,0,0
128,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.56796789984219,0,0,0,0
129,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.50224087480456,0,0,0,0
130,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97528971743304,0,0,0,0
131,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97435517411213,0,0,0,0
132,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.70097546011675,2.68844674213324,0,0,2.66237369203009
133,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.85867140407208,0,0,0,0
134,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.84448124829214,0,0,0,0
135,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.87086920277216,0,0,0,0
136,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.80416965775657,0,0,0,0
137,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.58064358704723,2.82807012135163,0,0,0
138,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.50193586200476,0,0,0,0
139,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.52428408944979,0,0,0,0
140,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.70684566360433,0,0,0,0
141,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.77181520743761,0,0,0,0
142,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.53559495962691,0,-2.50165450875647,0,0
143,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.69071372237522,0,0,0,0
144,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.70924771926366,0,0,0,0
145,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.8539194567129,0,0,0,0
146,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.87205037521198,0,0,0,0
147,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.71782291261479,0,0,0,0
148,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.93096534686629,-2.73985993140377,0,0,0
149,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.70569365692791,0,0,0,0
150,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.74839871644508,0,0,0,0
151,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.87894406286068,0,0,0,2.83348824153654
152,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.54602665093262,0,0,0,0
153,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97711492388044,0,0,0,0
154,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.82984826108441,0,0,0,0
155,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.70212578959763,0,0,0,0
156,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.96511871856637,0,0,0,0
157,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.73518830223475,0,0,0,0
158,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.54657421028242,0,0,0,0
159,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.69232453510631,0,0,0,0
160,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.73025004088413,0,0,0,0
161,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.91428846353665,0,0,2.99981682922225,0
162,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.83856975054368,0,0,0,0
163,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.55849818058778,0,0,0,0
164,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.58914183347952,0,0,0,0
165,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.56416189461015,0,0,0,0
166,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.58627864718437,0,0,-2.50562281778548,0
167,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.50674653681926,2.82820779061876,0,0,0
168,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.82424529804848,0,0,0,0
169,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.54110443836544,0,0,0,0
170,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.96205036772881,0,0,0,0
171,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.59996074123774,0,0,0,0
172,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.62197262328118,0,0,0,0
173,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.62161109689623,0,2.92960266442969,0,0
174,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.94171276059933,-2.73621437477414,0,0,0
175,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.516870171763,0,0,0,0
176,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.88131070265081,0,0,0,0
177,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.70290351938456,0,0,0,0
178,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.76013160438742,0,0,0,0
179,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.65578231785912,0,-2.87599554262124,0,0
180,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.57997853425331,0,0,0,0
181,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.81901926186401,0,0,0,0
182,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.55250667780638,0,0,0,0
183,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.95397931477055,0,0,0,2.54584323882591
184,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.58454105968121,0,0,0,0
185,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.55835530802142,0,0,0,0
186,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.53314262535423,0,-2.98459095531143,0,0
187,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.80418263236061,0,0,0,0
188,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.83116472326219,0,0,0,0
189,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.65048354049213,0,0,-2.70985817746259,0
190,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.65062307496555,0,0,0,0
191,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.62446772423573,0,0,0,0
192,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.73023411468603,0,0,0,0
193,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.65144022740424,0,0,0,0
194,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.90815802011639,0,0,0,0
195,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97731253900565,0,0,0,-2.96839597588405
196,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.9194340063259,0,0,0,0
197,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.51574152370449,0,0,0,0
198,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.9598442959832,0,0,0,0
199,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.76294642908033,0,0,0,0
200,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.72700492781587,0,0,0,0
201,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.57147023524158,0,0,0,0
202,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.55569404538255,0,0,0,0
203,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.87874888756778,0,0,0,0
204,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.80572587065399,2.89213951525744,0,0,0
205,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.69716456427705,0,0,0,0
206,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.54635779443197,0,-2.70239245158155,0,0
207,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.60181373590603,0,0,0,0
208,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.78561033844016,0,2.81590939429589,0,0
209,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.55930419836659,0,0,0,0
210,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.69620203413069,0,0,2.82145557191689,0
211,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.68266934214626,0,2.95768712775316,0,0
212,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.60116333782207,0,0,0,-2.94635298429057
213,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.93623592844233,0,0,0,0
214,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.55000884749461,0,0,0,0
215,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.94082546082791,0,0,0,0
216,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.98387737374287,0,0,0,0
217,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.51089020329528,0,0,0,0
218,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.84071572194807,0,0,0,0
219,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.7219317186391,0,0,0,0
220,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.66692111419979,0,0,0,0
221,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.73726742516737,0,0,0,0
222,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.98778100463096,0,0,0,0
223,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.67852600384504,0,0,0,0
224,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.94138445786666,0,-2.73961949709337,0,0
225,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.82852508826181,0,0,0,0
226,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.95184370072093,0,0,0,0
227,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.87528113403823,0,0,0,-2.50021807244048
228,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.98373422806617,0,0,0,0
229,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.73643712361809,2.8170374155743,2.68617844907567,2.52653602324426,0
230,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.79598049982451,0,0,0,0
231,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.79925489064772,0,-2.8970098150894,2.86459136288613,0
232,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.72514942206908,0,0,0,0
233,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.65385847364087,0,0,0,0
234,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.87049346754793,0,0,0,2.83116610569414
235,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.52262588811573,0,0,0,0
236,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.79331766371615,0,0,0,0
237,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.51523704524152,0,0,0,0
238,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.58828778925817,0,0,0,0
239,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.6137054838473,0,0,0,0
240,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.92406165797729,0,0,0,0
241,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.98945219395682,0,0,0,0
242,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.76681036397349,0,0,-2.80589484062511,0
243,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.53149814158678,0,0,0,0
244,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.93291530536953,0,0,-2.99908326892182,2.70883633126505
245,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.97536425071303,0,0,0,0
246,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.77469323342666,0,0,0,0
247,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.89369431510568,0,0,0,0
248,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",5,500,2.8060384048149,0,0,0,0
