"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15"
37,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.71370181953534,-2.58744493976701,-2.5662260230165,0,-2.978349009878,0,0,0,0,0,0,-2.50548072636593,0,0,0
38,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.67919201916084,0,2.82560849539004,0,0,-2.6539044015808,0,0,0,0,0,0,0,0,0
39,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.74245598749258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.70967422588728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.54866647790186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.88007847149856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.75063836958725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.85339670232497,0,0,0,0,-2.75541833566967,0,0,0,-2.70255769637879,0,0,0,0,0
45,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.54478555230889,0,2.9732188564958,0,0,0,2.9094416226726,0,-2.69726898113731,0,0,0,0,0,0
46,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.86094909766689,0,0,0,0,0,0,0,0,0,2.66674002143554,0,0,0,0
47,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.61121830483899,0,0,0,0,0,0,0,0,0,2.98472794983536,0,0,0,-2.77805173501838
48,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.54365108557977,0,0,0,0,0,0,-2.96056108921766,0,2.55514754273463,0,0,0,0,0
49,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.65279328951146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.97278394596651,0,0,0,0,0,0,0,0,-2.63203540886752,0,0,0,0,0
51,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.74523134576157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.93524089676794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.86822461837437,0,0,0,2.74080154043622,0,0,0,0,-2.61731165717356,0,0,0,2.65383250568993,0
54,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.77337829442695,0,0,0,0,0,0,0,0,0,0,-2.52215947699733,0,0,0
55,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.64342711842619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.55666643357836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.76439173775725,2.72799872909673,0,2.50913736084476,0,0,0,0,0,0,0,2.63900787988678,0,0,0
58,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.97808801883366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.56090454012156,0,0,0,0,0,-2.74973507900722,0,0,0,0,0,-2.55002951715142,2.6865067317849,0
60,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.7307807613397,0,0,0,2.7308266882319,0,0,0,0,0,0,0,2.58392705884762,0,0
61,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.8362462061923,0,0,-2.56482685776427,0,0,0,0,0,0,0,0,0,2.86361178546213,0
62,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.75493125687353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.94522767793387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.55788889375981,0,0,0,0,0,0,0,0,0,0,2.98597050423268,0,0,0
65,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.7897812963929,0,-2.66727086761966,0,0,0,0,0,0,0,0,0,0,0,0
66,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.97389685804956,2.70716082770377,0,-2.97844189289026,-2.87718007480726,0,0,0,0,0,0,0,0,0,0
67,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.56534830597229,0,0,0,0,0,0,0,0,0,0,-2.80994195002131,0,0,0
68,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.71487797889858,0,0,0,0,0,0,0,0,0,-2.64305766276084,0,0,0,-2.76746179000475
69,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.55808786407579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.61208620120306,0,-2.86678688600659,0,-2.8876599946525,2.98706465167925,0,2.5059180035023,0,0,0,0,0,0,0
71,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.71489016059786,0,2.75916961277835,0,0,0,0,0,0,0,0,0,0,0,0
72,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.6878388680052,0,0,2.5584141096333,0,0,2.90520998951979,0,0,0,0,-2.87750872049946,0,0,0
73,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.69937920779921,0,0,0,0,2.51174751692452,0,0,0,0,0,0,0,0,2.74648285098374
74,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.66086104302667,0,0,0,0,0,0,0,0,0,0,2.92454355792142,0,0,0
75,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.84590498660691,0,-2.80071041046176,0,0,0,0,0,0,0,0,0,0,0,-2.54526671115309
76,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.91927875066176,0,0,0,0,0,0,0,0,0,0,2.68303761875723,0,0,0
77,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.62882302817889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.74420666135848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.90658830013126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.7598258437356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.65071327250917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.77064561436418,0,-2.79629372560885,0,0,0,0,0,0,0,0,0,0,0,0
83,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.81406458187848,0,2.75833676836919,0,0,0,0,0,0,2.75903236086015,0,0,0,0,0
84,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.99220100080129,0,0,0,0,0,0,0,2.91157988866325,0,0,0,0,0,0
85,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.73491956852376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.79334430757444,0,0,0,0,0,0,0,0,0,0,2.87921808334067,0,2.83089792868122,0
87,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.644627957372,0,0,0,0,0,0,0,0,0,0,2.93062580213882,2.67508198518772,0,0
88,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.57907429907937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.58072926080786,0,0,0,0,0,0,0,0,0,0,0,-2.78944601200055,0,0
90,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.55817744822707,0,0,0,0,2.58071754139382,0,0,0,-2.61895062972326,0,0,0,0,0
91,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.7120088271331,0,0,0,0,0,0,-2.96229496726301,0,0,0,0,0,0,0
92,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.84974119102117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.78582938457839,0,0,0,0,0,0,2.65205135499127,0,0,0,0,0,0,0
94,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.93268535262905,0,0,0,2.67317822063342,0,0,0,0,0,0,0,0,0,0
95,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.99638755002525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.66199053882156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.69397674524225,0,-2.95978579518851,0,0,0,-2.92875205760356,0,0,0,0,2.79295423149597,0,0,2.52924918581266
98,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.88032228208613,0,0,0,0,0,-2.569321791525,0,0,2.71717717137653,0,0,0,0,0
99,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.5155696857255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.97991640027612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.65815880091395,0,0,0,0,0,0,0,0,0,0,0,2.76666381815448,0,-2.87834498216398
102,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.71005368803162,0,0,0,0,0,0,0,2.68942763586529,0,0,0,0,0,0
103,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.65683105029166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.74256890802644,0,0,0,0,0,0,2.83363656536676,0,0,0,0,0,0,0
105,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.98858111526351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.68120785104111,0,0,0,0,0,0,0,0,0,-2.61778716160916,0,0,0,0
107,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.77632786717732,0,-2.53080582222901,0,0,0,0,0,0,0,0,0,0,0,0
108,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.8488001030637,0,0,0,0,0,0,0,0,0,0,2.93957608030178,0,0,0
109,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.89616083086003,0,-2.54181448987219,0,0,0,0,0,0,0,0,0,0,0,0
110,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.94893762527499,0,2.78638386388775,-2.68866282864474,2.63123865134548,0,2.63905743998475,0,0,0,0,0,0,0,0
111,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.83345464779995,0,0,0,0,0,-2.50003156333696,0,0,0,0,0,0,0,0
112,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.69525988097303,0,0,0,0,0,2.68612420198042,0,-2.59830796264578,0,0,0,0,2.7720884217415,0
113,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.86411221814342,0,0,0,0,0,0,0,0,0,-2.94450462702662,0,0,0,2.62925230583642
114,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.85533891164232,0,-2.83707063482143,0,-2.63139849086292,0,0,0,0,0,0,0,0,-2.94029844342731,0
115,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.96542383020278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.61594942351803,0,0,0,0,2.751523087034,0,0,0,0,0,0,0,0,2.62067695590667
117,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.61188620049506,0,-2.55627254920546,0,0,0,0,0,2.69941663334612,0,0,2.89106401556637,0,0,0
118,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.7124581753742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.78846195200458,0,2.98809934477322,0,0,0,0,0,0,2.53062470967416,-2.55469579901546,0,2.82384965359233,-2.55505695112515,0
120,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.69750309432857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.96995187737048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.62168351304717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.84076360194013,0,2.9765816469444,0,0,0,0,0,0,0,-2.9506256490713,0,0,0,0
124,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.61646061926149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.96956364205107,0,0,0,0,0,2.98413496895228,0,0,0,0,0,0,0,0
126,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.69816565606743,0,0,0,0,0,0,0,0,0,0,-2.69595281092916,0,0,0
127,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.72684970835689,0,0,0,0,0,0,0,0,-2.77721581922378,0,0,0,0,0
128,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.83203200355638,0,0,0,0,0,0,0,0,0,-2.640998273273,0,0,0,0
129,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.58172302483581,0,0,0,0,0,0,-2.80784865934402,0,0,0,0,0,0,0
130,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.92415923590306,0,0,0,0,0,0,0,0,0,0,2.80095500580501,0,0,0
131,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.62403609405737,0,0,0,0,0,-2.60883433453273,-2.50425509863999,0,0,0,0,0,0,0
132,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.91579134995118,0,0,0,0,0,0,-2.92010357568506,0,0,0,0,2.50252891296986,0,0
133,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.5152937512612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.66719839908183,0,2.58997961366549,0,0,0,0,0,0,0,0,0,0,0,0
135,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.73003345017787,2.87097448494751,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.57413495273795,0,0,-2.79898328066338,0,0,0,0,0,0,0,0,0,0,0
137,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.65452028124128,0,-2.96787202521227,0,0,0,2.8296299460344,0,0,0,0,0,0,0,0
138,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.94564826227725,0,0,0,0,0,2.95191436656751,0,0,0,0,0,0,0,0
139,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.52593735023402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.77700445870869,0,0,0,0,0,0,0,0,0,0,0,0,2.55040639848448,0
141,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.79704497253988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.61610233504325,0,0,0,0,0,0,0,0,0,-2.95448053558357,0,0,0,0
143,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.56172811391298,0,0,0,2.97420141706243,0,0,0,0,0,0,0,2.83297230175231,0,0
144,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.82321318774484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.73543281469028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.59206739335787,0,2.71692860126495,0,0,0,0,0,2.8754332450917,0,0,0,0,0,0
147,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.82368780544493,0,0,0,0,0,0,0,0,0,0,-2.96388087398373,0,0,0
148,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.77772630134132,0,0,0,0,0,0,0,0,2.64612688671332,0,0,0,0,2.68353336572181
149,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.76298298558686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.939797478728,0,0,0,0,0,0,0,0,0,-2.76403908187058,0,0,0,0
151,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.51346277911216,0,0,0,0,0,2.90567467501387,0,0,0,0,0,0,0,0
152,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.82845831499435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.58867531258147,0,0,0,0,0,2.69991219404619,0,0,0,0,2.9276682586642,0,2.90578612498939,0
154,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.53689316776581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.82371205370873,0,0,2.53530870343093,0,0,0,0,0,0,0,0,0,0,0
156,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.98817715933546,0,0,0,0,0,0,0,0,0,-2.59875754406676,0,0,0,-2.60733708692715
157,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.5167546820594,0,0,0,0,0,-2.63596675649751,0,0,0,0,0,0,0,0
158,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.73997102060821,0,0,0,0,0,0,0,0,2.6784585614223,0,0,0,0,0
159,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.93742216390092,0,0,0,0,0,0,0,0,0,0,0,0,-2.80017975158989,0
160,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.92158443352673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.87000080174766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.87086959765293,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69121597858611
163,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.68426055810414,0,0,0,0,-2.59125385200605,0,0,0,0,0,0,0,0,0
164,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.57451052730903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.86344017926604,0,0,0,2.83005383412819,0,0,0,0,0,0,2.7348656419199,0,0,0
166,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.67412593844347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.97786435368471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.64412551000714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,"ifeval_like","strong",2.5,3,2.5,3,0.075,"random",15,500,2.62322123581544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
