"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
22,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.28302926628385,-1.44479646685068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.60452344047371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.69620922033209,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5155381479999,0,0,0,0,0
25,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.65132582373917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.28891125763766,0,-1.35193526488729,0,1.2736991167767,1.25975970807485,0,0,0,0,0,0,0,1.52816370048095,0,0,0,0,0,0
27,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.42466262064409,0,1.53716752270702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.4826072503347,0,1.35925067192875,0,-1.28291420696769,0,0,0,0,0,1.37444384861737,-1.48375620029401,0,0,0,0,0,0,0,0
29,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.41407355712727,0,0,0,0,0,0,1.47236155439168,0,0,0,0,0,0,0,0,0,1.37913803511765,0,0
30,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.49554016895127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.47503299592063,0,0,0,0,0,0,-1.70994014595635,0,0,0,0,0,0,0,0,0,0,0,0
32,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.44867159728892,0,-1.49130703287665,1.63138399284799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.40706602262799
33,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.6740154257277,0,0,0,0,-1.45517242106143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.41062778641935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43949856434483,0,0,0,-1.61152766889427
35,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.61247355025262,0,-1.55531902937219,0,-1.5891695470782,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31546450313181,0
36,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.6442318612244,0,0,0,0,0,0,0,0,0,0,0,1.3255365047371,0,1.67848969786428,0,0,0,0,0
37,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.7091443031095,-1.41800746857189,0,0,0,0,0,0,0,1.30316290468909,0,0,0,0,0,0,0,0,0,0
38,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.51944655226544,-1.43085037753917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2739700009115,0,0,0
39,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.35170387418475,0,0,0,-1.25407074636314,0,0,1.58124383573886,0,1.54071074374951,0,0,0,0,0,-1.59769801329821,0,0,0,0
40,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.71084332582541,0,0,0,0,0,0,1.44397074752487,0,0,0,0,0,0,0,0,0,0,0,0
41,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.58072793157771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.38901672221255,0,0,0,0,-1.35963728278875,0,0,0,0,0,0,1.41339656698983,0,0,0,0,0,-1.4024250083603,0
43,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.47588914865628,0,0,0,0,0,0,0,0,0,-1.57554561097641,0,0,0,0,0,0,0,0,0
44,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.54763699439354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.67225552909076,0,0,0,0,1.66708424198441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.39624854119029,0,0,0,0,0,0,0,0,1.37019221903756,0,0,0,0,0,0,0,0,0,0
47,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.66579556127544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.52741436089855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.53849901095964,0,0,1.51319874334149,1.46599064907059,0,0,0,0,0,0,1.54872521199286,0,0,0,0,0,0,0,0
50,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.70229745702818,0,0,0,0,0,0,0,1.34858223120682,0,-1.33452878228854,0,0,1.25114394875709,0,0,0,0,0,0
51,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.69683596643154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.52328883530572,0,0,0,-1.44610019866377,0,0,-1.52090853860136,0,0,0,0,0,0,0,0,0,0,0,0
53,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.27974976296537,0,0,0,0,0,0,-1.29579205054324,0,0,0,0,0,0,0,0,0,0,0,0
54,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.5551249445416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43094224424567,0,0
55,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.3535408040043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.25738010031637,0,-1.60057208803482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.50719896820374,0,0,0,0,-1.6112937850412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.60938045475632,0,0,0,0,0,0,0,0,0,0,0,-1.27571581513621,0,0,0,0,0,0,0
59,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.2998559391126,-1.61707248736639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.44932312332094,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43228659743909,0,0,0,0,0
61,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.48143093613908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64611251349561
62,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.45520701550413,1.35445194446947,0,0,0,0,0,-1.65754310367629,0,0,0,0,0,0,0,0,0,0,0,0
63,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.7241350330878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.57325305184349,0,0,0,0,0,0,0,1.28371010010596,0,0,0,1.60375018662307,0,0,0,0,0,0,-1.7429061322473
65,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.73257301736157,1.47559280507267,-1.585256244638,0,-1.64370670670178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.64617925172206,0,-1.55360241408926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.6602307187859,0,0,0,0,0,1.33471663703676,0,0,0,1.4482712111203,0,0,0,0,0,0,0,1.56301556935068,0
68,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.43973621365149,0,0,0,0,0,0,0,0,-1.43366365984548,0,0,0,0,0,0,0,0,0,0
69,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.51363422791474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.51420813333243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69920036161784,0,0,0
71,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.57576557493303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36285300110467,0,0,0,0
72,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.41678627359215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.25234294240363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.31049550918397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4535227942979
75,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.34478984412272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.43648781778757,0,0,0,0,0,0,0,0,-1.63127907237504,0,0,0,0,0,0,0,0,0,-1.62218573538121
77,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.34557310538366,0,1.59662709396798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.55228964448906,0,0,0,0,0,0,0,0,0,0,-1.51052804978099,0,0,0,0,0,0,0,0
79,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.51135023625102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55131183529738,0,0
80,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.34573714074213,0,0,0,0,0,1.38074978650548,0,0,0,-1.64230526611209,0,0,0,0,0,0,0,0,0
81,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.28208345931489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69843115843832
82,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.48445894394536,0,1.28240684629418,0,0,0,1.66413768287748,0,0,0,0,0,0,0,0,1.6925156195648,0,0,0,0
83,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.49881481460761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.61077925958671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.39232901134528,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46299032925162,0,0,0,0,0
86,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.51690429961309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51641178072896
87,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.62208099698182,1.36106099560857,0,0,0,0,-1.68894566968083,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.57325738924555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.66223967401311,0,1.63534178852569,0,0,0,0,-1.29867409961298,0,0,0,0,0,0,0,0,0,0,0,0
90,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.74787903262768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27823970094323
91,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.52789082110394,0,0,0,0,0,0,0,0,0,-1.34401619120035,0,0,0,-1.55890259926673,1.36034811637364,0,0,0,0
92,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.53627541090827,0,0,0,0,0,0,0,0,-1.2647382421419,0,0,0,0,0,0,0,0,0,0
93,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.41088191408198,0,0,0,0,0,0,-1.59453685232438,0,0,0,0,0,0,0,1.28906131035183,0,0,0,0
94,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.73054849915206,0,0,0,0,0,0,0,0,0,0,0,1.25832240306772,0,0,0,0,0,0,0
95,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.68152659398038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55117979610804,0,0,0
96,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.5522762357723,0,0,0,0,0,0,1.27544389665127,0,0,0,0,0,0,0,0,0,0,0,0
97,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.32617715070955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38417921867222
98,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.64940832124557,0,0,0,0,0,0,0,0,0,0,1.48296082578599,0,0,0,0,0,0,0,0
99,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.3229063777253,0,0,-1.3980760788545,0,0,0,0,0,-1.42227899318095,0,0,0,0,0,0,0,0,0,0
100,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.58474095060956,0,0,0,0,0,0,1.69612931006122,0,0,0,0,1.39303524862044,0,0,0,0,0,0,0
101,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.58100986189675,-1.45386345859151,0,1.61987463990226,0,0,0,0,0,0,0,0,1.4661075983895,0,0,0,0,0,0,0
102,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.25204962410498,0,0,0,1.2501189277973,0,0,0,0,0,-1.40878087340388,0,0,0,0,0,0,1.288313897443,0,0
103,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.42370190052316,0,0,0,0,0,0,-1.37720534158871,0,0,0,0,0,0,0,0,-1.59981125895865,0,0,0
104,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.53849484422244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.7263631435344,0,0,0,0,0,0,-1.66530431807041,0,0,0,0,0,1.7042609914206,0,-1.25684708124027,0,0,0,0
106,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.44749465351924,0,0,0,1.39532885339577,1.69246175140142,1.39542404841632,0,0,0,0,0,0,0,0,0,-1.70049930829555,0,0,0
107,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.72833783878013,0,0,0,0,0,0,0,1.60237476974726,0,0,0,0,0,0,0,0,0,0,0
108,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.43242471746635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.26507542934269,0,0,0,0,0,0,0,0,0,0,0,-1.60848178784363,0,0,0,0,0,0,0
110,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.42305432120338,0,0,0,0,0,-1.50322239217348,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.3947199836839,0,0,0,0,0,0,-1.49308814562391,0,0,0,0,-1.74331983691081,0,0,0,0,0,0,0
112,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.65673525631428,0,-1.25371669139713,0,0,0,0,0,0,0,0,0,-1.71338735136669,0,0,0,0,0,0,0
113,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.53020612441469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.35084835812449,0,0,0,0,0,0,0,0,0,1.45651468948927,0,0,0,0,0,0,0,0,0
115,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.68434376537334,0,0,0,0,0,1.58051681623328,-1.50260586116929,0,0,0,0,0,0,0,0,0,0,0,0
116,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.30009396944661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32267719192896,0,0,0,0
117,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.35007228795439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36715083918534,0,0,0
118,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.58541650720872,0,0,0,0,0,0,0,0,1.55035060737282,0,0,0,0,0,0,0,0,0,0
119,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.53573696000967,0,0,0,0,0,0,-1.26086905400734,0,0,0,0,-1.48767468694132,0,0,0,0,0,0,1.59100793034304
120,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.45930657058489,0,-1.54975809901953,0,1.68194089934696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.38849710451905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.74652295862325,0,0,0,1.62294390541501,0,0,0,0,0,-1.25996339705307,-1.6072117727017,1.45262954116333,0,0,0,0,0,0,0
123,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.58691736368928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.29849823296536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26083535864018,0,0,0,0
125,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.66071769141126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.51977394847199,0,0,0,0,0,0,0,0,0,0,0,1.65716214803979,0,0,1.34897247701883,0,0,0,0
127,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.49389125115704,0,0,0,0,0,0,0,0,0,0,-1.32133170752786,0,0,0,0,0,0,0,0
128,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.38987612968776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.50831972796004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.55062488710973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.37157928780653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67226779495832,0,0
132,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.32230485929176,0,0,-1.4967819211306,0,0,0,1.53771238960326,0,0,0,0,0,0,0,0,1.54568506777287,0,0,0
133,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.318803097005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26630675815977,-1.60359048983082
134,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.73736048059072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.41673291230109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.36457803659141,1.69342718133703,0,0,0,0,0,1.53234285535291,0,0,0,0,0,0,0,0,0,0,0,0
137,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.2965556475101,0,0,0,0,0,-1.53361063974444,0,0,0,0,0,0,0,1.26934129337315,0,0,0,0,0
138,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.38624736887868,1.62905066169333,0,0,-1.53711632080376,0,0,0,0,0,-1.35218355280813,0,0,0,0,0,0,0,0,0
139,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.34031906945165,0,1.73539546877146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.55975603533443,0,0,-1.65502357238438,0,0,0,0,0,0,0,0,0,0,0,0,-1.50610156182665,0,0,0
141,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.29902195662726,0,0,0,0,0,-1.36268052272499,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",20,500,1.41466323239729,0,0,0,0,-1.65441213920712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
