"item","block","block_size_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","H","p","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15"
11,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.50356856966391,0,0,0,0,0,0,0,0,0,0,1.59717599849682,0,0,0
12,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.26629806030542,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30066137027461
13,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.3675579688279,0,0,0,0,1.61287435726263,0,0,1.71356990374625,0,0,0,0,0,0
14,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.60658738366328,0,0,0,0,0,-1.36020359827671,0,0,0,0,0,0,0,1.59892192750704
15,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.57714174699504,0,0,0,0,0,0,0,0,0,0,0,0,1.49063897901215,0
16,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.72781979001593,0,0,0,0,0,-1.37864197441377,0,-1.26198184094392,1.30236269999295,0,0,0,0,0
17,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.37056693225168,0,0,0,1.34833116503432,0,-1.67440070747398,0,0,0,0,0,0,0,0
18,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.53102754591964,0,0,0,0,-1.47016384883318,0,0,0,0,0,0,0,1.29365479713306,-1.73626355023589
19,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.55910142045468,0,0,0,0,0,0,0,0,0,0,0,0,-1.55251655972097,1.31975775375031
20,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.66333284252323,0,0,0,0,0,0,0,0,0,-1.43062308523804,0,0,0,0
21,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.44207268673927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.46491174667608,1.56519744638354,0,1.2608939447673,0,0,0,0,0,0,0,0,0,0,0
23,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.64906924951356,-1.3116454242263,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.45796176884323,0,0,0,0,0,1.38711072411388,0,0,0,0,0,0,0,0
25,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.30408589635044,0,0,0,0,0,1.39904206409119,0,0,0,0,0,0,0,0
26,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.30146380094811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.48552004108205,0,0,-1.71405017795041,0,0,1.59821586462203,0,0,0,-1.42480327456724,0,0,0,-1.35973099665716
28,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.54336996749043,1.55472526594531,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.53117875522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.60433342237957,0,0,0,1.34482003748417,0,0,0,0,0,0,-1.30270934652071,0,0,0
31,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.46770324418321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.35964623303153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.44637732836418,0,0,0,0,0,-1.30891730089206,0,0,0,0,0,0,0,0
34,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.7207800851902,0,0,0,0,0,0,0,0,-1.60924023063853,0,0,0,0,0
35,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.60900301591028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.44538501498755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.73945343797095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.5665196464397,0,-1.30248741747346,0,0,0,0,0,0,0,0,0,0,0,0
39,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.42416048236191,0,0,0,0,0,0,0,0,0,0,0,1.58808459853753,0,0
40,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.3126716457773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.43439574260265,0,0,0,-1.60425582132302,0,0,0,0,0,0,0,0,0,0
42,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.65455217694398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.29668309050612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.28334746346809,0,0,0,0,0,0,0,1.5162954776315,1.49847206613049,0,-1.25153760961257,0,0,0
45,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.38493525108788,0,0,0,0,0,0,0,0,-1.71736399980728,0,0,0,0,0
46,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.35105429589748,0,0,1.47673483903054,0,0,0,0,0,0,0,0,0,0,0
47,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.50110074109398,0,0,0,0,0,0,1.49822966614738,0,0,0,0,0,0,0
48,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.6656683573965,0,0,0,0,0,0,0,0,0,1.29683126544114,0,0,0,0
49,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.53823421231937,0,1.67576307931449,0,0,1.2608882447239,0,0,-1.46193538128864,0,0,0,0,0,0
50,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.59743539884221,0,0,0,0,0,0,0,-1.51984283188358,0,0,0,0,0,0
51,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.28294648358133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.51555366860703,0,0,0,0,0,1.62690383754671,0,0,0,0,0,0,0,0
53,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.53308868571185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.28701087285299,0,0,1.4048015299486,0,0,0,0,0,0,0,-1.29340981564019,0,1.43762583192438,0
55,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.71721354674082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.42493209405802,0,0,0,0,1.49458638299257,0,0,0,0,0,0,0,0,0
57,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.30474095547106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.38074848218821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.67989967495669,0,0,0,-1.4425861564232,0,0,0,1.36821151326876,0,0,0,0,0,0
60,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.42936497193296,0,0,0,0,-1.59442093397956,0,0,0,0,1.71923320798669,0,0,0,0
61,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.6982808355242,0,1.30342431343161,-1.65987718245015,0,0,-1.67588213423733,0,0,0,0,0,0,0,0
62,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.7162647517398,0,0,0,0,0,0,0,0,0,0,1.5099885786185,0,0,0
63,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.31813946890179,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34544237784576
64,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.26593721250538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.42802147893235,0,0,0,0,0,0,0,0,0,0,0,1.29244205693249,0,0
66,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.36013935750816,0,0,-1.59514699701685,0,0,-1.44735044660047,0,0,1.28483922674786,-1.25355474429671,1.67048929375596,0,0,0
67,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.30437072727364,0,0,0,0,0,0,0,0,0,0,0,0,-1.47944820695557,0
68,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.57749418087769,0,0,0,0,0,0,0,0,0,0,1.4272771574324,0,0,0
69,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.29932950565126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.51758282654919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.53038847341668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.65030781074893,0,0,0,0,0,0,0,0,0,0,0,-1.33887684287038,0,0
73,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.33089882018976,0,0,0,1.69524206034839,-1.48835292621516,0,0,0,0,0,0,0,0,0
74,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.28110907855444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.35612066334579,0,0,0,0,0,0,0,0,0,0,-1.38274800986983,1.3122187089175,0,0
76,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.29923180083279,0,0,-1.25702635897323,-1.50527413771488,0,0,0,0,0,0,0,0,0,0
77,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.46969138202257,-1.73679644486401,0,0,0,-1.60453931801021,0,0,0,0,0,0,0,0,0
78,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.30538552370854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.53296454716474,0,-1.48995019088034,0,0,0,0,0,0,0,0,0,0,0,0
80,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.51806240470614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.33301172044594,0,1.59080320969224,0,0,0,0,1.34495958825573,0,0,0,0,0,0,0
82,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.72745189256966,-1.65424060309306,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.44968702690676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.51914338115603,0,0,0,0,0,1.66458258684725,0,0,0,0,0,0,1.27923710562754,0
85,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.28841553814709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.62852171889972,-1.37101216369774,0,0,0,0,0,0,0,0,0,-1.73861261922866,0,0,0
87,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.27737027930561,0,0,-1.54601725784596,0,0,0,0,0,0,0,0,0,0,0
88,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.48858007474337,0,0,1.2516070897691,0,0,0,-1.48059429985005,0,0,0,0,-1.46183880174067,0,0
89,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.42334996792488,0,-1.26924866822083,0,0,0,0,0,0,0,0,0,0,0,0
90,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.63757420063484,1.57336461276282,0,0,0,0,0,0,0,0,0,0,1.41414857446216,0,0
91,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.32030409004074,0,0,0,0,-1.734214458731,0,0,0,0,0,0,0,0,1.40947094501462
92,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.35666325432248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.59791260689963,0,0,0,1.52158463397063,0,0,0,0,0,0,0,0,0,0
94,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.57407073839568,0,0,-1.69411590544041,0,0,1.36233483802062,0,0,0,0,0,0,0,0
95,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.51175447762944,0,0,0,0,0,0,0,0,0,0,0,1.31293465860654,0,0
96,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.45335270348005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.55206429131795,0,1.70724125753623,0,0,0,0,0,0,0,0,0,0,0,1.25542000797577
98,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.71079140168149,0,1.33371321787126,0,0,0,0,-1.36339190904982,0,0,0,0,0,-1.39955505554099,0
99,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.68833395466208,0,0,0,-1.32659477577545,0,0,0,0,0,0,0,0,0,0
100,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.49506356648635,0,0,0,0,0,-1.65718988853041,1.46326819784008,0,0,0,0,0,-1.7095970432274,0
101,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.74966075026896,0,0,0,-1.60886029258836,0,0,0,0,0,0,0,0,0,0
102,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.67782496567816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.67650940956082,0,0,0,0,-1.36015974753536,0,0,0,0,0,0,0,0,0
104,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.40608043933753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.6044104679022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.69588621589355,0,0,1.32196365471464,0,-1.47816297283862,0,0,0,0,0,0,0,0,0
107,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.31044574838597,0,0,0,0,1.54912703018636,0,0,0,0,0,0,0,0,0
108,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.56985057983547,1.51891840028111,0,0,0,0,0,-1.6652365202317,0,0,0,0,0,0,0
109,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.69946967076976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.40199798054527,0,0,0,0,0,0,0,0,0,0,0,0,1.42399402253795,0
111,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.34899122989736,-1.69332782796118,1.26829809625633,0,0,0,0,1.2766122885514,0,0,0,0,0,0,0
112,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.67832748184446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.36784126493149,0,0,0,-1.37549792509526,0,0,0,0,-1.28538976865821,0,0,0,0,0
114,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.6699262263719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.46399238659069,-1.6359317220049,0,0,1.63593462470453,-1.51297271286603,0,0,0,0,0,0,0,0,0
116,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.33563697442878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.36951914324891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.64526872243732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.70996612322051,0,1.33475065312814,1.49793789826799,0,0,0,0,-1.40822548349388,1.50011626479682,0,0,0,0,0
120,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.53806221333798,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38811885227915
121,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.52930735843256,0,0,0,0,0,0,0,-1.398201121483,0,0,-1.74484203313477,0,0,0
122,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.58292087248992,0,0,0,0,0,0,0,0,0,-1.62550458463375,0,0,0,0
123,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.29008178832009,0,0,-1.47301472909749,0,0,0,0,0,0,0,0,0,0,0
124,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.51162628852762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.32151759194676,0,1.40831311640795,0,0,0,0,0,0,0,0,0,0,0,0
126,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.69246326584835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.72837389202323,0,0,0,0,0,0,0,0,0,0,0,1.35231620504055,0,0
128,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.53351867431775,0,0,0,1.53348495927639,0,0,0,1.52319773891941,0,-1.66715582122561,0,0,0,0
129,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.29058609902859,0,0,0,0,0,0,-1.6438812558772,0,0,0,0,0,0,0
130,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.6092986962758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.48347420105711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.65607015765272,0,0,0,0,0,0,0,0,0,0,0,0,1.38536143978126,0
133,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.73365718114655,0,0,0,1.32713356427848,0,0,0,-1.59539247734938,0,0,0,0,0,0
134,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.31628781789914,1.73917866742704,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.50448372319806,0,0,1.37217605009209,0,0,0,0,0,0,-1.362178844749,0,0,0,0
136,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.53139596490655,0,0,0,-1.34179169265553,0,0,0,0,0,0,0,0,0,0
137,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.28299407940358,0,0,0,0,-1.50506438710727,0,0,0,0,0,0,0,0,0
138,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.58676276134793,0,0,0,0,-1.25159655383322,1.32838613935746,0,0,0,0,0,0,0,0
139,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.61152761033736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.37645968713332,0,0,0,0,0,0,0,0,-1.7376026713755,0,0,0,0,0
141,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.43191811139695,-1.52993812516797,0,0,0,-1.42641450359952,0,0,0,0,0,1.43189787957817,0,0,0
142,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.50105627905577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.53284977073781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.34365496831015,0,0,0,0,0,0,0,0,0,0,0,0,1.26987182360608,1.642317724647
145,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.31218799843919,0,0,0,0,0,1.6418664570665,0,0,0,0,0,0,0,-1.60842947522178
146,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.55761967913713,-1.7478178285528,0,0,0,0,0,0,1.34229234559461,0,0,0,0,0,0
147,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.2533998505678,0,0,0,0,0,0,0,0,0,-1.36264474946074,0,0,0,0
148,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.42348323657643,0,-1.49458245385904,0,0,0,0,0,0,0,0,0,0,0,-1.7319706970593
149,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.58880226360634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.41473706450779,0,0,0,0,1.38971466920339,0,0,0,0,0,0,0,0,0
151,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.48556300404016,0,0,0,0,0,0,0,0,0,1.62484430591576,0,0,0,0
152,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.52283470425755,0,0,0,0,0,0,0,0,0,0,1.28500867402181,0,1.69760165049229,0
153,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.71307004336268,0,0,0,0,1.65947430860251,0,0,0,0,0,0,0,1.54256235004868,0
154,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.37235663004685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.6384461929556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.36213397304527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.41669980762526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.71503722458147,0,0,0,0,0,0,0,0,0,0,-1.66880524426233,0,0,0
159,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.56830450124107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.29035420867149,0,0,0,0,1.55496827862225,0,0,0,0,0,0,0,-1.25361158116721,0
161,1,"ifeval_like","weak",1.25,1.75,1.25,1.75,0.075,"random",15,500,1.43243586830795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
