"item","block","H","p","p_master","loading_seed","separation","block_size_mode","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","F1","F2","F3","F4","F5"
36,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.33185761002824,0,0,0,0
37,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.49779317667708,0,0,0,0
38,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.40160933602601,0,0,0,0
39,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.2570299974177,0,0,0,0
40,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.53961774962954,0,0,0,0
41,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.22521474095993,0,0,0,0
42,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.62890524463728,0,0,0,0
43,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.79098943271674,0,0,0,0
44,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.78608196577989,0,0,0,0
45,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.23807443398982,0,0,0,0
46,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.30654941522516,0,0,2.7406865414232,0
47,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.97543884883635,0,0,0,0
48,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.89999122079462,0,0,0,0
49,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.18983723828569,0,0,0,0
50,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.24964406853542,0,0,0,0
51,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.79037012881599,0,0,0,0
52,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.0449884722475,0,0,0,0
53,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.91183632798493,0,0,0,0
54,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.20022000279278,0,0,0,0
55,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.4953148518689,0,2.77430303581059,0,0
56,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.85601488989778,0,0,0,0
57,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.12848639232107,0,0,0,0
58,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.19258694862947,0,0,0,0
59,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.25450398074463,0,0,0,0
60,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.79652571165934,0,0,0,0
61,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.9951127525419,0,-2.45303558465093,0,0
62,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.36323717026971,0,0,0,0
63,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.42166327522136,0,2.74747843667865,0,0
64,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.295214737067,0,0,0,0
65,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.70966618461534,0,0,0,0
66,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.72888996847905,0,0,0,0
67,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.32482236251235,0,0,0,0
68,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.59576332895085,0,0,0,0
69,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.73686862550676,0,0,0,0
70,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.90146993100643,0,0,0,0
71,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.90670204162598,0,0,0,0
72,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.13689728779718,0,0,0,0
73,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.95552486693487,0,0,0,0
74,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.94577732821926,0,0,0,0
75,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.45028200396337,0,0,0,0
76,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.87742683431134,0,0,0,0
77,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.85856599337421,0,0,0,0
78,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.04691032576375,0,0,0,0
79,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.22002655849792,0,0,0,0
80,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.46842093369924,-2.11474451189861,0,0,0
81,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.03645264287479,0,0,0,0
82,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.47778217145242,0,0,0,0
83,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.32137244078331,0,0,0,0
84,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.03609507856891,0,0,0,0
85,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.47276407037862,0,0,0,0
86,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.02379810204729,0,0,0,0
87,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.03635133779608,0,0,0,0
88,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.64851288497448,0,0,0,0
89,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.62003261153586,0,0,0,0
90,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.40987927070819,0,0,0,0
91,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.92470889538527,0,0,0,0
92,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.20863679517061,0,0,0,0
93,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.89592706551775,0,0,0,0
94,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.06979094073176,0,0,2.24019870208576,0
95,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.33510065684095,0,0,0,0
96,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.46405653771944,0,0,0,0
97,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.07523155934177,0,0,0,0
98,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.40140719339252,0,2.44301402429119,0,0
99,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.30591540387832,0,0,0,0
100,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.54561973293312,0,0,0,0
101,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.42983055021614,0,0,0,0
102,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.47111291461624,0,0,0,2.05462252092548
103,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.71818391419947,0,0,0,0
104,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.85860783443786,0,0,0,0
105,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.63478759443387,0,0,0,0
106,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.60756845911965,0,0,0,0
107,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.43497608741745,0,0,0,0
108,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.29140576627105,0,0,0,0
109,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.2407549507916,0,0,0,0
110,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.94839410064742,0,0,0,0
111,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.6708190953359,2.35759723978117,0,0,0
112,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.31398483063094,0,0,0,0
113,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.83430513949133,0,0,0,0
114,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.41533361026086,0,-2.31994830095209,0,0
115,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.20338629256003,0,2.63991152355447,0,0
116,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.45057777292095,0,0,0,0
117,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.93626429745927,0,0,0,0
118,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.40459168795496,0,0,0,0
119,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.65750619303435,0,0,0,0
120,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.13274281192571,0,0,0,0
121,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.34822785668075,0,0,0,0
122,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.56371403858066,0,0,0,0
123,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.57816499355249,0,0,0,0
124,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.81429618224502,0,0,0,0
125,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.87192397098988,0,0,0,0
126,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.75824667490087,0,0,0,0
127,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.27179812104441,0,0,0,0
128,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.55802596569993,0,0,0,0
129,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.36032309615985,0,0,0,0
130,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.07247629039921,0,0,0,0
131,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.14495377452113,0,0,0,0
132,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.56252142065205,0,0,0,0
133,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.29865322588012,0,0,0,0
134,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.6255283174105,0,0,0,0
135,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.50423299730755,0,0,-2.83633599546738,0
136,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.4543066509068,0,0,0,0
137,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.29919074592181,2.94698413019069,0,0,0
138,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.17513669608161,0,0,2.39969565463252,-2.14319502934813
139,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.07547408062965,0,0,0,0
140,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.02946952614002,0,0,0,0
141,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.64821074181236,0,0,0,0
142,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.84569306182675,0,0,2.41912220884115,0
143,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.71038612071425,0,0,0,0
144,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.89129513967782,0,0,0,0
145,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.85768194845878,0,-2.7314689848572,0,0
146,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.85281122964807,0,0,0,0
147,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.85233318153769,0,0,0,0
148,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.43403409724124,0,0,0,0
149,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.33241304988042,0,0,0,0
150,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.16414505476132,0,0,0,0
151,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.04257912188768,0,0,0,-2.31806099321693
152,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.21456057974137,0,0,0,0
153,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.27521429210901,0,0,0,0
154,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.43740271520801,0,0,0,0
155,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.46683903853409,0,0,0,0
156,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.27667649253272,0,0,0,0
157,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.03953625448048,0,0,0,0
158,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.04721502307802,0,0,0,0
159,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.87582278554328,0,0,0,0
160,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.30680594290607,0,0,0,0
161,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.04657755093649,0,0,0,0
162,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.48278396925889,0,0,0,0
163,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.94730280549265,0,0,0,0
164,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.19514504820108,0,0,0,0
165,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.95599109074101,0,0,0,0
166,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.33238265151158,0,-2.64364311238751,0,0
167,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.5294276252389,0,0,0,0
168,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.19236941449344,0,0,0,2.60019680904225
169,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.83018900174648,0,0,0,0
170,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.04877216741443,0,0,0,0
171,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.87012938293628,0,0,0,0
172,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.58940469915979,0,0,0,0
173,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.77669125585817,0,0,0,0
174,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.56152201676741,0,0,0,0
175,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.10741763957776,0,0,2.39924922003411,0
176,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.24628842924722,0,0,0,0
177,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.61170658143237,0,0,0,0
178,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.87670578318648,0,0,-2.96963151195087,0
179,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.8871057452634,0,0,2.63862157147378,0
180,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.43944773823023,0,0,0,0
181,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.98731299769133,0,0,0,-2.73561419569887
182,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.12612653453834,0,0,0,0
183,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.74593393993564,0,0,0,0
184,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.04451705282554,0,0,0,0
185,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.97109105088748,0,0,0,0
186,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.08910884312354,0,0,0,0
187,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.43679584912024,0,0,0,0
188,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.63870872044936,0,0,0,0
189,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.4560806392692,0,0,0,0
190,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.04601127002388,0,0,-2.9533901263494,-2.88140642363578
191,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.15828787791543,0,0,0,0
192,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.49593245587312,0,0,0,0
193,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.45237974869087,0,0,0,0
194,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.3743286812678,0,0,-2.2997849250678,-2.40363912284374
195,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.92762403492816,0,0,0,0
196,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.00447386107408,0,0,0,0
197,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.05130190518685,0,0,0,-2.90103647322394
198,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.35147740622051,0,0,0,0
199,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.86536734248511,0,-2.1823044619523,0,0
200,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.84987084427848,0,0,0,0
201,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.1559279023204,0,2.37936844886281,0,0
202,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.56552350637503,0,0,0,0
203,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.78498447290622,0,0,0,0
204,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.73755435040221,0,0,0,0
205,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.94989082985558,0,0,0,0
206,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.54139634873718,0,0,0,0
207,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.62788124918006,0,0,0,0
208,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.84638799377717,0,0,0,0
209,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.9067421532236,0,0,0,0
210,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.97269610036165,0,0,0,0
211,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.92118908301927,0,0,0,0
212,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.32017712551169,0,0,0,0
213,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.1785112102516,0,0,0,0
214,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.98884047172032,0,0,0,0
215,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.08688716241159,0,0,0,0
216,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.71542622707784,0,0,0,0
217,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.32041796320118,0,0,0,0
218,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.88314834958874,0,0,0,0
219,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.16735081141815,0,0,0,0
220,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.30525454925373,0,0,0,0
221,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.51961354957893,-2.72447718749754,0,0,0
222,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.43935369653627,0,0,0,0
223,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.53356152656488,0,0,0,0
224,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.54546807147563,0,0,0,0
225,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.16234118607827,0,0,0,0
226,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.71677430393174,0,0,0,0
227,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.37441801675595,0,0,0,0
228,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.32201486453414,0,0,0,0
229,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.16193980234675,0,0,0,0
230,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.13992853765376,0,0,0,0
231,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.84590755635872,0,0,0,0
232,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.38648125925101,0,0,0,0
233,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.52579193096608,0,0,0,0
234,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.56564601371065,0,0,0,0
235,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.45807229564525,0,0,0,0
236,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.27112744748592,0,0,0,0
237,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.66876886459067,0,0,2.65714041958563,0
238,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.22858867398463,0,0,0,0
239,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.78306880197488,2.8523790880572,0,0,0
240,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.20282948063686,0,0,0,0
241,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.88218286307529,0,0,0,0
242,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.61169794970192,0,0,0,0
243,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.80454238248058,0,0,0,0
244,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.95501724630594,0,0,0,0
245,1,5,2000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.68350583338179,0,0,0,0
