"item","block","H","p","p_master","loading_seed","separation","block_size_mode","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10"
28,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.99400719348341,0,0,0,2.50872747320682,0,0,0,0,0
29,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.88488119328395,0,0,0,0,0,0,0,0,0
30,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.02373236045241,0,0,0,0,0,0,-2.4522427523043,0,0
31,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.64565813355148,0,0,0,0,0,0,0,0,0
32,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.47458886355162,0,0,0,0,0,2.42257702630013,0,0,0
33,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.90964462468401,2.19418875779957,0,0,0,0,0,0,0,0
34,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.05476657906547,0,0,0,0,0,0,0,0,0
35,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.6507464570459,0,0,0,0,0,2.58334380295128,0,0,0
36,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.93790512019768,0,0,2.06121189449914,0,0,0,0,0,0
37,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.2951173579786,0,0,0,0,0,0,0,0,0
38,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.17753317439929,0,0,0,0,0,0,0,0,0
39,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.05687183816917,0,0,0,0,0,-2.39098949753679,0,0,0
40,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.98461762000807,0,0,0,0,2.88850215054117,0,0,0,0
41,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.79099404648878,0,0,0,0,0,0,0,2.31226553954184,0
42,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.46915814559907,0,0,0,0,0,0,0,0,0
43,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.52306809765287,0,0,0,0,0,0,0,0,0
44,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.61835342366248,0,0,0,-2.55114438058808,0,0,0,0,0
45,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.25959780067205,0,0,0,0,0,0,0,0,0
46,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.20967056811787,0,0,0,0,0,0,0,0,0
47,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.66563286911696,0,-2.65473715309054,0,0,0,0,0,0,0
48,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.43305551051162,0,2.99853760632686,-2.11700505693443,0,0,0,0,0,0
49,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.08394748484716,0,0,0,0,2.89656481612474,0,0,0,0
50,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.66589486738667,0,0,0,0,0,0,0,0,0
51,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.5057356976904,0,0,0,0,0,0,0,0,0
52,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.3987986871507,0,0,0,0,0,0,-2.63963190931827,0,0
53,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.75329508259892,0,0,0,0,0,0,0,0,0
54,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.00517158978619,0,0,0,0,0,0,0,2.02264845347963,0
55,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.20424036518671,0,0,0,0,0,0,0,-2.17982950806618,0
56,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.07968486449681,0,0,0,0,0,0,0,0,0
57,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.84759088931605,0,0,0,0,0,0,0,-2.58125953585841,0
58,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.55917934072204,-2.49193918006495,0,0,0,0,0,0,-2.93629727582447,0
59,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.39855189039372,0,-2.63917722390033,0,0,0,0,0,0,0
60,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.27098795305938,0,2.04769698344171,0,0,0,0,0,0,0
61,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.06672445591539,0,0,0,0,0,0,0,0,0
62,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.23501764959656,0,0,0,0,0,0,0,0,0
63,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.83806690061465,0,0,0,0,0,0,0,0,0
64,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.73470209934749,0,0,0,0,0,0,0,0,0
65,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.90591868944466,0,0,0,0,0,0,0,0,0
66,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.51262638601474,0,0,0,0,0,0,2.56666888017207,0,0
67,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.70053597097285,-2.62329396302812,0,-2.77740461123176,2.2089542769827,0,0,0,0,0
68,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.89881160994992,0,0,0,0,0,0,0,0,0
69,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.10897242790088,0,0,0,0,0,0,0,0,0
70,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.50030713248998,0,0,0,0,0,0,0,0,0
71,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.93500949325971,0,0,0,0,0,0,0,0,0
72,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.91675863321871,0,0,0,0,0,0,0,0,0
73,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.58875515428372,0,0,0,0,0,0,0,0,0
74,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.14557846123353,0,0,0,0,0,0,0,0,0
75,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.28643456078134,0,0,0,0,0,0,0,0,0
76,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.25069810007699,-2.91229804279283,0,0,0,0,0,0,0,0
77,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.93371413531713,0,0,0,0,0,0,0,0,0
78,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.71275002299808,0,0,0,0,0,0,0,2.84649808565155,0
79,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.47311496338807,2.13776283385232,0,0,0,0,0,0,0,0
80,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.39883219636977,-2.20576879940927,0,0,0,0,0,0,0,0
81,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.05778387677856,0,0,0,-2.15856564021669,0,0,0,0,0
82,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.74163366947323,0,0,0,0,0,0,0,0,0
83,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.76994118886068,0,0,0,0,0,0,0,0,0
84,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.98164780507796,0,0,0,0,0,0,0,0,0
85,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.57819137815386,0,0,0,0,0,0,0,0,0
86,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.51425483031198,0,0,0,-2.39767216774635,0,-2.76843454269692,0,0,0
87,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.54317677137442,0,0,0,0,0,0,0,0,0
88,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.10587841272354,0,0,0,0,0,-2.0241808234714,0,0,0
89,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.11941105592996,0,0,0,0,0,0,0,0,0
90,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.41430348530412,0,0,0,0,0,2.47352912626229,0,0,0
91,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.57657022355124,0,0,0,0,0,0,0,0,0
92,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.12040855945088,0,0,0,0,0,0,0,0,0
93,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.21913677919656,0,0,0,0,0,2.35441048326902,0,0,0
94,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.51893499935977,0,0,0,0,0,0,0,0,0
95,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.9162484635599,0,0,0,0,0,0,0,0,0
96,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.14231545757502,0,0,0,-2.80938991624862,0,0,0,0,0
97,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.48724553640932,0,0,0,0,2.06045342655852,0,0,0,0
98,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.54951785784215,0,2.62741775903851,0,0,0,0,0,0,0
99,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.78041870938614,0,0,0,0,0,0,0,0,0
100,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.89843862177804,0,0,0,0,0,0,0,0,0
101,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.19413767661899,0,2.66053069522604,0,0,0,0,0,0,0
102,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.56501455558464,0,0,0,0,0,0,0,0,0
103,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.91830949974246,0,0,0,0,0,0,0,0,0
104,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.10437055048533,0,0,0,0,0,0,0,0,0
105,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.01661708205938,0,0,0,0,0,2.41963285650127,0,0,0
106,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.80502930609509,0,0,0,0,0,-2.91576378978789,0,0,0
107,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.20712668728083,0,0,0,0,0,0,0,0,0
108,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.92973743774928,0,0,0,0,0,0,-2.77739567728713,0,0
109,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.99831328121945,0,0,0,0,0,0,0,0,0
110,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.10403163800947,0,0,0,0,0,0,0,0,0
111,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.69436544994824,0,0,0,0,0,0,0,0,0
112,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.26492799189873,0,0,0,0,0,0,0,0,0
113,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.65909022348933,0,0,0,0,0,0,0,2.63973523746245,0
114,1,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.53352619241923,0,0,0,0,0,0,0,0,0
115,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.4964467487298,2.75947337178513,0,0,0,0,0,0,0,0
116,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.98149018827826,0,0,2.98101546382532,0,0,0,0,0
117,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.00868167332374,0,0,0,0,0,0,0,0
118,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.24238976743072,0,0,0,0,0,0,0,0
119,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.25934342085384,0,0,0,0,0,0,0,0
120,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.53214682079852,0,0,0,0,0,0,0,0
121,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.89329136372544,0,0,0,0,0,0,0,0
122,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.73144848411903,0,0,0,0,0,0,0,0
123,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.48437857092358,0,0,0,0,0,0,0,0
124,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.98504861071706,0,0,0,0,0,2.588167660404,0,0
125,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.54708788380958,0,0,0,0,0,0,0,0
126,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.27070231596008,0,0,2.36393316229805,0,0,0,0,0
127,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.83209782559425,0,0,0,0,0,0,0,0
128,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.33062600856647,0,0,0,0,0,0,0,0
129,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.97708253888413,0,0,0,0,0,0,0,0
130,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.95916480198503,0,0,0,0,0,0,0,0
131,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.90106209740043,0,0,0,0,0,0,0,0
132,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.00182068231516,0,0,0,-2.81363773113117,0,0,0,0
133,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.96252668905072,0,0,0,0,0,0,0,0
134,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.09274784754962,0,0,0,0,0,0,0,2.3705611852929
135,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.32332733087242,0,0,0,0,0,0,0,0
136,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.95581331895664,0,0,0,0,0,0,0,0
137,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.01950804167427,0,0,0,0,0,0,0,0
138,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.81507054925896,0,0,0,0,0,0,0,0
139,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.1813729708083,0,0,2.03924807207659,0,0,0,0,0
140,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.99355443753302,0,0,0,0,0,0,0,0
141,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.85438895295374,0,0,0,-2.2013813527301,0,0,0,2.1398268120829
142,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.77401271183044,2.10578251467086,0,0,0,0,0,0,0
143,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.17237005615607,0,0,0,0,0,0,0,0
144,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.05977193429135,0,0,0,0,0,0,0,0
145,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.5376428226009,0,0,0,0,0,0,0,0
146,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.35583958169445,0,0,-2.76405232236721,0,0,0,-2.49201385583729,0
147,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.96166125498712,0,0,0,0,0,0,0,0
148,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.80731793656014,0,0,0,0,2.59275551023893,0,0,0
149,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.8249121629633,0,0,0,0,0,0,0,0
150,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.59239012026228,0,0,0,0,0,0,0,0
151,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.73367515020072,0,0,0,0,0,0,0,2.4444586916361
152,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.76882655196823,0,0,0,2.02458963845856,0,0,0,2.49581257277168
153,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.97850260441191,0,0,0,0,0,0,0,0
154,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.71322038234212,0,0,0,0,0,0,0,0
155,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.03240569145419,0,0,0,0,0,0,0,0
156,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.75108919362538,0,0,0,-2.70538657950237,0,2.90549331251532,0,0
157,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.76607003202662,0,0,0,0,0,0,0,0
158,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.17550804954953,0,0,0,0,0,0,0,0
159,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.11117072356865,-2.60035404143855,0,0,0,0,0,0,0
160,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.30585118988529,0,0,0,0,0,0,0,0
161,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.5573689090088,0,0,0,0,0,0,2.53999582980759,0
162,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.59417543350719,0,0,0,0,0,2.06480961153284,0,0
163,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.04079129896127,0,0,0,0,0,0,0,0
164,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.37368824332952,0,0,-2.46250454499386,0,0,0,0,0
165,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.88522695982829,0,0,0,0,0,0,2.65542894788086,0
166,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,-2.21064523048699,2.25975740258582,0,0,0,0,0,0,0,0
167,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.66430001473054,0,0,0,0,0,0,0,0
168,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.69614638318308,0,2.67745333211496,0,2.50301292701624,0,0,-2.88720735651441,0
169,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.85789190651849,2.55266889883205,0,0,0,0,0,0,0
170,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.98136804788373,0,0,0,0,0,0,0,0
171,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.58725745300762,0,0,0,0,0,0,0,0
172,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.44573589414358,-2.74356837105006,0,0,0,0,0,0,0
173,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.92173457588069,0,0,0,0,0,0,0,0
174,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.89947384921834,0,0,0,0,0,0,0,0
175,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.32489219564013,0,0,0,0,0,0,0,0
176,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.18107904866338,0,0,0,0,0,0,0,0
177,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.68836686946452,0,0,0,-2.95854089199565,0,0,0,0
178,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.50710642593913,0,0,0,0,0,0,0,0
179,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.61557751637883,0,0,0,0,0,0,0,0
180,2,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.02501908293925,0,0,0,2.35388619475998,0,0,0,0
181,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.06595701607876,0,0,0,0,0,0,0
182,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.88708454649895,0,0,0,0,0,0,0
183,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.1011524416972,0,0,0,0,0,0,0
184,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.1819753232412,0,0,0,-2.38653094507754,0,0,0
185,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.36646597483195,0,0,0,0,0,0,0
186,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.12719598016702,0,0,0,0,0,0,0
187,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.1038787481375,2.80855826218612,0,0,0,0,0,0
188,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.05675354832783,0,0,0,0,0,2.41836679377593,0
189,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.69404492946342,0,0,0,0,0,0,0
190,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.27849106676877,0,0,0,0,0,0,0
191,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.25784503598697,0,0,0,0,0,0,0
192,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.59726175270043,0,0,0,0,0,0,0
193,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.43426866619848,0,0,0,0,0,0,0
194,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.86909806728363,0,0,0,0,0,0,0
195,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.28772416384891,0,0,2.35747333080508,0,0,0,0
196,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,-2.33262064051814,2.98175355535932,0,0,0,2.75631887558848,0,0,0
197,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.44322629575618,0,0,0,0,0,0,0
198,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.68101946520619,0,0,0,0,0,0,0
199,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.60287166433409,0,0,0,0,0,0,0
200,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.7872898876667,0,0,0,0,0,-2.8136724899523,0
201,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.54360881191678,0,2.26395332650281,0,0,0,0,0,0,0
202,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,2.43546480010264,2.57520582666621,0,0,0,0,0,0,0
203,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.20498663792387,0,0,0,0,0,0,0
204,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.94320320291445,0,0,0,0,0,0,0
205,3,10,500,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,0,0,2.93849559407681,0,0,0,0,0,0,0
