"H_true","G_true","n","p","block_size_mode","loading_strength","cross_loading_prob","gibbs_method","product_rows","gibbs_rows","factor_score_rmse_product","factor_score_rmse_gibbs","factor_score_rmse_product_minus_gibbs","lambda_rmse_product","lambda_rmse_gibbs","lambda_rmse_product_minus_gibbs","alpha_rmse_product","alpha_rmse_gibbs","alpha_rmse_product_minus_gibbs","marginal_mu_rmse_product","marginal_mu_rmse_gibbs","marginal_mu_rmse_product_minus_gibbs","marginal_var_rmse_product","marginal_var_rmse_gibbs","marginal_var_rmse_product_minus_gibbs","marginal_weight_rmse_product","marginal_weight_rmse_gibbs","marginal_weight_rmse_product_minus_gibbs","seconds_product","seconds_gibbs","seconds_product_minus_gibbs","seconds_gibbs_div_product"
5,"3-3-3-3-3",400,500,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.127796787882036,0.142124320803431,-0.0143275329213951,0.326209906839761,0.318878779914006,0.00733112692575494,0.229284447817121,0.256270562055631,-0.0269861142385102,0.0642332679806529,0.100592736579074,-0.036359468598421,0.0208012728811836,0.0535536135463783,-0.0327523406651948,0.0292724866999321,0.0374655126386035,-0.00819302593867148,17.90512,88.66544,-70.76032,4.95196010973398
5,"3-3-3-3-3",400,1000,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.107604355115947,0.126807051233799,-0.0192026961178514,0.322172461527024,0.317599302187615,0.00457315933940861,0.211700857142159,0.259617321089427,-0.0479164639472688,0.0578236077349189,0.0871816236029152,-0.0293580158679963,0.0274650387731229,0.0398763094976971,-0.0124112707245742,0.0233547069456815,0.031384506570138,-0.00802979962445654,29.73692,165.41788,-135.68096,5.56271059679348
10,"2-2-2-2-2-2-2-2-2-2",100,500,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.140468688148061,0.15507174924014,-0.0146030610920791,0.453316662307275,0.403479037999203,0.0498376243080723,0.395871858337695,0.38532517283656,0.0105466855011349,0.0916008499209633,0.0896965074942292,0.00190434242673412,0.0497896059910864,0.0607939246452679,-0.0110043186541815,0.047121937851417,0.046349827946616,0.000772109904800942,5.64916,75.92676,-70.2776,13.4403628150026
10,"2-2-2-2-2-2-2-2-2-2",100,1000,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.119624075041843,0.136746718715098,-0.0171226436732547,0.449226013382462,0.399182594700728,0.0500434186817333,0.420376374504505,0.400498881463321,0.019877493041184,0.0906101975512132,0.0894576107782019,0.00115258677301132,0.068431138354942,0.0598497140973851,0.00858142425755691,0.0474193913641982,0.0461763767470177,0.00124301461718049,7.29228,181.55584,-174.26356,24.8969924358363
10,"2-2-2-2-2-2-2-2-2-2",200,500,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.137200483613297,0.144434586040741,-0.00723410242744371,0.327458463673724,0.305548069867384,0.0219103938063402,0.299434006554392,0.295347864502917,0.00408614205147417,0.0671637052789238,0.0659243744736999,0.00123933080522397,0.0292437106296779,0.040033232474576,-0.0107895218448981,0.0348089511414936,0.0344149686624554,0.00039398247903815,9.39688,86.95056,-77.55368,9.25313082640196
10,"2-2-2-2-2-2-2-2-2-2",200,1000,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.111135475657105,0.120561793903648,-0.0094263182465428,0.326667845774681,0.29885147271443,0.0278163730602507,0.315841884809628,0.30419241550401,0.0116494693056187,0.0642537117068164,0.0659014251071838,-0.00164771340036733,0.0383150095491823,0.0396165546312714,-0.00130154508208905,0.033754201990293,0.0343602641704782,-0.000606062180185184,13.02412,209.17788,-196.15376,16.060807179295
10,"2-2-2-2-2-2-2-2-2-2",400,500,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.132667217022231,0.137949524776416,-0.00528230775418517,0.287764027058483,0.28889889080094,-0.00113486374245708,0.256916322526063,0.256961001208836,-4.46786827738022e-05,0.0478654019444297,0.046306282943212,0.00155911900121766,0.0193121641922719,0.0241891880255202,-0.00487702383324834,0.0242665597413073,0.0243066217565746,-4.00620152672705e-05,18.8464,112.78356,-93.93716,5.98435563290602
10,"2-2-2-2-2-2-2-2-2-2",400,1000,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.115154729065809,0.113032637799741,0.00212209126606787,0.292915554893345,0.282545091283529,0.0103704636098159,0.261689427246013,0.271680245283807,-0.00999081803779395,0.0555178323122452,0.0464112602797254,0.00910657203251976,0.0270660799313436,0.0256294083130778,0.0014366716182658,0.0295820596706065,0.024311083433097,0.00527097623750953,31.941,228.15716,-196.21616,7.14308130615823
10,"3-3-3-3-3-3-3-3-3-3",100,500,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.145598413531473,0.166229798824419,-0.0206313852929463,0.451142450124802,0.353190965259955,0.0979514848648474,0.337080675173354,0.347912481123362,-0.0108318059500075,0.285475691257509,0.260027125816811,0.0254485654406978,0.242877722874458,0.303567060701731,-0.060689337827273,0.118674544688244,0.0867667960209783,0.0319077486672661,11.93536,76.44568,-64.51032,6.40497479757628
10,"3-3-3-3-3-3-3-3-3-3",100,1000,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.126242256022981,0.147081568690305,-0.0208393126673238,0.45039512329381,0.345915813508784,0.104479309785026,0.359429908130915,0.360556820919052,-0.00112691278813709,0.23857334715911,0.258081382939216,-0.0195080357801056,0.22711433856414,0.298273505623539,-0.0711591670593994,0.090583710096174,0.0864021748479936,0.00418153524818045,13.741,180.41436,-166.67336,13.1296383087112
10,"3-3-3-3-3-3-3-3-3-3",200,500,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.140802076897615,0.147324321273445,-0.0065222443758309,0.32591184173599,0.271864983175336,0.0540468585606548,0.260158146999608,0.275835961783594,-0.0156778147839857,0.101860665677003,0.244460271260042,-0.142599605583039,0.070472059025869,0.264527779812181,-0.194055720786312,0.0437039927192708,0.0768876914449392,-0.0331836987256684,10.47012,87.54212,-77.072,8.36113817224635
10,"3-3-3-3-3-3-3-3-3-3",200,1000,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.108345862406537,0.123954899216701,-0.0156090368101642,0.321864104550483,0.27419402400776,0.0476700805427231,0.266441684941487,0.273494550639072,-0.00705286569758512,0.081059632056097,0.203327001810167,-0.12226736975407,0.0636803298680138,0.217102352685554,-0.153422022817541,0.0365677005081389,0.0600954920137265,-0.0235277915055875,14.39972,549.64672,-535.247,38.170653318259
10,"3-3-3-3-3-3-3-3-3-3",400,500,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.128259895191991,0.135081188573691,-0.0068212933816994,0.284745324910915,0.277848816674325,0.00689650823658966,0.212945675091688,0.221132786765204,-0.00818711167351618,0.0587626652100221,0.0863489162604548,-0.0275862510504327,0.0186940903703868,0.0614367085064838,-0.0427426181360969,0.0300693849856442,0.0343719759352331,-0.00430259094958898,20.02572,113.70564,-93.67992,5.67798011756881
10,"3-3-3-3-3-3-3-3-3-3",400,1000,"ifeval_min30","strong",0.05,"viroli_laplace_gibbs",25,25,0.102016347828571,0.113505478379823,-0.0114891305512514,0.285370548445932,0.273665783728043,0.0117047647178884,0.213090223864813,0.222364125035496,-0.00927390117068269,0.0561573356696422,0.0735749256197886,-0.0174175899501464,0.0244454886659185,0.0457893685558685,-0.02134387988995,0.0255928698419652,0.0294350144758274,-0.00384214463386227,33.43504,228.86728,-195.43224,6.84513253161952
5,"2-2-2-2-2",100,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.136120452074492,0.390838589019486,-0.254718136944994,0.494006153050143,0.692597763443665,-0.198591610393523,0.467025061148684,0.484048016540229,-0.0170229553915449,0.0881660934130413,0.220113768730417,-0.131947675317376,0.0533155006993861,0.272200223541335,-0.218884722841949,0.0455137533733132,0.0593917012300581,-0.0138779478567449,5.20544,12.75012,-7.54468,2.44938372164505
5,"2-2-2-2-2",100,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.143930604052085,0.571470347992261,-0.427539743940176,0.495765913054993,0.897647702382289,-0.401881789327297,0.441146106235638,0.520279303124562,-0.0791331968889234,0.0901867357655325,0.333214713205402,-0.243027977439869,0.0676990988983892,0.347338959997035,-0.279639861098645,0.0463838362341185,0.0970643234037154,-0.0506804871695969,5.12272,52.03556,-46.91284,10.1577989817909
5,"2-2-2-2-2",200,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.13169453417903,0.159590912946297,-0.0278963787672666,0.354610149584993,0.395039360338921,-0.0404292107539273,0.353238595311913,0.371727227179787,-0.0184886318678738,0.0698102221979169,0.0773985554299307,-0.00758833323201381,0.0339910899416447,0.0582289883294301,-0.0242378983877854,0.0359393587262403,0.0356964731033208,0.000242885622919478,8.59268,21.70164,-13.10896,2.52559620514205
5,"2-2-2-2-2",200,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.130608163842121,0.149047236251978,-0.0184390724098572,0.360867437817973,0.387303789046434,-0.0264363512284606,0.368507735415922,0.367960643054525,0.000547092361396384,0.0670843228311794,0.0746560941708169,-0.00757177133963741,0.0438705322796053,0.056275197785609,-0.0124046655060037,0.0349039513733632,0.0359173645011177,-0.00101341312775454,10.37212,76.57872,-66.2066,7.38313093176708
5,"2-2-2-2-2",400,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.130667419228256,0.134447084305953,-0.00377966507769692,0.315628347679778,0.256153937515165,0.0594744101646134,0.313843259740748,0.263777388511316,0.0500658712294315,0.0456342669129887,0.0426020508348079,0.00303221607818081,0.0273872642914699,0.0266225389564849,0.000764725334984936,0.0230331757057693,0.0220087091685394,0.00102446653722996,17.54032,40.44668,-22.90636,2.30592600363049
5,"2-2-2-2-2",400,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.113022348543402,0.109726150411263,0.00329619813213949,0.316346322768233,0.249493782008446,0.0668525407597874,0.313177285581949,0.262986496275969,0.0501907893059802,0.0495576828398522,0.0422740263671238,0.00728365647272838,0.0314111760248716,0.0232310397826529,0.00818013624221868,0.0256783242807813,0.0220037323838362,0.00367459189694511,28.88864,113.02876,-84.14012,3.91256770827564
5,"3-3-3-3-3",100,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.148756679023052,0.669947259723181,-0.521190580700129,0.511457892252868,1.02706841930214,-0.515610527049276,0.347734122520827,0.467011989816315,-0.119277867295488,0.2791944385242,0.452144550240152,-0.172950111715953,0.236946883311337,0.498347174959139,-0.261400291647802,0.133449879189818,0.0868123979695665,0.046637481220251,5.78148,12.96872,-7.18724,2.24314881310668
5,"3-3-3-3-3",100,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.181284672994305,0.718761243196159,-0.537476570201854,0.523257968634628,1.10593634170289,-0.582678373068257,0.387198000438494,0.469267131180106,-0.0820691307416114,0.303584153351198,0.434563272632881,-0.130979119281683,0.256270899355876,0.501062054157945,-0.244791154802069,0.141807363829959,0.083601301368749,0.0582060624612104,5.39704,70.2346,-64.83756,13.0135407556735
5,"3-3-3-3-3",200,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.130004874148026,0.441361039058498,-0.311356164910473,0.363166440601818,0.616030481803494,-0.252864041201676,0.26202952840746,0.311241953922799,-0.0492124255153387,0.0898395593994651,0.359707277151796,-0.269867717752331,0.0617594619688809,0.451571192906013,-0.389811730937132,0.0383601457456997,0.0767464055193658,-0.0383862597736662,8.94132,22.12236,-13.18104,2.47417159882434
5,"3-3-3-3-3",200,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.142915848621403,0.468201738703851,-0.325285890082448,0.374077190018764,0.640694186624817,-0.266616996606053,0.308317216117827,0.308399161904054,-8.19457862261674e-05,0.115328934192522,0.394531120932993,-0.279202186740471,0.0873592625288608,0.446788784773306,-0.359429522244445,0.0386014954725931,0.0722551869657253,-0.0336536914931322,10.33692,78.14768,-67.81076,7.56005463909946
5,"3-3-3-3-3",400,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.127796787882036,0.201567634631612,-0.0737708467495762,0.326209906839761,0.273768876368068,0.052441030471693,0.229284447817121,0.206271110609241,0.0230133372078803,0.0642332679806529,0.149966958941468,-0.0857336909608155,0.0208012728811836,0.170604893697126,-0.149803620815942,0.0292724866999321,0.0404798718163448,-0.0112073851164127,17.90512,41.16344,-23.25832,2.29897593537491
5,"3-3-3-3-3",400,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.107604355115947,0.146896836846542,-0.0392924817305945,0.322172461527024,0.230884657542133,0.0912878039848907,0.211700857142159,0.206884171144229,0.00481668599792945,0.0578236077349189,0.101415984070628,-0.0435923763357086,0.0274650387731229,0.10205390886837,-0.0745888700952473,0.0233547069456815,0.0331679590532196,-0.00981325210753813,29.73692,114.69776,-84.96084,3.8570827106506
10,"2-2-2-2-2-2-2-2-2-2",100,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.140468688148061,0.877296115628484,-0.736827427480424,0.453316662307275,1.16702129236406,-0.713704630056788,0.395871858337695,0.710647845236412,-0.314775986898717,0.0916008499209633,0.581170206507656,-0.489569356586693,0.0497896059910864,0.581911148248443,-0.532121542257357,0.047121937851417,0.15537847572647,-0.108256537875053,5.64916,15.93988,-10.29072,2.82163719915881
10,"2-2-2-2-2-2-2-2-2-2",100,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.119624075041843,0.904387434312344,-0.784763359270501,0.449226013382462,1.21812237370344,-0.76889636032098,0.420376374504505,0.792948495991524,-0.372572121487019,0.0906101975512132,0.567232226618631,-0.476622029067417,0.068431138354942,0.592385739801859,-0.523954601446917,0.0474193913641982,0.162618210928682,-0.115198819564483,7.29228,61.60632,-54.31404,8.44815613223848
10,"2-2-2-2-2-2-2-2-2-2",200,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.137200483613297,0.763208901079419,-0.626008417466121,0.327458463673724,0.919426664527787,-0.591968200854062,0.299434006554392,0.502417228265306,-0.202983221710915,0.0671637052789238,0.60103042091865,-0.533866715639726,0.0292437106296779,0.574075626441992,-0.544831915812314,0.0348089511414936,0.129161611174679,-0.0943526600331851,9.39688,26.70652,-17.30964,2.84206247179915
10,"2-2-2-2-2-2-2-2-2-2",200,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.111135475657105,0.756048399573011,-0.644912923915905,0.326667845774681,0.919858921483466,-0.593191075708785,0.315841884809628,0.623872137279075,-0.308030252469446,0.0642537117068164,0.62521813272796,-0.560964421021144,0.0383150095491823,0.552428439870382,-0.514113430321199,0.033754201990293,0.155064298892103,-0.12131009690181,13.02412,92.95916,-79.93504,7.1374618784225
10,"2-2-2-2-2-2-2-2-2-2",400,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.132667217022231,0.643864757284471,-0.51119754026224,0.287764027058483,0.694301075362593,-0.40653704830411,0.256916322526063,0.303047640786666,-0.0461313182606031,0.0478654019444297,0.344552271849738,-0.296686869905309,0.0193121641922719,0.466462195317516,-0.447150031125244,0.0242665597413073,0.0783540569570474,-0.0540874972157401,18.8464,48.68228,-29.83588,2.58310764920621
10,"2-2-2-2-2-2-2-2-2-2",400,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.115154729065809,0.438556096605398,-0.32340136753959,0.292915554893345,0.480389600616787,-0.187474045723442,0.261689427246013,0.289860894520553,-0.0281714672745398,0.0555178323122452,0.224027759429258,-0.168509927117013,0.0270660799313436,0.304963491312425,-0.277897411381082,0.0295820596706065,0.0644780676460744,-0.0348960079754679,31.941,136.00928,-104.06828,4.25814094737172
10,"3-3-3-3-3-3-3-3-3-3",100,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.145598413531473,0.925765335961777,-0.780166922430304,0.451142450124802,1.28654480253216,-0.835402352407358,0.337080675173354,0.603852313254949,-0.266771638081594,0.285475691257509,0.741519476714366,-0.456043785456857,0.242877722874458,0.556649978556316,-0.313772255681858,0.118674544688244,0.141173524188186,-0.0224989794999416,11.93536,16.17248,-4.23712,1.3550056303287
10,"3-3-3-3-3-3-3-3-3-3",100,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.126242256022981,0.952737725252511,-0.82649546922953,0.45039512329381,1.33170321298712,-0.881308089693314,0.359429908130915,0.627963528103918,-0.268533619973003,0.23857334715911,0.789590866684513,-0.551017519525403,0.22711433856414,0.565283409561212,-0.338169070997072,0.090583710096174,0.155933205004813,-0.0653494949086389,13.741,62.41436,-48.67336,4.54219925769595
10,"3-3-3-3-3-3-3-3-3-3",200,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.140802076897615,0.848115385225468,-0.707313308327854,0.32591184173599,1.05861978712088,-0.732707945384893,0.260158146999608,0.502200970855482,-0.242042823855874,0.101860665677003,0.770720127408782,-0.668859461731779,0.070472059025869,0.582018710058327,-0.511546651032458,0.0437039927192708,0.121252721089688,-0.0775487283704173,10.47012,27.186,-16.71588,2.59653184490722
10,"3-3-3-3-3-3-3-3-3-3",200,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.108345862406537,0.859233976015167,-0.750888113608631,0.321864104550483,1.15431557508843,-0.832451470537949,0.266441684941487,0.591549134205665,-0.325107449264177,0.081059632056097,1.15661444231233,-1.07555481025623,0.0636803298680138,0.615928231034292,-0.552247901166278,0.0365677005081389,0.174493843558676,-0.137926143050537,14.39972,93.66096,-79.26124,6.50435980699625
10,"3-3-3-3-3-3-3-3-3-3",400,500,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.128259895191991,0.738490120386356,-0.610230225194365,0.284745324910915,0.763341131380641,-0.478595806469726,0.212945675091688,0.261052575345431,-0.0481069002537423,0.0587626652100221,0.416055625820215,-0.357292960610193,0.0186940903703868,0.535120925638696,-0.516426835268309,0.0300693849856442,0.0667588400803946,-0.0366894550947505,20.02572,49.56476,-29.53904,2.47505507916819
10,"3-3-3-3-3-3-3-3-3-3",400,1000,"ifeval_min30","strong",0.05,"viroli_gaussian_gibbs",25,25,0.102016347828571,0.641420091116317,-0.539403743287746,0.285370548445932,0.631308250120091,-0.345937701674159,0.213090223864813,0.24738487740684,-0.0342946535420269,0.0561573356696422,0.366946309351024,-0.310788973681382,0.0244454886659185,0.488374515299431,-0.463929026633512,0.0255928698419652,0.0628582650478859,-0.0372653952059207,33.43504,343.41516,-309.98012,10.2711155721662
