"method","H_true","G_true","n","p","block_size_mode","loading_strength","cross_loading_prob","n_result_rows","factor_score_rmse_mean","factor_score_rmse_sd","factor_score_rmse_n","lambda_rmse_mean","lambda_rmse_sd","lambda_rmse_n","alpha_rmse_mean","alpha_rmse_sd","alpha_rmse_n","marginal_mu_rmse_mean","marginal_mu_rmse_sd","marginal_mu_rmse_n","marginal_var_rmse_mean","marginal_var_rmse_sd","marginal_var_rmse_n","marginal_weight_rmse_mean","marginal_weight_rmse_sd","marginal_weight_rmse_n","seconds_mean","seconds_sd","seconds_n"
"independent_marginal_mixture",5,"2-2-2-2-2",400,1500,"ifeval_min30","strong",0.05,25,0.170035140931239,0.0071905160989057,25,0.391793729098338,0.00455549203778157,25,0.311468543689611,0.0440926811758807,25,0.137099762864603,0.0187219640041845,25,0.180842585771616,0.0114193591544159,25,0.069363358216148,0.0113713817812311,25,38.28784,4.4793458104951,25
"independent_marginal_mixture",5,"2-2-2-2-2",400,2000,"ifeval_min30","strong",0.05,25,0.163176044498097,0.00554257353534131,25,0.394816441325364,0.00620628032211367,25,0.309206592916506,0.0623606256579648,25,0.146943780566779,0.0282364385468183,25,0.181107175178026,0.0115280003358328,25,0.0741941522085415,0.0165953829177976,25,46.88244,5.33704193256901,25
"independent_marginal_mixture",5,"3-3-3-3-3",100,500,"ifeval_min30","strong",0.05,25,0.17521616024296,0.00871200849585353,25,0.693779593838523,0.00767362742603734,25,0.432810352114943,0.0501453416381923,25,0.289604337501249,0.0404350627564555,25,0.148758355746196,0.0112193017209911,25,0.231082172512074,0.0189779015320438,25,6.73716,1.87260862346265,25
"independent_marginal_mixture",5,"3-3-3-3-3",100,1000,"ifeval_min30","strong",0.05,25,0.164928882132883,0.0211864159781399,25,0.687670200436668,0.00771522392667552,25,0.443471829412453,0.071282148522511,25,0.274278472647352,0.030346566611752,25,0.158178753977177,0.00871653379458023,25,0.217751655403633,0.0258098991167348,25,5.17684,1.44186680730226,25
"independent_marginal_mixture",5,"3-3-3-3-3",100,1500,"ifeval_min30","strong",0.05,25,0.184747759746599,0.0172098035023174,25,0.683437040294266,0.00888425194320715,25,0.444463446234655,0.0732977100892135,25,0.264593649484927,0.028395719945048,25,0.153873061812897,0.00832909168925989,25,0.212621653809484,0.0170546083170187,25,6.15416,1.16171072417649,25
"independent_marginal_mixture",5,"3-3-3-3-3",100,2000,"ifeval_min30","strong",0.05,25,0.180764413041509,0.0169460680768013,25,0.693071258100726,0.0087531848384911,25,0.446157680731414,0.0815150440109803,25,0.255661076037098,0.0258156996989839,25,0.162210143598263,0.0125817526261994,25,0.214184632998294,0.0290516195595309,25,7.08508,1.7910215176448,25
"independent_marginal_mixture",5,"3-3-3-3-3",200,500,"ifeval_min30","strong",0.05,25,0.157704405935669,0.0070266650939851,25,0.525322467777655,0.00664263205002531,25,0.339938895259933,0.0433982178114812,25,0.179752940544437,0.0282597865970724,25,0.0934289370593973,0.0147716713995316,25,0.130643139669817,0.0171110584806878,25,10.90816,2.63901049448463,25
"independent_marginal_mixture",5,"3-3-3-3-3",200,1000,"ifeval_min30","strong",0.05,25,0.156885229691573,0.00947700199053157,25,0.523313966238867,0.00597224271785909,25,0.365609217721214,0.0779419905667989,25,0.175207818916142,0.0220426907365764,25,0.0975837924190526,0.0119074779039657,25,0.120494706750227,0.0165876748558746,25,10.0138,1.59553452380908,25
"independent_marginal_mixture",5,"3-3-3-3-3",200,1500,"ifeval_min30","strong",0.05,25,0.156255458163892,0.0101777292894383,25,0.52165995369176,0.00596107311143075,25,0.345595966215517,0.0492863420760766,25,0.177707773606293,0.0277672140379844,25,0.100312045860198,0.0137773379198296,25,0.123235790254779,0.0188848032674398,25,12.8106,1.69273361263175,25
"independent_marginal_mixture",5,"3-3-3-3-3",200,2000,"ifeval_min30","strong",0.05,25,0.150471166868066,0.0101198616500952,25,0.524397976274957,0.00564197138381067,25,0.365935991774473,0.0633947934087713,25,0.177904956454136,0.0333887434119122,25,0.0967902036031342,0.0145627235211557,25,0.114579321630319,0.0199106765751316,25,15.90992,2.08334634502603,25
"independent_marginal_mixture",5,"3-3-3-3-3",400,500,"ifeval_min30","strong",0.05,25,0.147933306806785,0.00392371178932777,25,0.371837622356222,0.00738387792626511,25,0.257659576919949,0.0406560954858878,25,0.0928840814330314,0.0240336298113718,25,0.0390593064726669,0.00965717951638274,25,0.0673459938541758,0.0110148011223974,25,19.159,2.65415275244914,25
"independent_marginal_mixture",5,"3-3-3-3-3",400,1000,"ifeval_min30","strong",0.05,25,0.14223757755969,0.00754195250805448,25,0.375478233637378,0.00652013414931592,25,0.26648096364019,0.05195100378558,25,0.10261182105259,0.0151206709316777,25,0.043097772202712,0.011441517481191,25,0.0651673175908257,0.0100896258357482,25,29.9086,3.32656053604921,25
"independent_marginal_mixture",5,"3-3-3-3-3",400,1500,"ifeval_min30","strong",0.05,25,0.137895319705542,0.00715690819585166,25,0.375939454028673,0.00632058941277082,25,0.279536273053398,0.0408708971204595,25,0.0930332576323773,0.0220378529547389,25,0.0405603861077837,0.00979787906674711,25,0.0591690668182344,0.0152110775280094,25,38.60732,4.3454782026838,25
"independent_marginal_mixture",5,"3-3-3-3-3",400,2000,"ifeval_min30","strong",0.05,25,0.135237948680856,0.00495350365431989,25,0.38094387149285,0.00547751572999437,25,0.263938613025824,0.0389536411412834,25,0.0917216442924748,0.0168033121783777,25,0.0380151189317455,0.00909094275633004,25,0.056306027472067,0.0104073021062242,25,47.45364,5.73016690332838,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",100,500,"ifeval_min30","strong",0.05,25,0.215556802528284,0.00839020194454655,25,0.579683676572623,0.00304517917808234,25,0.430467711048676,0.0493907326130357,25,0.164624040762102,0.0200240146926429,25,0.172470541136295,0.010002827436063,25,0.0728512327963836,0.0105272957966924,25,5.0898,1.03606237746576,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",100,1000,"ifeval_min30","strong",0.05,25,0.160985670781415,0.00691194425420396,25,0.59486957902875,0.00335992452815964,25,0.460259786603752,0.043705718469058,25,0.157322679496912,0.0228152092726991,25,0.141239292310722,0.0104710749771676,25,0.0795445881608496,0.0123465497383174,25,5.69848,0.937002940230179,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",100,1500,"ifeval_min30","strong",0.05,25,0.155516335403935,0.0262779747907859,25,0.594181552802575,0.00462628372590837,25,0.46567632340214,0.0470708757667389,25,0.168421037876893,0.031763644831661,25,0.132533443515005,0.00874895443210198,25,0.0891455740791545,0.01756126191951,25,6.7478,1.39958660563277,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",100,2000,"ifeval_min30","strong",0.05,25,0.184213294396024,0.055547821928617,25,0.598494602483379,0.00668078877185446,25,0.467468094137276,0.0521860156958125,25,0.154102477871745,0.028342982616714,25,0.132536044263551,0.0182016843646422,25,0.0838227609371601,0.0157656704397649,25,7.55616,1.95559133597317,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",200,500,"ifeval_min30","strong",0.05,25,0.187909993561792,0.00635441740524505,25,0.448464074430857,0.00314504515462117,25,0.346400531329588,0.0343299294951717,25,0.13977568944149,0.0223573143745524,25,0.15685888068787,0.014777011911106,25,0.0656330024944034,0.0138398016641392,25,8.45004,1.47396840988311,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",200,1000,"ifeval_min30","strong",0.05,25,0.144157932987066,0.00487794914117271,25,0.459793193824512,0.00346904914178729,25,0.374570089935752,0.0399185533809986,25,0.133327943994034,0.0296686780247345,25,0.125057649722485,0.0158282540164247,25,0.070186996815535,0.0166004372860427,25,11.08848,1.69688462385239,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",200,1500,"ifeval_min30","strong",0.05,25,0.147958066076179,0.0299626951211593,25,0.461664088825353,0.00610096774095401,25,0.373355978954983,0.0507529777850912,25,0.138946215658786,0.0230920980336797,25,0.125933099800439,0.0146511876847688,25,0.0752878186363845,0.0126423617877716,25,13.92688,2.43611166137077,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",200,2000,"ifeval_min30","strong",0.05,25,0.175396749090177,0.025361887146535,25,0.470174829082685,0.00627960180860363,25,0.383290260916014,0.0550918302758333,25,0.139487525887217,0.0216147990861758,25,0.137525691076479,0.014869134828584,25,0.0741828016931872,0.0127678371799555,25,16.33464,2.18410946535806,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",400,500,"ifeval_min30","strong",0.05,25,0.169857408490172,0.00412472937564257,25,0.319019933663488,0.00301842893225934,25,0.26479799262995,0.0287061858381274,25,0.124511792226278,0.017706407308225,25,0.13769883505158,0.0139885906355951,25,0.0600586388668327,0.0102297878974184,25,20.1076,2.8041886378535,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",400,1000,"ifeval_min30","strong",0.05,25,0.134270125797829,0.00666349292357268,25,0.330689595577453,0.00338904403140889,25,0.276740511584675,0.0364350320096217,25,0.107726001229242,0.0219811193001055,25,0.114801516553288,0.0139373852259172,25,0.0564857149151455,0.0126852655492245,25,32.52476,3.94303845699396,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",400,1500,"ifeval_min30","strong",0.05,25,0.15800992381164,0.0455052445211893,25,0.34302809057192,0.0152100436628616,25,0.304672202732619,0.055131513055253,25,0.11696238939782,0.0219083933345123,25,0.127380054159124,0.0228271506101934,25,0.0619058880761992,0.0138259520354968,25,41.02292,4.42427201092639,25
"independent_marginal_mixture",10,"2-2-2-2-2-2-2-2-2-2",400,2000,"ifeval_min30","strong",0.05,25,0.167888143625957,0.0399987422769274,25,0.350288423251124,0.0115808937560351,25,0.30237222332008,0.047337540869146,25,0.122992703207681,0.0208653646594065,25,0.138697903058908,0.014095690724346,25,0.0644507670577663,0.0117609440994704,25,49.32764,5.82062839448342,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",100,500,"ifeval_min30","strong",0.05,25,0.187050146697991,0.00573515331745736,25,0.575307445228898,0.00271473640103452,25,0.411122942746019,0.0404609985243444,25,0.264385592202472,0.0219652465979047,25,0.138765382076877,0.00610979421061899,25,0.249275853603567,0.0105809780379205,25,9.89732,3.37200530990092,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",100,1000,"ifeval_min30","strong",0.05,25,0.138849158952699,0.00667163777509207,25,0.591187072466187,0.00349633392175162,25,0.449801450646898,0.0466887433806938,25,0.269351243364846,0.016311056480276,25,0.164120701487098,0.00665902611122558,25,0.226885008808787,0.017560988357532,25,8.1048,1.6606305780235,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",100,1500,"ifeval_min30","strong",0.05,25,0.131829096746888,0.0234254394624793,25,0.590484583695376,0.0046858309877759,25,0.443944109640162,0.064272891127883,25,0.280900854685077,0.0252310668223707,25,0.178591806691303,0.00762565144382548,25,0.220852493696602,0.0220104483551871,25,9.20452,1.65203536382649,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",100,2000,"ifeval_min30","strong",0.05,25,0.171794719439849,0.0495860747421754,25,0.595246141176167,0.005332921000881,25,0.442882792477277,0.0650994281766705,25,0.270752547479383,0.015128470640231,25,0.180313941419279,0.0103626004596382,25,0.214274701530257,0.017004820340077,25,9.8986,2.5008579527834,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",200,500,"ifeval_min30","strong",0.05,25,0.16860121810777,0.00353267224656709,25,0.445340441784252,0.00281584308475163,25,0.327887347881781,0.0308078491848149,25,0.212828224930907,0.0307003460764362,25,0.0949318341630101,0.0140434599727866,25,0.150623856132309,0.0196565034392538,25,19.4186,3.476322649966,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",200,1000,"ifeval_min30","strong",0.05,25,0.127533169069165,0.00444941853998168,25,0.456540873827422,0.00222110488895973,25,0.353613689444194,0.0362160449975613,25,0.214730262727509,0.0249116863346479,25,0.133485158068322,0.00974431201580375,25,0.146387445872783,0.0135310061735915,25,16.20408,3.33782420298014,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",200,1500,"ifeval_min30","strong",0.05,25,0.119102487007089,0.0165006673406734,25,0.455605079495737,0.00377059141137291,25,0.346433356216041,0.0346190230325531,25,0.209188225384068,0.019870834577552,25,0.143295728100688,0.012980912734715,25,0.138022067322607,0.012456902936914,25,18.82504,3.59210332395938,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",200,2000,"ifeval_min30","strong",0.05,25,0.150255735157243,0.0282126172833644,25,0.464529729655577,0.00682883862494239,25,0.357328753718977,0.057751444297258,25,0.212769653889808,0.0179598033029992,25,0.141153980158724,0.0133087973915232,25,0.140559055337103,0.0175572528154976,25,21.85008,3.00117295014244,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",400,500,"ifeval_min30","strong",0.05,25,0.166040646033356,0.0403614403678465,25,0.320292600045984,0.016344779940205,25,0.252354209841471,0.02253446973049,25,0.0937773181307147,0.0125748620079235,25,0.0422920758059775,0.0114744883596859,25,0.0692466918641572,0.0084155516039509,25,23.8164,3.294532364388,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",400,1000,"ifeval_min30","strong",0.05,25,0.116932955207835,0.00265514590471719,25,0.325716201684226,0.00202866035959423,25,0.252271045784944,0.0403862464950548,25,0.10422750126856,0.0215017349834952,25,0.0606974174573203,0.0102130352168397,25,0.064661733794073,0.0124544285826532,25,35.42584,3.96948928998849,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",400,1500,"ifeval_min30","strong",0.05,25,0.118260074624357,0.0478777952744979,25,0.32948572234995,0.0118780785104592,25,0.253766334229915,0.0323440052835188,25,0.114880597470177,0.0159921220908491,25,0.0739928227194393,0.0111529995889863,25,0.0664040250091282,0.0115434567955772,25,44.2764,6.36338167434056,25
"independent_marginal_mixture",10,"3-3-3-3-3-3-3-3-3-3",400,2000,"ifeval_min30","strong",0.05,25,0.123418809344427,0.0176868868338409,25,0.33548988174683,0.00715062447955967,25,0.274719792900725,0.0417399758462758,25,0.114490406906177,0.0121484635935037,25,0.0736334934950133,0.0116328257322948,25,0.0638072306953595,0.011294504647475,25,52.95024,7.73536577609618,25
