"scenario","rep","np_regime","n","p","H_true","G_true","G_config","K_joint","fix_dgp_parameters","dgp_parameter_seed","loading_parameter_seed","mixture_parameter_seed","data_seed","dgp_p_max","separation","mixture_param_mode","mixture_variance_mode","intercept_mode","intercept_sd","intercept_block_span","intercept_clip","loading_design","block_size_mode","loading_sign_mode","alignment_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","dgp_min_block_size","dgp_median_block_size","dgp_max_block_size","dgp_min_total_nonzero_loadings_by_factor","dgp_median_total_nonzero_loadings_by_factor","dgp_min_cross_nonzero_loadings_by_factor","dgp_median_cross_nonzero_loadings_by_factor","dgp_mean_nonzero_loadings_per_item","dgp_mean_cross_loadings_per_item","dgp_cross_nonzero_fraction","dgp_mean_abs_primary_loading","dgp_mean_abs_cross_loading","dgp_min_loading_l2_by_factor","dgp_median_loading_l2_by_factor","dgp_min_primary_l2_by_factor","dgp_median_primary_l2_by_factor","dgp_n_items_all_zero","dgp_n_items_all_one","dgp_n_items_prev_lt_01","dgp_n_items_prev_gt_99","dgp_min_item_prevalence","dgp_q05_item_prevalence","dgp_median_item_prevalence","dgp_q95_item_prevalence","dgp_max_item_prevalence","dgp_min_marginal_component_count","dgp_median_marginal_component_count","dgp_n_empty_marginal_components","dgp_observed_joint_profiles","dgp_possible_joint_profiles","ours_pretraining_method","viroli_lambda_l1_penalty","viroli_loading_prior","min_mixture_var","viroli_seed","parallel_enabled","parallel_workers","method","mean_factor_abs_cor","mean_loading_abs_cor","min_factor_abs_cor","factor_score_rmse","factor_score_raw_rmse","lambda_corr","lambda_rmse","alpha_corr","alpha_rmse","alpha_raw_corr","alpha_raw_rmse","probability_rmse","joint_profile_ari","seconds","stage1_signal_relative_frobenius_error","stage1_signal_per_entry_mse","stage1_signal_correlation","stage1_sinTheta_op","stage1_sinTheta_fro","stage1_estimated_rank","stage1_full_loglik_per_response","stage1_true_sv_H","stage1_true_sv_Hplus1","stage1_fit_sv_H","stage1_fit_sv_Hplus1","stage1_fit_sv_H_to_Hplus1_ratio","marginal_mu_rmse","marginal_var_rmse","marginal_weight_rmse","marginal_mu_corr","marginal_log_var_corr","marginal_weight_corr","joint_mu_rmse","joint_var_rmse","joint_mu_corr","joint_var_corr","joint_weight_corr","joint_weight_rmse","joint_weight_l1","joint_weight_max_abs_error","est_effective_classes_001","est_effective_classes_01","joint_alignment_method","flat_parameter_corr","flat_parameter_blocks","all_parameter_corr","all_parameter_corr_raw","all_parameter_blocks","gibbs_min_parameter_ess","gibbs_median_parameter_ess","gibbs_mean_parameter_ess","gibbs_min_alpha_ess","gibbs_median_alpha_ess","gibbs_min_lambda_ess","gibbs_median_lambda_ess","gibbs_min_pi_ess","gibbs_median_pi_ess","gibbs_min_mu_ess","gibbs_median_mu_ess","gibbs_min_sig2_ess","gibbs_median_sig2_ess","gibbs_median_iteration_seconds","gibbs_median_z_sample_seconds","gibbs_median_factor_sample_seconds","gibbs_median_class_sample_seconds","gibbs_median_mixture_weight_seconds","gibbs_median_mixture_parameter_seconds","gibbs_median_regression_seconds","gibbs_median_normalization_seconds","gibbs_median_keep_draw_seconds","gibbs_median_diagnostics_seconds","occupied_classes","posterior_kept_draws","mfa_converged","mfa_completed_iter","mfa_final_lambda_rel_range","mfa_final_intercept_rel_range","mfa_final_occupied_range","source_chunk","em_svd_init_method","em_svd_init_z","selected_em_start","em_svd_soft_shrinkage","em_svd_soft_shrinkage_ratio","em_svd_soft_shrinkage_reference","em_svd_soft_rank_cap","mixture_update","pretrain_loading_penalty","rotation_optimizer","rotation_loading_l1_penalty","riemannian_rotation_steps","riemannian_update","lambda_l1_penalty","lasso_backend","glmnet_standardize","refine_enforce_monotone","refine_monotone_tolerance","mu_prior_mean","mu_prior_kappa","var_prior_shape","var_prior_scale","weight_prior_alpha","refine_mu_prior_mean","refine_mu_prior_kappa","refine_var_prior_shape","refine_var_prior_scale","refine_weight_prior_alpha","pretraining_converged","pretraining_completed_iter","selected_pretraining_iteration","pretraining_return_best_iteration","rotation_converged","rotation_completed_outer","refinement_converged","refinement_completed_iter","selected_refinement_iteration","refinement_return_best_iteration","refinement_stopping_objective","refinement_all_mixtures_converged","refinement_monotone_guard_triggered","ours_median_em_iteration_seconds","ours_median_em_e_step_seconds","ours_median_em_projection_seconds","ours_median_em_objective_seconds","ours_median_rotation_iteration_seconds","ours_median_rotation_update_seconds","ours_median_rotation_mixture_refit_seconds","ours_median_rotation_objective_seconds","ours_median_refinement_iteration_seconds","ours_median_refinement_factor_update_seconds","ours_median_refinement_lambda_update_seconds","ours_median_refinement_mixture_update_seconds"
"rep12_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p1500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",12,"n200p1500",200,1500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",1024,TRUE,26762731,21272531,26762731,26886731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",58,91,536,122,169.5,45,68,1.458,0.458,0.0508888888888889,2.49125787745323,2.47630778950703,27.5289973152106,32.5734534820337,18.9372649754253,23.8119591316155,0,0,0,0,0.285,0.4,0.525,0.65025,0.74,90,100,0,180,1024,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.994594423625079,0.969342803082443,0.992997361447714,0.103716425825869,0.124086491572739,0.970616414486182,0.331159306443749,0.919220263504191,0.284665749762529,NA,NA,0.0649362009118701,0.904661296079376,14.654,0.273226586418239,0.66247801779564,0.963017959591333,0.14401035928153,0.357760943559151,10,-0.143892574175338,352.688968652702,1.50091324176663e-12,323.798829937056,1.21542493441779e-12,266407921022421,0.0576928441388824,0.0456128131643572,0.0303556709350345,0.998187825730798,0.976532041214793,NA,0.0576928441388825,0.045612813164357,0.998187825730767,0.972196704373526,NA,0.00018887866188175,0.15586616193688,0.000624857422135371,428,0,"axis_sorted_product",0.96872419698811,"alpha+loading+joint_mu+joint_var+joint_weight",0.970286528110001,0.989261356816766,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep12_H10_G2_2_2_2_2_2_2_2_2_2","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,4,FALSE,3,2,TRUE,"posterior_objective",TRUE,TRUE,0.0848524570465088,0.00922346115112305,0.0678714513778687,0.00662362575531006,0.249384999275208,0.164918422698975,0.064979076385498,0.003090500831604,1.16733384132385,0.10991907119751,1.00508093833923,0.0324158668518066
"rep12_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p2000_H10_G2-2-2-2-2-2-2-2-2-2_sep2",12,"n100p2000",100,2000,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",1024,TRUE,26762731,21272531,26762731,26887731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",70,116,746,167,218,64,96.5,1.469,0.469,0.0521111111111111,2.49360194746277,2.48396750416747,32.1869523369827,36.9842354262815,20.9848690397191,26.8675742933214,0,0,0,0,0.25,0.39,0.5,0.63,0.77,41,50,0,97,1024,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.993259316030254,0.946826050023047,0.988520857248384,0.11552728794574,0.150149058161913,0.9496946181358,0.456185088722849,0.809228897005932,0.485563877189358,NA,NA,0.0860198186582434,1,7.932,0.334514596819974,1.01263004842979,0.943165999111102,0.148099180204619,0.360072072956332,10,-0.115841425487109,286.245722559453,7.56029065870287e-13,287.956385950739,6.90100955033068e-13,417267044554287,0.0820044466223206,0.0712860408788412,0.043070263007361,0.996846654880733,0.800215035623535,NA,0.0820044466223202,0.0712860408788412,0.996846654880804,0.784400033328884,NA,0.000269774978167987,0.222497376067975,0.00093407892000219,429,0,"axis_sorted_product",0.930131424105185,"alpha+loading+joint_mu+joint_var+joint_weight",0.897151406146491,0.970902527135563,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep12_H10_G2_2_2_2_2_2_2_2_2_2","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,4,FALSE,2,1,TRUE,"posterior_objective",TRUE,TRUE,0.0322749614715576,0.0062021017074585,0.0207704305648804,0.00446009635925293,0.152614831924438,0.111680507659912,0.0345660448074341,0.0020824670791626,1.33466458320618,0.111864447593689,1.17601549625397,0.0259156227111816
"rep12_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p2000_H10_G2-2-2-2-2-2-2-2-2-2_sep2",12,"n200p2000",200,2000,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",1024,TRUE,26762731,21272531,26762731,26888731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",70,116,746,167,218,64,96.5,1.469,0.469,0.0521111111111111,2.49360194746277,2.48396750416747,32.1869523369827,36.9842354262815,20.9848690397191,26.8675742933214,0,0,0,0,0.275,0.4,0.545,0.655,0.745,87,100,0,182,1024,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.995252204138158,0.966178249229691,0.993594194088892,0.0972014082463039,0.118771701577771,0.96724988181339,0.336481774332951,0.930751072325198,0.250842415762333,NA,NA,0.0637056913100371,0.89989939637827,17.777,0.277793270177102,0.721382252281617,0.962598714972363,0.140103060418501,0.33836326593351,10,-0.13587045546494,396.207311646484,2.11118357606538e-12,367.734207486739,1.62898443773124e-12,225744457079590,0.0601883043492989,0.0464706409596793,0.0316762505132033,0.998013875216484,0.922847807211656,NA,0.0601883043492989,0.0464706409596792,0.998013875216412,0.905737688501607,NA,0.000197038531504775,0.164890313827619,0.000578587738885171,428,0,"axis_sorted_product",0.96592457639277,"alpha+loading+joint_mu+joint_var+joint_weight",0.954526264656889,0.98605993807923,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep12_H10_G2_2_2_2_2_2_2_2_2_2","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,3,FALSE,3,2,TRUE,"posterior_objective",TRUE,TRUE,0.109834432601929,0.0126690864562988,0.0868690013885498,0.00893104076385498,0.245666980743408,0.18481183052063,0.0622279644012451,0.00371813774108887,1.33186197280884,0.12420392036438,1.15293502807617,0.0281190872192383
"rep12_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",12,"n100p500",100,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29631731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",35,40,114,49,68,12,24,1.46,0.46,0.0511111111111111,2.49387145978305,2.47518526363065,17.4175591676944,20.6326300141011,14.6167185051138,15.6427280851495,0,0,0,0,0.23,0.37,0.52,0.65,0.79,21,33,0,100,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.990099902801093,0.965772586982838,0.986722177565168,0.140007829973311,0.18411983616249,0.966179645111592,0.445300521415554,0.89396066000888,0.341814431628568,NA,NA,0.094781680475827,NA,12.567,0.34022822036198,1.12241904466016,0.940515794550836,0.23319087125184,0.538627807290722,10,-0.14215474638757,148.764967596874,1.9426440485813e-13,154.513615147924,1.69674369528744e-13,910647940387656,0.292012016122892,0.254061156759567,0.161149199907347,0.967134306425272,0.589610501456314,-0.528329084736485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep12_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,FALSE,20,FALSE,8,7,TRUE,"posterior_objective",FALSE,TRUE,0.00929355621337891,0.00159215927124023,0.0063636302947998,0.00113987922668457,0.207224488258362,0.0541560649871826,0.132647395133972,0.00198352336883545,0.794882655143738,0.0659799575805664,0.667158961296082,0.0515124797821045
"rep12_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",12,"n200p500",200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29632731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",35,40,114,49,68,12,24,1.46,0.46,0.0511111111111111,2.49387145978305,2.47518526363065,17.4175591676944,20.6326300141011,14.6167185051138,15.6427280851495,0,0,0,0,0.22,0.365,0.53,0.68,0.76,52,65.5,0,200,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.990931600617871,0.978589200673991,0.986061721689721,0.134335828320063,0.15371858216226,0.978718827250761,0.320735800067586,0.947640370355712,0.219401373719219,NA,NA,0.0762226243288688,NA,9.244,0.272960095572906,0.684209683118209,0.963368343814716,0.201622993987806,0.481562496134415,10,-0.168575216047058,227.565024577859,3.86848281065421e-13,216.50382557755,3.43332002214981e-13,630596111579439,0.155013236634289,0.107549724183045,0.106613221761663,0.989095156492693,0.484402397976548,-0.0816393903473997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep12_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,3,TRUE,3,3,TRUE,"posterior_objective",TRUE,FALSE,0.0363184213638306,0.00317156314849854,0.0303565263748169,0.00228607654571533,0.379060983657837,0.176836013793945,0.193495988845825,0.00320291519165039,0.856119155883789,0.0776641368865967,0.715543985366821,0.0490758419036865
"rep12_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p1000_H10_G3-3-3-3-3-3-3-3-3-3_sep2",12,"n100p1000",100,1000,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29633731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",47,65,325,81,117.5,31,48,1.453,0.453,0.0503333333333333,2.49661720458767,2.48147101980217,22.5163543503651,27.1635844180221,17.0494514405348,20.172074399804,0,0,0,0,0.25,0.37,0.52,0.65,0.74,19,34,0,100,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.992495508090225,0.961675568814684,0.988219528368381,0.121897063054671,0.177619214890985,0.96217023660251,0.451200022537721,0.813251026481102,0.440713084882975,NA,NA,0.0927706970677265,NA,24.511,0.335644088206754,0.987786672558284,0.942688926311998,0.227742775317981,0.483755118377044,10,-0.157018207987067,169.856017639542,3.74623197218756e-13,180.573638352223,3.89538816497407e-13,463557495953488,0.212440284694412,0.188126520057307,0.0510577690976676,0.979311113085033,0.496448252463997,0.52393783997701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep12_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,20,FALSE,16,15,TRUE,"posterior_objective",FALSE,TRUE,0.0170310735702515,0.00322854518890381,0.0110851526260376,0.00226199626922607,0.294203400611877,0.132613062858582,0.14919650554657,0.00205099582672119,0.977579474449158,0.0679495334625244,0.845975041389465,0.0568660497665405
"rep12_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p1000_H10_G3-3-3-3-3-3-3-3-3-3_sep2",12,"n200p1000",200,1000,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29634731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",47,65,325,81,117.5,31,48,1.453,0.453,0.0503333333333333,2.49661720458767,2.48147101980217,22.5163543503651,27.1635844180221,17.0494514405348,20.172074399804,0,0,0,0,0.285,0.385,0.5475,0.65025,0.74,45,66.5,0,200,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.993780538331699,0.978143657062815,0.991616421562074,0.11125074705331,0.141523298264393,0.978262706667169,0.317417083193778,0.92484743382672,0.268112477734047,NA,NA,0.0703150926841896,NA,14.411,0.267002342064959,0.666133355999578,0.966272860973032,0.170670114248008,0.429990161613795,10,-0.170989194800258,303.61293629772,8.58957613134921e-13,273.982764713228,7.89261092048176e-13,347138313890816,0.0993860321328901,0.0699890187685136,0.0453897120629528,0.996191682034492,0.628755549817047,0.478877409875066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep12_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,9,TRUE,3,3,TRUE,"posterior_objective",TRUE,FALSE,0.0610910654067993,0.00645554065704346,0.0492465496063232,0.0046699047088623,0.390971899032593,0.16865611076355,0.212044954299927,0.00323891639709473,1.04131698608398,0.0977380275726318,0.876435995101929,0.0532279014587402
"rep12_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p1500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",12,"n100p1500",100,1500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29635731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",58,91,536,122,169.5,45,68,1.458,0.458,0.0508888888888889,2.49125787745323,2.47630778950703,27.5289973152106,32.5734534820337,18.9372649754253,23.8119591316155,0,0,0,0,0.25,0.37,0.52,0.64,0.76,23,32.5,0,100,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.987874698421292,0.957569321142847,0.974183708660551,0.154945465005729,0.176880734376934,0.957820328084216,0.451639620667478,0.875953915826123,0.395638699211557,NA,NA,0.0971643843280124,NA,10.844,0.327395009655045,0.986060978756648,0.945063981794933,0.185818001495337,0.403802674738183,10,-0.147862403940098,196.651928862459,6.29177736311526e-13,210.848912793653,5.30533724604889e-13,397427916482936,0.312164998372981,0.304997267542309,0.126128232013835,0.967564435633674,0.548543602846668,-0.565477023671334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep12_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,FALSE,20,FALSE,2,1,TRUE,"posterior_objective",FALSE,TRUE,0.0247880220413208,0.00481390953063965,0.0158975124359131,0.0034635066986084,0.201612591743469,0.0368754863739014,0.152523994445801,0.0021665096282959,1.09138298034668,0.0785388946533203,0.945419430732727,0.0551005601882935
"rep12_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p1500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",12,"n200p1500",200,1500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29636731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",58,91,536,122,169.5,45,68,1.458,0.458,0.0508888888888889,2.49125787745323,2.47630778950703,27.5289973152106,32.5734534820337,18.9372649754253,23.8119591316155,0,0,0,0,0.3,0.4,0.57,0.68,0.755,50,63,0,200,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.994586049101581,0.97541248263729,0.990987257322023,0.103796735439295,0.130160929892759,0.976712398524997,0.328274860565274,0.943460729310246,0.220914389431955,NA,NA,0.0698067146985692,NA,15.329,0.264609666081484,0.628139810180853,0.967128849952767,0.161882039254139,0.392937198148374,10,-0.180975081438657,346.534425621936,1.42818274855835e-12,317.259111919243,1.17343092541225e-12,270368800624361,0.0724768170735275,0.067181667664897,0.029511238320216,0.997961643789815,0.309968396096079,0.803435316610708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep12_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,4,FALSE,3,2,TRUE,"posterior_objective",TRUE,TRUE,0.0852999687194824,0.00949609279632568,0.0677690505981445,0.00693345069885254,0.390982031822205,0.182555079460144,0.202348113059998,0.00353145599365234,1.20144200325012,0.114315032958984,1.01459908485413,0.0524048805236816
"rep12_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p2000_H10_G3-3-3-3-3-3-3-3-3-3_sep2",12,"n100p2000",100,2000,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29637731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",70,116,746,167,218,64,96.5,1.469,0.469,0.0521111111111111,2.49360194746277,2.48396750416747,32.1869523369827,36.9842354262815,20.9848690397191,26.8675742933214,0,0,0,0,0.2,0.37,0.53,0.69,0.78,21,34,0,100,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.982584491392471,0.959257830163241,0.976966666807907,0.185695199299571,0.232725593471142,0.961486755907836,0.476084892681005,0.854837275710755,0.404541284206516,NA,NA,0.0977436401797557,NA,10.601,0.326018082195185,0.951467251673112,0.945422243426753,0.170459708659698,0.416234258414732,10,-0.159203961779369,298.085030220115,7.83703305719637e-13,293.686231085248,6.94522753721985e-13,422860488747658,0.275493359502244,0.274110688770936,0.0873233862452829,0.971948767826535,0.60087053204126,-0.258472335980169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep12_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,20,FALSE,1,0,TRUE,"posterior_objective",TRUE,TRUE,0.032429575920105,0.00624454021453857,0.0207794904708862,0.0045391321182251,0.18200695514679,0.0277280807495117,0.149906039237976,0.00221753120422363,1.39047813415527,0.156985998153687,1.16575908660889,0.0523707866668701
