"block_label","loading_design","H_true","G_true","n","p","n_reps","mean_factor_score_rmse","sd_factor_score_rmse","lower_factor_score_rmse","upper_factor_score_rmse"
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",2000,250,25,0.208358006129165,0.0124957914937881,0.183366423141589,0.233349589116741
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",100,500,25,0.367176401408282,0.174801212086396,0.0175739772354891,0.716778825581075
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",500,500,25,0.156550710346459,0.00626754035209458,0.14401562964227,0.169085791050648
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",1000,500,25,0.147022791307821,0.00307515346025267,0.140872484387316,0.153173098228326
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",2000,500,25,0.145229517363047,0.00286912317155598,0.139491271019935,0.150967763706159
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",100,1000,25,0.283003090972042,0.157934330568418,-0.0328655701647941,0.598871752108878
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",500,1000,25,0.116027792881547,0.00699764680712395,0.102032499267299,0.130023086495795
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",1000,1000,25,0.109243282759029,0.00436938292641066,0.100504516906207,0.11798204861185
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",2000,1000,25,0.105154129218947,0.00175169509054045,0.101650739037866,0.108657519400028
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",100,2000,25,0.278828828873884,0.173751725266441,-0.068674621658999,0.626332279406766
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",500,2000,25,0.0909891170445224,0.00808006693280598,0.0748289831789104,0.107149250910134
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",1000,2000,25,0.0830555042774749,0.00414526744526494,0.074764969386945,0.0913460391680048
"balanced","balanced_moderate_dense_signed_cross",4,"3-3-3-3",2000,2000,25,0.0782292498355382,0.00240941841916372,0.0734104129972108,0.0830480866738657
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",100,250,25,0.197564467866744,0.0135661448129175,0.170432178240909,0.224696757492579
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",500,250,25,0.176843603441436,0.00560503044410948,0.165633542553217,0.188053664329655
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",1000,250,25,0.175548413576517,0.00385340550016187,0.167841602576193,0.183255224576841
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",2000,250,25,0.177337889229312,0.00371112500142679,0.169915639226458,0.184760139232166
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",100,500,25,0.153878528966572,0.0120140156297337,0.129850497707104,0.177906560226039
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",500,500,25,0.13305164608575,0.00402454719405193,0.125002551697646,0.141100740473854
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",1000,500,25,0.13070500869276,0.00266251022876553,0.125379988235229,0.136030029150291
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",2000,500,25,0.13140930199401,0.0023699882371489,0.126669325519712,0.136149278468308
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",100,1000,25,0.125966549144949,0.0120612265716629,0.101844096001623,0.150089002288275
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",500,1000,25,0.100322810125384,0.00398196693615842,0.092358876253067,0.108286743997701
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",1000,1000,25,0.0986276663323071,0.00208527462115445,0.0944571170899982,0.102798215574616
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",2000,1000,25,0.0971151096685776,0.00209453254768729,0.092926044573203,0.101304174763952
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",100,2000,25,0.108132164263676,0.0160249326348006,0.0760822989940745,0.140182029533277
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",500,2000,25,0.0773578341934354,0.00414984512584371,0.069058143941748,0.0856575244451228
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",1000,2000,25,0.0733285776828875,0.00294390046635825,0.067440776750171,0.079216378615604
"balanced","balanced_moderate_few_positive_cross",3,"2-2-2",2000,2000,25,0.0709974193763369,0.00123464952166373,0.0685281203330094,0.0734667184196643
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",100,250,25,0.269431673663461,0.0449804097049757,0.17947085425351,0.359392493073412
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",500,250,25,0.209509488170525,0.00921198948324181,0.191085509204042,0.227933467137009
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",1000,250,25,0.208780654811159,0.00671917343247212,0.195342307946215,0.222219001676104
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",2000,250,25,0.21368153555005,0.00868002613415207,0.196321483281746,0.231041587818354
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",100,500,25,0.256366867171064,0.1007340772115,0.0548987127480642,0.457835021594065
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",500,500,25,0.152810924579343,0.00504797302465247,0.142714978530038,0.162906870628648
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",1000,500,25,0.152457612654673,0.00419768817107043,0.144062236312532,0.160852988996814
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",2000,500,25,0.15551709026604,0.00438224416354713,0.146752601938946,0.164281578593134
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",100,1000,25,0.196967039267486,0.079525914230012,0.0379152108074625,0.35601886772751
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",500,1000,25,0.114195870706107,0.00576943615357043,0.102656998398966,0.125734743013248
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",1000,1000,25,0.111699063094177,0.00492195671149708,0.101855149671183,0.121542976517171
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",2000,1000,25,0.111799096086983,0.00346092772934332,0.104877240628297,0.11872095154567
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",100,2000,25,0.159748960224088,0.0539056983603521,0.0519375635033839,0.267560356944792
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",500,2000,25,0.0878028301419318,0.00649264710133576,0.0748175359392603,0.100788124344603
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",1000,2000,25,0.0828325877349502,0.00530551453007554,0.0722215586747991,0.0934436167951013
"balanced","balanced_moderate_few_positive_cross",3,"3-3-3",2000,2000,25,0.0812222319980958,0.00300836634327871,0.0752054993115384,0.0872389646846532
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",100,250,25,0.227432523684188,0.0150254856511276,0.197381552381933,0.257483494986443
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",500,250,25,0.195033898738645,0.00375567295845569,0.187522552821734,0.202545244655556
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",1000,250,25,0.199416417606864,0.00556592284346951,0.188284571919925,0.210548263293803
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",2000,250,25,0.209586688424252,0.00479443196704617,0.19999782449016,0.219175552358345
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",100,500,25,0.176153998113932,0.00995309274024164,0.156247812633449,0.196060183594416
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",500,500,25,0.148564826309195,0.00327444510129472,0.142015936106605,0.155113716511784
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",1000,500,25,0.14558923821523,0.00190419489037493,0.141780848434481,0.14939762799598
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",2000,500,25,0.145533395513408,0.00128210134334519,0.142969192826717,0.148097598200098
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",100,1000,25,0.146740076169245,0.013634987744479,0.119470100680287,0.174010051658203
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",500,1000,25,0.110911860164026,0.00358649483312733,0.103738870497772,0.118084849830281
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",1000,1000,25,0.109414944523995,0.0021425751385557,0.105129794246884,0.113700094801107
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",2000,1000,25,0.107992387226344,0.00158740728034145,0.104817572665661,0.111167201787027
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",100,2000,25,0.126613263414086,0.0140916163254826,0.0984300307631209,0.154796496065051
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",500,2000,25,0.0883227352091183,0.00411886331730217,0.0800850085745139,0.0965604618437226
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",1000,2000,25,0.0821862642149481,0.00242651678784582,0.0773332306392565,0.0870392977906398
"balanced","balanced_moderate_few_positive_cross",4,"2-2-2-2",2000,2000,25,0.0798440477146928,0.00115295825115971,0.0775381312123734,0.0821499642170122
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",100,250,25,0.388962835180701,0.117979048318135,0.153004738544432,0.62492093181697
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",500,250,25,0.232746517116109,0.0077650074743395,0.21721650216743,0.248276532064788
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",1000,250,25,0.233436576377742,0.00914185136236772,0.215152873653006,0.251720279102477
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",2000,250,25,0.250924106486658,0.00602041439635629,0.238883277693945,0.26296493527937
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",100,500,25,0.321840187603006,0.134705827428449,0.0524285327461079,0.591251842459904
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",500,500,25,0.17336472839668,0.00671043335442723,0.159943861687826,0.186785595105534
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",1000,500,25,0.169575001754989,0.00526241948545104,0.159050162784087,0.180099840725891
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",2000,500,25,0.171102265481006,0.00423540499993186,0.162631455481143,0.17957307548087
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",100,1000,25,0.251884370180612,0.0852564117056288,0.0813715467693548,0.42239719359187
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",500,1000,25,0.13047349004943,0.00591574776121312,0.118641994527003,0.142304985571856
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",1000,1000,25,0.126103645104453,0.00401501190176079,0.118073621300932,0.134133668907975
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",2000,1000,25,0.124097115041044,0.00327616172592431,0.117544791589195,0.130649438492893
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",100,2000,25,0.220358817277296,0.0984807023124396,0.0233974126524168,0.417320221902175
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",500,2000,25,0.101394499555036,0.00702248252414642,0.0873495345067434,0.115439464603329
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",1000,2000,25,0.0948455542354716,0.00414753229970098,0.0865504896360696,0.103140618834874
"balanced","balanced_moderate_few_positive_cross",4,"3-3-3-3",2000,2000,25,0.09009327748623,0.00293213511340426,0.0842290072594215,0.0959575477130386
