"item","block","H","p","p_master","loading_seed","block_size_mode","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10"
33,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.20165627123788,0,0,0,0,0,0,0,0,0
34,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.0793991216924,0,0,0,0,0,0,0,0,0
35,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.80979411536828,0,0,0,0,0,0,0,0,0
36,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.94216511282139,2.77367622917518,0,-2.41356538631953,0,0,0,0,0,0
37,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.70813382253982,0,0,0,0,0,0,0,0,0
38,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.42949982080609,0,0,0,0,0,0,0,0,0
39,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.71086230385117,0,0,0,2.67635444994085,0,0,0,0,0
40,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.14695018110797,0,0,0,-2.30613409052603,0,0,0,0,0
41,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.40959860687144,0,0,0,0,0,0,2.77615182381123,0,0
42,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.79303274303675,0,0,0,0,0,0,0,0,0
43,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.09938778914511,0,0,0,0,0,0,0,0,0
44,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.49264117958955,0,0,0,0,0,0,0,0,0
45,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.75094889779575,0,0,0,0,0,0,0,0,0
46,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.12283495021984,0,0,0,0,0,0,0,2.56394779006951,0
47,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.71451654075645,0,0,0,0,0,0,0,0,0
48,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.40234982664697,0,0,0,0,0,0,0,0,0
49,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.07511230860837,0,0,0,0,0,0,0,0,0
50,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.12327041313984,0,0,0,0,0,0,0,0,0
51,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.0494864389766,0,0,0,0,0,0,0,0,0
52,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.12230113032274,0,0,0,0,0,0,0,0,0
53,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.61086880485527,0,0,0,0,0,0,0,0,0
54,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.89836442819797,0,0,0,0,0,0,0,0,0
55,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.90826615411788,0,0,0,0,0,0,0,0,0
56,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.79101987602189,0,0,-2.72573652048595,0,0,0,0,0,0
57,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.47703788802028,0,0,0,0,0,0,0,0,0
58,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.79139874945395,0,-2.23075638175942,0,0,0,0,0,0,0
59,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.86304188007489,0,0,0,0,0,0,0,0,0
60,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.17268644133583,0,0,0,0,0,0,0,0,0
61,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.75946327717975,0,0,0,0,0,0,0,0,0
62,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.66026931745,0,0,0,0,0,0,0,0,0
63,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.84073102311231,0,0,0,0,0,0,0,0,0
64,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.76317198388278,0,0,0,0,0,0,0,0,0
65,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.86959250015207,0,0,0,0,0,0,0,0,0
66,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.43278469028883,0,0,0,2.15972100291401,0,0,0,0,0
67,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.69389048754238,0,0,0,0,0,-2.91281415242702,0,0,0
68,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.10027159261517,0,0,0,0,0,0,0,0,0
69,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.07357054087333,0,2.0729015825782,0,0,0,0,0,0,0
70,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.34894632501528,0,0,0,0,0,0,0,0,-2.50784761295654
71,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.09353768173605,0,0,0,0,0,0,0,0,0
72,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.73371286108159,0,0,0,0,0,0,0,0,0
73,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.40429091127589,0,0,0,0,0,0,0,0,0
74,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.11688109929673,0,0,0,0,0,0,0,0,0
75,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.83508003503084,-2.8528974908404,0,0,0,2.39299407531507,0,0,0,0
76,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.4374132391531,0,0,0,0,0,0,0,0,0
77,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.81705067236908,0,0,0,0,0,0,2.9284045973327,0,0
78,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.47872553346679,0,0,0,0,0,0,0,0,0
79,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.45630988990888,0,2.083167726174,0,0,0,0,0,0,0
80,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.74168034968898,0,0,0,0,0,0,-2.86210788902827,0,0
81,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.45877591730095,0,0,0,2.4980081806425,0,0,0,0,0
82,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.84183431183919,0,0,0,0,0,0,0,0,0
83,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.25608577975072,0,0,0,0,0,0,0,0,0
84,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.73557335278019,0,0,0,0,-2.98287259112112,0,0,0,0
85,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.61536670895293,0,0,0,0,0,0,0,0,0
86,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.83140856307,0,0,0,0,0,0,0,0,0
87,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.5074099781923,0,0,0,0,0,0,0,0,0
88,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.58296852139756,0,0,2.56446775607765,0,-2.16580100287683,0,0,0,0
89,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.03133589425124,0,0,0,0,0,0,0,0,0
90,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.81000337586738,2.23225053399801,0,0,0,0,0,0,0,0
91,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.79203566466458,0,0,0,0,0,0,0,0,0
92,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.96574791520834,0,0,-2.45102740032598,0,0,0,0,0,0
93,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.36454358557239,0,0,0,0,0,0,0,0,2.60440275026485
94,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.22491966909729,0,0,0,0,0,0,0,0,0
95,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.13083749264479,0,0,0,0,0,0,0,0,0
96,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.08930005226284,0,2.1835097190924,0,0,0,0,0,0,-2.67563800606877
97,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.19883099431172,0,0,0,0,0,0,0,0,0
98,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.2990953437984,0,0,0,0,0,0,0,0,0
99,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.42731958278455,0,0,0,0,-2.18288352247328,0,0,0,0
100,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.90207057516091,0,0,0,0,0,0,0,0,0
101,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.03828422725201,0,0,0,0,0,0,2.85277616884559,0,0
102,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.86721565015614,0,0,0,0,0,0,0,0,0
103,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.54980542534031,0,0,0,0,0,0,0,0,0
104,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.879083072301,0,0,-2.83946275361814,0,0,0,0,0,0
105,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.73090297891758,0,0,0,0,0,0,0,0,0
106,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.89682575548068,0,0,0,0,0,0,0,0,0
107,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.8012331451755,0,0,0,0,0,0,2.21638404903933,0,0
108,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.0559517967049,0,0,0,0,0,0,0,0,0
109,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.32781955902465,0,0,0,0,0,0,0,0,0
110,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.71813993528485,0,0,0,0,0,2.86972379311919,0,0,0
111,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.24529774510302,0,-2.36190158571117,0,0,0,0,0,0,0
112,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.70749274431728,0,0,0,0,-2.83635347895324,0,0,0,0
113,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.47224745643325,0,0,0,0,0,2.39885179768316,0,0,0
114,1,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.31636821548454,0,0,0,2.38753415038809,0,0,2.00514426035807,2.99058421351947,0
115,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.34445536416024,0,0,0,0,0,0,0,0
116,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.61405039019883,0,0,0,0,0,2.24073673086241,0,0
117,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.88549830764532,-2.57770076952875,0,0,-2.53766978066415,0,0,0,0
118,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.83852805057541,0,0,0,0,0,0,0,0
119,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.88944584876299,0,0,0,0,0,0,0,0
120,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.05599992186762,0,0,0,0,0,0,0,0
121,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.53090434311889,-2.27712974697351,0,0,0,0,0,0,0
122,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.19867553259246,0,0,0,0,0,0,0,0
123,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.36453304160386,0,0,0,-2.31114247743972,0,0,0,0
124,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.64698515017517,0,0,0,0,0,0,0,0
125,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.13912734063342,0,0,0,0,-2.41760058444925,0,0,0
126,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.95036111189984,0,0,0,0,0,0,0,0
127,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.94095434620976,0,0,0,0,0,0,0,0
128,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.33869783324189,0,-2.72369258338585,0,0,0,0,0,0
129,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.30081407190301,0,0,0,0,0,0,0,0
130,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.55701857316308,0,0,0,0,-2.10089854011312,0,0,0
131,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.85273718903773,0,0,0,0,0,0,0,0
132,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.03384163579904,0,0,0,0,0,0,0,0
133,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.06151173799299,0,0,0,0,0,0,0,0
134,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.97065892326646,0,0,0,0,0,0,0,0
135,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.19104671967216,0,0,0,0,0,0,0,0
136,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.78559932624921,0,0,0,0,0,0,0,0
137,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.91645623510703,0,0,0,2.43299832218327,0,0,0,2.83033190830611
138,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.77499571000226,0,0,-2.93564616912045,0,0,0,0,0
139,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.18014432839118,0,0,0,0,0,0,0,2.57469734083861
140,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.28294373000972,0,0,0,0,0,0,0,0
141,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.1180323290173,0,0,0,0,0,0,0,0
142,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.45533397234976,0,0,0,0,0,0,0,0
143,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.42842846317217,0,0,0,0,2.25781500712037,0,0,0
144,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.94272528542206,0,0,-2.14165924303234,0,0,2.50823916541412,0,0
145,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.62400470278226,0,0,0,0,0,0,0,0
146,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.75704103917815,0,0,0,0,0,0,0,0
147,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.46137214102782,-2.75399749656208,0,0,0,0,0,0,0
148,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.72020995011553,2.40337823401205,2.97557555325329,0,0,0,0,0,0
149,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.19977749977261,0,0,0,0,0,0,0,0
150,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.63841446861625,2.77178070344962,0,0,0,0,0,0,0
151,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.51725938380696,0,0,0,0,0,0,0,0
152,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.43268828094006,0,0,0,0,0,0,0,0
153,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.99730964121409,0,0,0,0,0,0,0,0
154,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.76579780783504,2.65379191352986,0,0,0,0,0,0,0
155,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.67567837098613,0,0,0,0,0,0,0,0
156,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.04542180011049,0,0,0,0,0,0,0,0
157,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.65287982695736,0,0,0,0,0,0,0,0
158,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.79334850865416,2.39600064395927,0,0,0,0,0,0,2.27667437819764
159,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.46202420978807,0,0,0,0,0,0,0,0
160,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.11374956648797,0,0,0,0,0,0,0,0
161,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.51258641062304,2.06512795388699,0,0,0,0,0,0,0
162,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.23380136769265,0,0,0,0,0,-2.17223085579462,0,0
163,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.06932039442472,0,0,0,0,0,-2.72901203506626,2.93211789708585,0
164,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.40651261270978,0,0,0,0,0,0,0,0
165,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.67968618427403,2.06373738776892,0,0,0,0,0,0,0,0
166,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.40249040466733,0,0,0,0,0,0,0,0
167,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.42658226145431,0,0,0,0,0,0,0,0
168,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.17924118903466,0,0,0,0,0,0,0,0
169,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.18469450902194,0,0,0,0,0,0,0,0
170,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.65000896574929,0,0,0,0,0,0,0,0
171,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.09996701125056,0,0,0,0,0,0,0,0
172,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.59774151491001,0,0,0,0,0,0,0,0
173,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.79339382052422,0,0,0,0,0,0,0,0
174,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.47127132397145,0,0,0,2.32223752490245,0,0,0,0
175,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.25447608274408,0,0,0,0,0,0,0,0
176,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.74625441338867,0,0,0,0,0,0,0,0
177,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.92345783812925,0,0,0,-2.84870344260707,0,0,0,0
178,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.61055474635214,0,0,0,0,0,0,0,0
179,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.26070517464541,0,0,0,0,0,2.71643822500482,0,0
180,2,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,2.26099611003883,0,0,0,-2.75063111819327,0,0,0,0
181,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.97613692935556,0,0,0,0,0,2.10230385954492,0
182,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.49401403684169,0,0,0,-2.04729529586621,0,0,0
183,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.46392914745957,0,0,0,0,0,0,0
184,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.71070938091725,0,0,0,0,0,0,0
185,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.09143758541904,0,0,0,0,0,0,0
186,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.41720578959212,0,0,0,0,0,0,0
187,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.90709494310431,0,0,0,0,0,0,0
188,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.3331063000951,0,2.55909519433044,0,0,0,0,0
189,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.42974312510341,0,0,2.17366816219874,0,0,0,0
190,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.14539156365208,0,0,0,0,0,0,0
191,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.2880791942589,0,0,0,0,0,2.57005726918578,0
192,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.21006973972544,0,0,0,0,0,0,0
193,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.94249321124516,0,0,0,0,0,0,0
194,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.04708507168107,0,0,0,0,0,0,0
195,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.33466667612083,0,0,0,0,0,0,0
196,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.92553388373926,0,0,0,0,0,0,0
197,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.32443284871988,0,2.31366605171934,0,0,0,0,2.8698415949475
198,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.16214308142662,0,0,0,-2.20212314254604,0,0,0
199,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.86510358098894,0,0,0,0,0,0,0
200,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,-2.30927033000626,0,2.04862962826155,0,0,0,0,0,0,0
201,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.95590532408096,0,2.97823524894193,0,0,0,0,0
202,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.36448222072795,0,0,0,0,0,0,0
203,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.50909485062584,0,0,0,0,0,0,0
204,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,-2.93303121160716,2.11538125574589,0,0,0,0,-2.89140511979349,0,0
205,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.70138045120984,0,0,0,0,0,0,0
206,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.66299080266617,0,0,-2.83739303913899,0,0,0,0
207,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.58874889067374,0,-2.82883707736619,0,0,-2.02476102625951,0,0
208,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.87909042672254,0,0,0,0,0,0,0
209,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.12913384684362,0,0,0,0,0,0,0
210,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.49904308910482,0,2.4260091104079,0,0,0,0,0
211,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.40240062261,0,0,0,0,0,0,0
212,3,10,500,2000,21271531,"ifeval_min30",2,3,2,3,0.05,0,0,2.48925176612101,0,0,0,0,0,0,0
